team,player,overall
Uruguay,G. Alcoba,71
Montenegro,M. Vešović,71
Denmark,M. Dal Hende,71
Mexico,E. García,71
Uruguay,H. Menosse,71
Japan,S. Nishikawa,71
Spain,Cristian López,71
Brazil,Diego Galo,71
China,Zhang Xizhe,71
China,Cao Yunding,71
Japan,T. Aoyama,71
Ecuador,C. Penilla,71
Chile,G. Arias,71
Paraguay,R. García Guerreño,71
South Africa,R. Mphahlele,71
Paraguay,J. Riojas,71
Argentina,L. Gamba,71
Argentina,D. Lemos,71
Portugal,Edu Machado,71
Uruguay,R. Herrera,71
Brazil,Amilton,71
Spain,Miramón,71
Cameroon,M. Etame,71
Brazil,Heitor Gesse,71
Brazil,Alam Araújo,71
Brazil,Alex das Freitas,71
Brazil,Adeilson Gesser,71
Brazil,Heltinho Melo,71
Brazil,Emerson Avintes,71
Brazil,Eltildo Bessa,71
Brazil,André Milazisco,71
Brazil,Wiliam Santinho,71
Brazil,Wagner Orsinho,71
Brazil,Luisinho Conradi,71
Brazil,Tramontinaldo,71
Brazil,Silvosinho,71
Brazil,Tony Muttinho,71
Brazil,Pombaxinho,71
Brazil,Heitinho Zanon,71
Brazil,Allison Sireo,71
Brazil,Miltisco Paulino,71
Brazil,Tiago Pombeira,71
Brazil,Paulolettinho,71
Brazil,Nascimentardo,71
Brazil,Saberto Botelho,71
Japan,K. Shibasaki,71
Brazil,Nathael Silbeira,71
Brazil,Eduardo Fonseira,71
Brazil,Jean Cléber,71
Colombia,S. Hernández,71
Ukraine,Y. Shakhov,71
France,J. Grimm,71
Guinea,E. Seka,71
Brazil,João Bardinho,71
Brazil,Martin Cordeia,71
Brazil,Marlion Rolim,71
Brazil,Túlio Sandoiro,71
Romania,F. Nita,71
Portugal,João Félix,70
South Korea,Kangin Lee,70
Argentina,M. Romero,70
France,M. Maolida,70
Germany,S. Özcan,70
Italy,M. Varnier,70
Nigeria,O. Okwonkwo,70
Argentina,J. Foyth,70
Scotland,J. Souttar,70
England,D. Solanke,70
Italy,F. Romagna,70
Germany,D. Geiger,70
Italy,E. Brignola,70
South Africa,P. Mahlambi,70
Argentina,N. Pérez,70
Wales,H. Wilson,70
England,K. Dowell,70
England,D. Fry,70
England,J. Worrall,70
Colombia,J. Lucumi,70
Spain,Aleñà,70
England,H. Barnes,70
Montenegro,S. Hakšabanovič,70
Spain,Aleix García,70
Spain,Christian Rivera,70
Netherlands,D. Malen,70
England,D. Henderson,70
France,Y. Wissa,70
Austria,H. Wolf,70
Mexico,D. Lainez,70
Spain,Jordi Mboula,70
Poland,S. Żurkowski,70
Argentina,N. González,70
Croatia,N. Vlašić,70
Brazil,Mauro Júnior,70
Netherlands,P. Schuurs,70
Spain,Manu Morlanes,70
Belgium,A. Saelemaekers,70
Croatia,L. Majer,70
Scotland,O. Burke,70
France,H. Moukoudi,70
Spain,Unai Simón,70
England,J. Harrison,70
England,Ronaldo Vieira,70
France,C. Michelin,70
Germany,J. Torunarigha,70
Ghana,J. Paintsil,70
Croatia,N. Moro,70
England,I. Brown,70
Switzerland,D. von Ballmoos,70
Colombia,J. Quintero,70
Cameroon,J. Minala,70
Argentina,J. Komar,70
Argentina,E. Cecchini,70
Turkey,E. Ersoy,70
France,O. Boscagli,70
Chile,G. Suazo,70
Spain,Fran Villalba,70
Mali,L. Coulibaly,70
DR Congo,D. Lukebakio,70
Argentina,M. Valenzuela,70
Wales,C. Mepham,70
Hungary,R. Sallai,70
Germany,N. Hauptmann,70
France,V. Marcel,70
Brazil,Murilo Freitas,70
Argentina,S. Cáseres,70
Austria,K. Danso,70
Germany,E. Löwen,70
Turkey,M. Demiral,70
Portugal,Pêpê,70
Slovakia,D. Vavro,70
Portugal,Rafael Barbosa,70
Republic of Ireland,C. Robinson,70
Argentina,T. Martínez,70
England,B. Davies,70
France,S. Guirassy,70
Russia,A. Timofeev,70
England,M. Targett,70
France,O. Kemen,70
Italy,S. Luperto,70
Colombia,D. Rodríguez,70
Republic of Ireland,L. Kelly,70
Colombia,Y. Moreno,70
Spain,Fede,70
Nigeria,O. Aina,70
France,A. Lusamba,70
Slovakia,L. Haraslín,70
Venezuela,J. Murillo,70
Argentina,E. Remedi,70
France,K. N'Doram,70
Spain,Toni Villa,70
Italy,G. Mancini,70
Ivory Coast,V. Angban,70
France,F. Maouassa,70
Spain,José Arnáiz,70
France,R. Del Castillo,70
Hungary,D. Sallói,70
Denmark,R. Nissen Kristensen,70
Argentina,N. Leguizamón,70
Ghana,E. Ocansey,70
Belgium,O. Mangala,70
Netherlands,C. Eiting,70
Mexico,C. Acevedo,70
Argentina,P. Cuadra,70
Morocco,N. Mazraoui,70
Netherlands,S. Lammers,70
Brazil,C. Oliveira Souza,70
Brazil,Bruno Tabata,70
France,C. Traoré,70
Wales,D. John,70
Italy,P. Gollini,70
Netherlands,R. Živković,70
Italy,M. Cavion,70
Northern Ireland,P. McNair,70
Colombia,R. Loaiza,70
Argentina,L. Giannetti,70
Spain,Cotán,70
Spain,N. Leiva,70
Switzerland,J. Omlin,70
Denmark,J. Andersen,70
Germany,M. Wittek,70
England,K. Palmer,70
Denmark,M. Duelund,70
United States,J. Morris,70
Colombia,M. Cassierra,70
Greece,P. Hatzidiakos,70
Portugal,Francisco Ramos,70
Italy,A. Calabresi,70
Greece,K. Tsimikas,70
Argentina,D. Batallini,70
Nigeria,N. Sarenren Bazee,70
Spain,Luis Pérez,70
Netherlands,P. Rosario,70
Panama,M. Murillo,70
Portugal,Jorge Fernandes,70
Brazil,Gustavo Cascardo,70
Paraguay,B. Samudio,70
Nigeria,P. Onuachu,70
Colombia,C. Higuita,70
Chile,F. Campos,70
Denmark,M. Ingvartsen,70
Spain,Alberto,70
Lithuania,L. Spalvis,70
Scotland,J. Fulton,70
Spain,Sivera,70
Argentina,E. Unsain,70
Brazil,Philipe Sampaio,70
Belgium,O. Oularé,70
Morocco,Anuar,70
Argentina,C. Espinoza,70
Netherlands,J. Bacuna,70
France,J. Siebatcheu,70
Germany,F. Platte,70
Argentina,E. Ávila,70
Paraguay,S. Salcedo,70
Netherlands,M. Vlap,70
Argentina,T. Cardona,70
Turkey,A. Ömür,70
Turkey,K. Kanatsızkuş,70
Argentina,M. Barbieri,70
Ghana,N. Ampomah,70
Croatia,A. Balić,70
Spain,Rafa Navarro,70
Spain,Marc Gual,70
Brazil,Lucas Possignolo,70
Italy,F. Deli,70
France,D. Batubinsika,70
Mexico,E. Tercero,70
South Africa,D. Zuma,70
Morocco,A. Bencharki,70
Venezuela,E. Bello,70
Spain,Fede Vico,70
Germany,P. Bauer,70
England,M. Maddison,70
Spain,Aitor García,70
Belgium,Z. Bakkali,70
Nigeria,R. Azeez,70
Poland,P. Frankowski,70
Portugal,Filipe Chaby,70
Germany,S. Kerk,70
Germany,D. Kinsombi,70
England,J. Marriott,70
United States,E. Horvath,70
Colombia,E. Arango,70
England,G. Ward,70
Norway,M. Thorsby,70
Poland,K. Piątek,70
Argentina,I. Rossi,70
Italy,A. Micai,70
Italy,I. Provedel,70
Belgium,G. Hendrickx,70
Iceland,Johannesson,70
Costa Rica,M. George,70
Argentina,E. Rolón,70
Japan,D. Kamada,70
Switzerland,C. Fassnacht,70
Spain,Alfonso Herrero,70
Czech Republic,J. Sýkora,70
Germany,J. Gressel,70
Netherlands,V. van Crooij,70
Greece,G. Giakoumakis,70
Serbia,N. Mihajlović,70
Czech Republic,M. Trávník,70
England,J. Robinson,70
England,A. Wisdom,70
England,M. Odubajo,70
France,D. Foulquier,70
Norway,G. Valsvik,70
Germany,K. Günter,70
Switzerland,S. Khelifi,70
Wales,E. Huws,70
Netherlands,S. Walsh,70
France,W. Zahibo,70
Finland,J. Uronen,70
Germany,M. Müller,70
France,A. Ngando,70
Iceland,H. Hermannsson,70
Germany,P. Ziereis,70
Denmark,J. Busk,70
Austria,R. Strebinger,70
Serbia,F. Malbašić,70
Mexico,L. Quintana,70
Italy,R. Fiamozzi,70
Senegal,O. Nguette,70
Germany,T. Schröck,70
Colombia,S. Rincón,70
Peru,C. Ascues,70
Paraguay,M. Caballero,70
Canada,S. Piette,70
Colombia,N. Carreño,70
Argentina,L. Faravelli,70
Argentina,L. Melano,70
Argentina,N. Paz,70
Norway,B. Meling,70
France,L. Ajorque,70
Spain,Aguza,70
Spain,David Costas,70
Italy,A. Ferrari,70
Uruguay,G. Varela,70
Zimbabwe,K. Mahachi,70
Italy,L. Venuti,70
Bosnia and Herzegovina,D. Milošević,70
France,L. Mousset,70
Belgium,C. Dessers,70
Argentina,L. Diarte,70
Netherlands,C. Leemans,70
Honduras,B. Róchez,70
Norway,S. Rosted,70
Greece,C. Charisis,70
Spain,Gerard Valentín,70
South Korea,Han Chan Hee,70
United States,K. Rosenberry,70
Japan,T. Asano,70
Venezuela,M. Villanueva,70
DR Congo,J. Bolingi,70
Portugal,Alexandre Guedes,70
France,B. Aouacheria,70
Croatia,B. Barišić,70
Serbia,A. Paločević,70
Portugal,Tomané,70
Senegal,A. Diallo,70
Wales,J. Williams,70
Italy,N. Leali,70
Jamaica,D. Johnson,70
Germany,F. Hartherz,70
Germany,M. Franke,70
Greece,S. Kitsiou,70
Belgium,D. Arslanagic,70
Argentina,P. Gazzaniga,70
Ukraine,B. Tashchy,70
Scotland,J. Walker,70
Italy,M. Sampirisi,70
Greece,S. Dioudis,70
Germany,M. Schuhen,70
Bosnia and Herzegovina,K. Kodro,70
Sweden,J. Une Larsson,70
Mexico,A. Rocha,70
Colombia,L. Pico,70
Argentina,L. Menossi,70
Spain,Carlos Gutiérrez,70
Greece,M. Oikonomou,70
Italy,F. Zampano,70
Brazil,Gabriel Xavier,70
Brazil,Fabrício Baiano,70
Hungary,D. Dibusz,70
Brazil,Iago,70
Germany,K. Narey,70
Colombia,C. Borja,70
Paraguay,C. González,70
Germany,H. Wahl,70
Japan,W. Endo,70
Portugal,Pedro Pinto,70
Brazil,Rodrigo,70
Ecuador,A. Preciado,70
Croatia,F. Bradarić,70
Tunisia,Y. Meriah,70
Kosovo,A. Rrahmani,70
Ukraine,A. Rudko,70
Portugal,João Lucas,70
Turkey,S. Kaya,70
Denmark,M. Hansen,70
Trinidad and Tobago,J. Bostock,70
Belgium,L. De Bock,70
Norway,H. Nielsen,70
Italy,M. Faraoni,70
Netherlands,L. Castaignos,70
Denmark,B. Paulsen,70
Mauritius,L. Rose,70
Zimbabwe,T. Darikwa,70
Norway,F. Haugen,70
France,M. Colin,70
Sweden,S. Thern,70
France,T. Delaine,70
Czech Republic,J. Brabec,70
Netherlands,M. van Buren,70
Portugal,Gus Ledes,70
Austria,S. Schwab,70
Spain,Clerc,70
Greece,G. Gianniotas,70
Ghana,A. Yiadom,70
Germany,T. Eisfeld,70
Wales,C. Maxwell,70
Italy,P. Iemmello,70
Germany,R. Leipertz,70
Australia,J. Maclaren,70
South Korea,Hwang Ui Jo,70
Canada,J. Osorio,70
Chile,V. Huerta,70
Chile,N. Maturana,70
Chile,C. Valenzuela,70
Colombia,C. Bonilla,70
Argentina,F. Pizzini,70
Republic of Ireland,S. Hogan,70
Germany,F. Ballas,70
Libya,M. El Monir,70
Nigeria,A. Ajagun,70
Argentina,G. Campi,70
Spain,Sebas Coris,70
Saudi Arabia,M. Al Buraik,70
Poland,R. Kurzawa,70
Romania,P. Anton,70
Germany,O. Hüsing,70
Serbia,A. Pešić,70
Greece,A. Bouchalakis,70
Spain,Pol Llonch,70
Central African Republic,C. Yambéré,70
South Korea,Kim Jong Woo,70
Iran,M. Pouraliganji,70
Argentina,F. De Paul,70
Brazil,Lucas Galvão,70
Colombia,L. Castro,70
Japan,R. Oshima,70
Ukraine,A. Totovytskyi,70
Uruguay,M. Olivera,70
Romania,C. Ganea,70
Argentina,R. González,70
Italy,A. Tuia,70
Czech Republic,V. Kadlec,70
Senegal,Z. Touré,70
Mexico,D. de Buen,70
United States,S. Johnson,70
England,H. Dean,70
England,D. Batth,70
Turkey,A. Turan,70
Spain,Pichu Atienza,70
Netherlands,B. Schenkeveld,70
Turkey,K. Çörekçi,70
Germany,S. Neumann,70
Italy,A. Crescenzi,70
North Macedonia,D. Mitov Nilsson,70
South Korea,Yang Han Been,70
Austria,C. Dibon,70
France,M. Dupé,70
Netherlands,M. Seuntjens,70
England,J. Price,70
Denmark,N. Thomsen,70
Venezuela,A. González,70
Germany,B. Behrendt,70
Germany,L. Kübler,70
Paraguay,J. Silbeira,70
South Africa,B. Khuzwayo,70
Saudi Arabia,M. Al Owais,70
South Korea,Koo Ja Ryong,70
England,T. Mings,70
Brazil,Rodolfo,70
Ukraine,P. Budkivskyi,70
Senegal,A. Ndour,70
Brazil,Dankler,70
Turkey,S. Dursun,70
Morocco,I. Bel Hassani,70
Turkey,M. Yıldırım,70
Brazil,Crislan,70
Italy,M. Gori,70
Brazil,Andrei Girotto,70
Sweden,S. Papagiannopoulos,70
Chile,J. Meneses,70
Brazil,Bismark,70
Japan,Y. Kobayashi,70
Croatia,M. Pajač,70
Syria,Y. Kalfa,70
Ukraine,O. Shevchenko,70
Portugal,Ricardo Ferreira,70
Belgium,F. Ojo,70
Italy,F. Macheda,70
Australia,T. Oar,70
France,W. Rémy,70
Spain,Aridane,70
England,K. Smith,70
Turkey,M. Günok,70
Netherlands,D. Hoesen,70
Serbia,D. Aleksić,70
Nigeria,N. Obiora,70
DR Congo,Y. Ngbakoto,70
New Zealand,M. Rojas,70
Turkey,O. Bayram,70
Guinea,I. Sylla,70
Argentina,M. Coronel,70
England,J. Hunt,70
Northern Ireland,W. Grigg,70
England,S. Winnall,70
France,M. Peybernès,70
Northern Ireland,C. McLaughlin,70
Peru,C. Ramos,70
Senegal,C. Diandy,70
Algeria,I. Saadi,70
France,B. Leroy,70
Italy,A. Seculin,70
France,M. Bourabia,70
Italy,R. Maiello,70
United States,G. Garza,70
Mexico,J. Zárate,70
Italy,S. Romagnoli,70
Netherlands,M. Kieftenbeld,70
Mexico,V. Ulloa,70
Italy,L. Tremolada,70
Northern Ireland,L. Boyce,70
Italy,M. Camporese,70
Spain,Héctor,70
Morocco,A. Kali,70
Italy,M. Falzerano,70
South Africa,D. Keet,70
Netherlands,Y. Wildschut,70
Portugal,Salvador Agra,70
Uruguay,D. Texeira,70
Croatia,I. Runje,70
Sweden,M. Danielson,70
Germany,D. Blum,70
Chile,S. Magnasco,70
Germany,J. Wurtz,70
Italy,F. Falco,70
Ivory Coast,C. Kouakou,70
Australia,T. Jurić,70
Uruguay,F. Píriz,70
Iceland,G. Þórarinsson,70
Colombia,J. Roa,70
Colombia,J. Blanco,70
Colombia,J. López,70
Chile,M. Navarrete,70
Spain,Maikel Mesa,70
Portugal,Vítor Gonçalves,70
South Africa,B. Mkhwanazi,70
Italy,C. Buonaiuto,70
England,E. Oztumer,70
Morocco,Munir,70
Colombia,C. Henao,70
Portugal,Xavier,70
Portugal,Mesquita,70
Japan,S. Doi,70
United States,C. Ramirez,70
Germany,P. Türpitz,70
Ukraine,I. Plastun,70
Italy,G. Pinzi,70
Sweden,A. Isaksson,70
United States,D. Beasley,70
Germany,C. Tiffert,70
Italy,M. Brighi,70
France,M. Bodmer,70
Wales,B. Myhill,70
France,F. Balmont,70
Poland,T. Kuszczak,70
Belgium,J. Gillet,70
Italy,C. Bovo,70
Switzerland,R. Ziegler,70
Spain,Borja Fernández,70
Spain,Nino,70
France,S. Roudet,70
Argentina,H. Campagnaro,70
Republic of Ireland,P. McShane,70
Brazil,Diego Barcelos,70
Belgium,K. Overmeire,70
France,M. Ciani,70
Italy,D. Croce,70
Switzerland,A. Abdi,70
England,J. Shackell,70
Spain,Javi Guerra,70
France,J. Marveaux,70
Japan,H. Sogahata,70
Italy,L. Mazzoni,70
Argentina,R. Braña,70
Argentina,E. Bologna,70
Turkey,O. Adın,70
Nigeria,I. Uche,70
Spain,César Arzo,70
Poland,M. Wasilewski,70
Belgium,D. De fauw,70
England,B. Johnson,70
England,D. Marney,70
Norway,M. Eikrem,70
Argentina,J. Insaurralde,70
Argentina,L. Licht,70
Bolivia,R. Raldes,70
Argentina,A. Faurlín,70
South Korea,Lee Chung Yong,70
Scotland,C. Adam,70
Mexico,J. Valenzuela,70
Mexico,F. Rodríguez,70
Germany,P. Pentke,70
Germany,C. Janker,70
Argentina,C. Lucchetti,70
Belgium,J. Legear,70
Sweden,S. Holmén,70
Argentina,G. Fernández,70
Germany,U. Hünemeier,70
Argentina,P. Álvarez,70
Spain,Salva Sevilla,70
Finland,K. Hämäläinen,70
Scotland,C. Bryson,70
Argentina,N. Fernández,70
Slovakia,M. Kelemen,70
Austria,F. Klein,70
England,L. Ridgewell,70
Netherlands,R. Pasveer,70
Turkey,U. Uçar,70
England,D. Jones,70
Scotland,P. Gallagher,70
England,B. Sharp,70
Belgium,S. Pocognoli,70
England,G. Leadbitter,70
Sweden,B. Safari,70
France,C. Mandanne,70
Spain,Pita,70
United States,C. Wondolowski,70
Denmark,T. Kristensen,70
Scotland,S. Fletcher,70
United States,M. Parkhurst,70
Wales,J. Lynch,70
Finland,T. Sparv,70
England,D. Wheater,70
Argentina,D. Bottinelli,70
Northern Ireland,T. Carson,70
Iceland,K. Árnason,70
Senegal,I. Dia,70
Germany,M. Karl,70
Tunisia,S. Allagui,70
Scotland,I. Anya,70
Italy,F. Valiani,70
Bosnia and Herzegovina,J. Fejzić,70
Republic of Ireland,D. Gibson,70
England,L. Cattermole,70
DR Congo,J. Maghoma,70
Portugal,Hugo Vieira,70
England,C. Skuse,70
Spain,Javi Moyano,70
Belgium,S. De Ridder,70
Spain,Diego Capel,70
United States,E. Castillo,70
England,M. Mancienne,70
Australia,J. Troisi,70
Portugal,José Semedo,70
Spain,David Fernández,70
Denmark,P. Kanstrup,70
Italy,M. Ardemagni,70
Netherlands,R. Leeuwin,70
England,L. Tomlin,70
France,A. Bonnet,70
Italy,D. Dessena,70
Italy,N. Viola,70
Argentina,R. Fernández,70
Spain,De las Cuevas,70
Austria,M. Knaller,70
England,J. Pearce,70
Chile,J. Rojas,70
Poland,K. Mączyński,70
Panama,G. Gómez,70
Panama,G. Torres,70
Egypt,A. Fathi,70
Iceland,B. Bjarnason,70
Colombia,C. Valencia,70
Norway,M. Pedersen,70
Morocco,A. El Jadeyaoui,70
Chile,L. Figueroa,70
Norway,R. Jenssen,70
Germany,S. Fürstner,70
France,M. Coutadeur,70
Germany,B. Nehrig,70
Spain,Suso Santana,70
Albania,S. Gashi,70
Poland,A. Jędrzejczyk,70
Switzerland,M. Costanzo,70
Senegal,R. Faty,70
Brazil,Nenê,70
Belgium,R. Boffin,70
Argentina,B. Urribarri,70
Argentina,J. García,70
Republic of Ireland,A. Pearce,70
Italy,V. Mannone,70
Mexico,D. Cabrera,70
Belgium,B. Capon,70
Argentina,J. San Román,70
Brazil,William,70
Montenegro,D. Damjanović,70
Czech Republic,M. Petržela,70
France,A. Cissokho,70
France,J. Ramaré,70
China,Huang Bowen,70
New Zealand,K. Barbarouses,70
France,J. Palmieri,70
England,D. Stockdale,70
China,Dai Lin,70
China,Li Xuepeng,70
France,E. Bourgaud,70
France,J. Taravel,70
Norway,P. Helland,70
France,A. Weber,70
Senegal,C. M'Bengue,70
Congo,P. Oniangué,70
Germany,A. Feick,70
Bosnia and Herzegovina,A. Vršajevič,70
France,J. Faussurier,70
Netherlands,M. Donald,70
Colombia,B. Angulo,70
United States,M. Diskerud,70
Italy,R. Bianco,70
Italy,G. Bellusci,70
Scotland,J. Rhodes,70
France,A. Collin,70
Serbia,D. Petrić,70
Congo,A. Bouka Moutou,70
Chile,M. Larrondo,70
Spain,Antoñito,70
Poland,M. Sadlok,70
Italy,M. Volta,70
Georgia,L. Mchedlidze,70
New Zealand,T. Smith,70
Netherlands,T. Hiariej,70
Belarus,A. Putsila,70
England,E. Bennett,70
Spain,Montoro,70
United States,K. Kronholm,70
Nigeria,E. Ambrose,70
Mexico,J. Cortés,70
DR Congo,B. Mokulu,70
Norway,A. Konradsen,70
Mexico,A. Saldívar,70
Norway,A. Diomande,70
Togo,F. Ayité,70
Morocco,A. Bouhaddouz,70
Portugal,Diogo Viana,70
Croatia,A. Budimir,70
Germany,J. Flum,70
Netherlands,A. Meijers,70
Algeria,M. Mostefa,70
England,M. Morrison,70
Benin,E. Imorou,70
Algeria,A. Kashi,70
France,G. Belaud,70
Germany,S. Burchert,70
Italy,F. Renzetti,70
France,S. Souprayen,70
Germany,J. Hegeler,70
Germany,F. Jungwirth,70
Germany,M. Morys,70
Germany,M. Schäffler,70
Netherlands,E. Falkenburg,70
Brazil,Renato Chaves,70
Zimbabwe,C. Nhamoinesu,70
Tunisia,K. Laribi,70
Argentina,F. Zuculini,70
Colombia,D. Álvarez,70
Spain,Ortuño,70
England,C. McManaman,70
Spain,Javi Márquez,70
Germany,M. Gaus,70
South Korea,Park Joo Ho,70
South Korea,Lee Jae Sung,70
South Korea,Kim Sung Joon,70
Italy,M. D'Alessandro,70
Australia,M. Jurman,70
Argentina,M. Formica,70
Republic of Ireland,G. Carey,70
Republic of Ireland,E. Stevens,70
Morocco,I. El Adoua,70
Uruguay,G. Kagelmacher,70
Mali,S. Yatabaré,70
France,G. Charbonnier,70
Germany,M. Hartmann,70
Brazil,Felipe Silva,70
Curaçao,C. Benschop,70
Serbia,A. Ignjovski,70
Germany,D. Schmidt,70
Spain,Javi Lara,70
Brazil,Douglas,70
Senegal,P. Souaré,70
Portugal,André Santos,70
Suriname,K. Leerdam,70
Portugal,M. Correia,70
Bulgaria,S. Manolev,70
Turkey,V. Sarı,70
Portugal,Flavio Paixão,70
France,D. Lévêque,70
Italy,A. Mazzotta,70
Spain,Baena,70
Brazil,Crivellaro,70
Colombia,S. Motta,70
Panama,A. Machado,70
Egypt,A. El Said,70
United States,T. Bunbury,70
Italy,A. Bernardini,70
Spain,Aguilera,70
Ivory Coast,X. Kouassi,70
Costa Rica,C. Gamboa,70
Spain,Carlos Ruiz,70
Honduras,Jona,70
Mexico,L. Mendoza,70
Spain,Rodri,70
Mexico,J. Madueña,70
Argentina,J. Toledo,70
Germany,J. Hochscheidt,70
DR Congo,J. Bokila,70
Portugal,Yohan Tavares,70
South Korea,Kim Bo Kyung,70
France,J. Delaplace,70
Germany,M. Wittek,70
Germany,S. Çinaz,70
Serbia,D. Cvetinović,70
France,J. Cuffaut,70
France,J. Rivierez,70
Uruguay,M. Silva,70
Italy,A. Salvi,70
Spain,Errasti,70
Senegal,P. Sagna,70
South Korea,Lee Seung Gi,70
South Korea,Kim Eun Sun,70
Turkey,Z. Erdal,70
Spain,Hernán,70
Bermuda,N. Wells,70
Germany,T. Kister,70
Brazil,Willian Rocha,70
Poland,P. Wszołek,70
Curaçao,Q. Martinus,70
Czech Republic,M. Pospíšil,70
Chile,F. Seymour,70
Tunisia,Y. Touzghar,70
Brazil,Luiz Antônio,70
Spain,Juan Carlos,70
Poland,P. Olkowski,70
Scotland,G. Mackay-Steven,70
North Macedonia,F. Hasani,70
Netherlands,D. Bulthuis,70
Argentina,C. Insaurralde,70
Bulgaria,S. Delev,70
Argentina,D. Stracqualursi,70
Romania,A. Măţel,70
Colombia,R. Robayo,70
Ecuador,J. Paredes,70
Argentina,P. Rodríguez,70
Serbia,S. Medojević,70
South Korea,Oh Ban Suk,70
Croatia,M. Budimir,70
United States,A. Wooten,70
Sweden,M. Eriksson,70
Germany,F. Holland,70
Israel,T. Tawatha,70
Germany,R. Himmelmann,70
Saudi Arabia,M. Al Sahlawi,70
Poland,A. Frączczak,70
Saudi Arabia,H. Al Moqahwi,70
Portugal,Bruno Moreira,70
Saudi Arabia,S. Muwashar,70
Albania,S. Çikalleshi,70
Argentina,M. Dos Santos,70
Argentina,C. Corvalán,70
Romania,A. Chipciu,70
Paraguay,R. Ramírez,70
Spain,Alberto Martín,70
France,W. Dutoit,70
South Korea,Kim Seung Dae,70
Greece,E. Oikonomou,70
Germany,S. Michel,70
Brazil,Jorginho,70
South Korea,Jeong Jae Yong,70
Chile,C. Suárez,70
Colombia,D. Peralta,70
Colombia,V. Giraldo,70
Colombia,F. Torijano,70
Colombia,M. Casierra,70
Colombia,C. Alzáte,70
Chile,C. Vilches,70
Chile,S. Ubilla,70
Argentina,M. Cerato,70
Chile,F. Schultz,70
Chile,R. Fernández,70
Argentina,L. Benegas,70
Argentina,G. Voboril,70
Argentina,N. Ibáñez,70
Argentina,G. Díaz,70
Argentina,C. Rigamonti,70
Argentina,N. Moiraghi,70
Croatia,D. Antolić,70
El Salvador,D. Cerén,70
Japan,Y. Kashiwagi,70
Argentina,J. Zacaría,70
Kuwait,F. Al Ansari,70
Uganda,M. Azira,70
Colombia,C. Mosquera,70
Bulgaria,S. Popov,70
China,Jiang Zhipeng,70
Germany,S. Griesbeck,70
South Africa,T. Zwane,70
Japan,M. Saito,70
Japan,Y. Kakitani,70
Argentina,F. Pellegrino,70
France,K. Vandendriessche,70
Argentina,V. Aguilera,70
Argentina,E. Loeschbor,70
England,L. Gregory,70
Spain,Querol,70
Spain,Jesús Imaz,70
Colombia,J. Sánchez,70
Japan,H. Yamada,70
Argentina,N. Leyes,70
China,Cai Huikang,70
Brazil,Guilherme Sityá,70
Paraguay,L. Cáceda,70
Slovenia,N. Omladič,70
France,J. Berthomier,70
Algeria,M. Tahrat,70
France,E. Rolland,70
Argentina,J. Benítez,70
Brazil,Rodrigo Pinho,70
Brazil,Victor Fachinhas,70
Brazil,Breno Bemposta,70
Brazil,Marlinito Dias,70
Brazil,Edsinho Torres,70
Brazil,Flávio Rebeilo,70
Brazil,Daguinho Parrela,70
Brazil,Bernardo Motinho,70
Brazil,Milton Menceiros,70
Brazil,Eltson Marques,70
Brazil,Barbosaldinho,70
Brazil,Lourival Dinisco,70
Brazil,Ansel Barnisco,70
Brazil,Alam Basteirinho,70
Brazil,Renaldo Justinho,70
Brazil,Macarinho Louro,70
Brazil,Raphael Paneira,70
Brazil,Diogildo Peixe,70
Brazil,Sevinho Santos,70
Colombia,C. Peralta,70
Brazil,Waguininho,70
Argentina,G. Acosta,70
Japan,K. Watanabe,70
Brazil,Jony Reitosa,70
Brazil,Jairo Farnias,70
Brazil,Allan Ardaújo,70
Argentina,C. Quintana,70
Spain,Ramón Folch,70
Argentina,N. Gorosito,70
Algeria,D. Benlamri,70
Brazil,Luisinho,70
Brazil,Vinicius Trieiro,70
Brazil,Jailson Oliva,70
Brazil,Luan Sendeiro,70
Brazil,Nilson Padilho,70
Argentina,A. Ábalos,70
Greece,V. Lampropoulos,70
Portugal,Tiago Lopes,70
Brazil,Nathan Otávio,70
Germany,J. Arp,69
Spain,Brahim Díaz,69
United States,T. Weah,69
Ukraine,M. Shaparenko,69
United States,C. Carter-Vickers,69
Argentina,B. Mansilla,69
Netherlands,C. Stengs,69
Brazil,Léo Jabá,69
Scotland,G. Taylor,69
Germany,F. Passlack,69
Italy,E. Audero,69
Argentina,E. Palacios,69
Paraguay,B. Riveros,69
Sweden,A. Isak,69
England,B. Brereton,69
Republic of Ireland,D. Rice,69
Brazil,Maycon,69
Australia,D. Arzani,69
Italy,R. Petretta,69
France,D. Zagadou,69
Brazil,Fernando,69
Wales,D. Brooks,69
Germany,G. Gaudino,69
Scotland,S. McKenna,69
Italy,N. Dalmonte,69
England,H. Choudhury,69
Switzerland,D. Sow,69
Slovakia,L. Bénes,69
Argentina,N. Barrios,69
Uruguay,J. Ardaiz,69
Brazil,Rogério,69
Croatia,K. Bistrović,69
Norway,S. Rossbach,69
Denmark,P. Billing,69
Poland,D. Kownacki,69
Switzerland,D. Oberlin,69
Romania,C. Manea,69
England,J. Bowen,69
Turkey,M. Çelik,69
Italy,A. Favilli,69
England,M. Cash,69
Germany,A. Engin,69
France,G. Larsonneur,69
Portugal,Pedro Pereira,69
Japan,T. Tomiyasu,69
Netherlands,P. Sandler,69
