team,player,overall
North Macedonia,I. Nestorovski,74
Spain,Deivid,74
Greece,K. Lamprou,74
Denmark,A. Christiansen,74
Scotland,J. Forrest,74
Portugal,André Martins,74
Spain,Juankar,74
Spain,Álex Martínez,74
South Africa,T. Serero,74
Russia,A. Erokhin,74
Paraguay,D. Lezcano,74
Spain,David Simón,74
Serbia,A. Katai,74
Argentina,L. Abecasis,74
Spain,Albentosa,74
Russia,K. Panchenko,74
Guinea-Bissau,Gerso,74
Benin,J. Adéoti,74
Portugal,Renato Santos,74
Saudi Arabia,Y. Al Shahrani,74
Ghana,D. Accam,74
Russia,A. Semenov,74
Colombia,L. Quiñones,74
Spain,Postigo,74
Argentina,G. Carrillo,74
Trinidad and Tobago,K. Molino,74
Spain,Eraso,74
France,B. Nivet,74
Congo,C. Samba,74
Scotland,A. McGregor,74
France,L. Butelle,74
England,P. Crouch,74
Spain,Fernando Navarro,74
Scotland,C. Gordon,74
Netherlands,N. de Jong,74
Italy,C. Bovo,74
Belgium,B. Castro,74
France,R. Cohade,74
France,R. Fanni,74
France,L. Pionnier,74
England,M. Dawson,74
Germany,M. Rensing,74
Ivory Coast,A. Koné,74
Turkey,E. Gülüm,74
Hungary,Z. Gera,74
Italy,D. Croce,74
North Macedonia,G. Pandev,74
Italy,D. Maietta,74
France,Y. Jouffre,74
Austria,M. Janko,74
Argentina,M. López,74
France,J. Morel,74
Scotland,D. Marshall,74
Spain,Aitor Sanz,74
Argentina,L. Romagnoli,74
Argentina,M. Velázquez,74
Turkey,G. Karadeniz,74
Argentina,L. Pocrnjic,74
Turkey,S. Kırıntılı,74
Spain,Mikel Rico,74
Russia,V. Gabulov,74
Russia,A. Rebrov,74
Czech Republic,J. Drobný,74
France,R. Salin,74
England,J. Puncheon,74
Brazil,Bobô,74
Paraguay,E. Barreto,74
Argentina,J. Martínez,74
Spain,Àngel Rangel,74
Poland,B. Białkowski,74
Scotland,C. Adam,74
Czech Republic,T. Sivok,74
France,Y. Gouffran,74
Cape Verde,Ricardo,74
Kosovo,B. Berisha,74
Germany,M. Russ,74
England,S. Carson,74
China,Gao Lin,74
Germany,K. Reichel,74
Brazil,Léo Matos,74
Togo,A. Romao,74
Republic of Ireland,D. Delaney,74
Colombia,A. Pérez,74
Brazil,Élton,74
Chile,R. Ribagaso,74
Chile,M. Galvarado,74
Chile,A. Jelverado,74
Chile,P. Ketlun,74
Chile,K. Moncora,74
Chile,M. Peñazco,74
Chile,G. Suleziano,74
Chile,J. Guerredero,74
Chile,A. Desenda,74
Chile,G. Gutierrez,74
Chile,V. Albarado,74
Chile,V. Acerval,74
Chile,A. Corveto,74
Chile,J. Neiroga,74
Chile,C. Nevorrete,74
Chile,G. Daralla,74
Chile,E. Evaldes,74
Chile,G. Contreso,74
Chile,N. Barresta,74
Chile,N. Fuenzas,74
Chile,P. Retomal,74
Chile,E. Peñarendi,74
Chile,B. Rasaldo,74
Chile,D. Percidino,74
Chile,C. Despredal,74
Chile,A. Naranjeda,74
Chile,J. Gustaldo,74
Chile,M. Meñarez,74
Chile,C. Sortomayrés,74
Chile,M. Salcatorini,74
England,B. Watson,74
Italy,D. Padelli,74
Argentina,P. Barrientos,74
Republic of Ireland,G. Whelan,74
France,D. Congré,74
France,G. Jourdren,74
France,J. Féret,74
Sweden,S. Larsson,74
Nigeria,C. Obasi,74
Germany,D. Aogo,74
Portugal,Bruno Gama,74
Finland,T. Sparv,74
Wales,J. Ledley,74
Argentina,J. Ortiz,74
Argentina,L. Ulloa,74
Portugal,Bebé,74
Turkey,H. Balta,74
Russia,I. Maksimov,74
Serbia,M. Radović,74
Russia,K. Nababkin,74
Argentina,J. Méndez,74
France,Y. Cahuzac,74
France,J. Sorbon,74
Colombia,H. Rodallega,74
Serbia,Z. Kuzmanović,74
Senegal,B. Dramé,74
Saudi Arabia,T. Al Jassam,74
France,R. Riou,74
Togo,S. Gakpé,74
England,M. Richards,74
Netherlands,U. Emanuelson,74
Wales,W. Hennessey,74
Germany,F. Bastians,74
Spain,David Rodríguez,74
Argentina,I. Scocco,74
Argentina,J. Basanta,74
Argentina,G. Peñalba,74
Australia,J. Troisi,74
Spain,Elustondo,74
Denmark,M. Jensen,74
Nigeria,S. Aluko,74
Wales,N. Taylor,74
Chile,J. Herrera,74
Poland,K. Mączyński,74
China,Feng Xiaoting,74
Portugal,Hélder Barbosa,74
Sierra Leone,K. Kamara,74
United States,D. McCarty,74
South Korea,Yeom Ki Hun,74
Serbia,D. Tošić,74
Turkey,M. Erdinç,74
Australia,M. Milligan,74
Senegal,M. Leye,74
Sweden,G. Svensson,74
Germany,S. Sam,74
France,C. Chantôme,74
France,R. Brégerie,74
Italy,A. Costa,74
Netherlands,D. Biseswar,74
Greece,L. Christodoulopoulos,74
Spain,Sergio Sánchez,74
Burkina Faso,A. Traoré,74
Italy,F. Peluso,74
Turkey,U. Demirok,74
Ukraine,T. Mykhalyk,74
Spain,Pablo Hernández,74
Germany,M. Heller,74
Brazil,Márcio Azevedo,74
Sweden,P. Bengtsson,74
Australia,M. Jedinák,74
China,Zeng Cheng,74
Moldova,A. Epureanu,74
England,D. Stephens,74
England,D. Stockdale,74
Portugal,Rúben Ribeiro,74
Uruguay,A. González,74
Uruguay,D. Vera,74
France,C. Beauvue,74
Spain,Víctor Díaz,74
Germany,D. Schwaab,74
England,J. Hogg,74
Mexico,J. Molina,74
Turkey,A. Çamdalı,74
France,Y. Mollo,74
Togo,M. Dossevi,74
Argentina,J. Forlín,74
France,V. Bessat,74
Angola,Djalma,74
Brazil,Fabiano,74
Chile,M. Larrondo,74
Spain,Lora,74
Portugal,Vasco Fernandes,74
Mexico,R. Cota,74
Brazil,Dentinho,74
Spain,Kiko Olivas,74
Ghana,A. Adomah,74
Austria,A. Barnes,74
Brazil,Claudemir,74
France,S. Privat,74
Russia,D. Kombarov,74
Colombia,R. Laborde,74
Benin,R. Gestede,74
France,F. Sammaritano,74
Togo,F. Ayité,74
Italy,F. Cacciatore,74
Germany,K. Großkreutz,74
Italy,M. Sau,74
France,B. Poulain,74
Congo,D. N'Dinga,74
Argentina,A. Costa,74
Spain,Alex Bergantiños,74
Spain,Fidel,74
Spain,Saúl Berjón,74
Turkey,T. Torun,74
Italy,G. Angella,74
Uruguay,J. Urretaviscaya,74
Spain,Jaime Romero,74
Portugal,Candeias,74
Turkey,O. Şahan,74
Brazil,Da Costa,74
France,V. Manceau,74
Ukraine,Y. Seleznyov,74
Spain,José Ángel,74
Sweden,J. Hopf,74
Spain,Oier,74
Spain,Míchel,74
United States,O. Gonzalez,74
Mexico,A. Ríos,74
Moldova,I. Armaş,74
Germany,J. Schieber,74
Turkey,Y. Öztekin,74
United States,M. Besler,74
United States,A. Bedoya,74
Serbia,I. Obradović,74
Saudi Arabia,S. Al Faraj,74
Argentina,L. Orbán,74
South Korea,Kim Shin Wook,74
Croatia,H. Milić,74
Russia,V. Ignatiev,74
France,P. Lasne,74
Argentina,M. Caraglio,74
Brazil,Júnior Caiçara,74
Spain,Juan Villar,74
Portugal,Miguel Rosa,74
Russia,A. Yusupov,74
Portugal,Fábio Espinho,74
Portugal,Nélson Lenho,74
Italy,Rômulo,74
Portugal,Tiago Pinto,74
Serbia,R. Petrović,74
Chile,J. Fuenzalida,74
Italy,A. Ragusa,74
Spain,Raul García,74
Argentina,F. Jara,74
Republic of Ireland,J. McClean,74
France,V. Pajot,74
Nigeria,S. Igboun,74
Spain,Arbilla,74
Argentina,G. Burdisso,74
Bulgaria,V. Stoyanov,74
Brazil,Diego,74
Romania,G. Torje,74
France,J. Schmid,74
Slovenia,S. Anđelković,74
Germany,M. Ostrzolek,74
Iraq,J. Meram,74
Colombia,F. Uribe,74
Uruguay,R. Mora,74
Belarus,A. Martynovich,74
Uruguay,D. Suárez,74
Paraguay,L. Melgarejo,74
Brazil,Ewerton,74
Argentina,D. Stracqualursi,74
Argentina,F. Pereyra,74
Brazil,Cristiano,74
South Africa,T. Matlaba,74
Croatia,I. Santini,74
Romania,E. Bicfalvi,74
Saudi Arabia,O. Othman,74
France,P. Capelle,74
Chile,J. Fernandes,74
Spain,Víctor Rodríguez,74
Romania,A. Chipciu,74
Belgium,L. Depoitre,74
Colombia,J. Cuadrado,74
Colombia,D. Bocanegra,74
Argentina,D. González,74
Argentina,D. Braghieri,74
Argentina,M. Casco,74
Argentina,R. Botta,74
Argentina,G. Sara,74
Argentina,J. Schunke,74
Croatia,D. Kreilach,74
Brazil,Marcelo Goiano,74
Argentina,E. Triverio,74
Mozambique,Zainadine,74
Cape Verde,Kuca,74
Brazil,Enaldo Praz,74
Brazil,Jailson Caeiro,74
Brazil,Kel Perinho,74
Brazil,Hugo Goiteira,74
Brazil,Kaíqundo Calado,74
Brazil,Claudiano Sobrino,74
Brazil,Emilio Piodão,74
Brazil,Edvaldisco,74
Brazil,Sebas Couteira,74
Brazil,Kauã Abranches,74
Brazil,Nicolás Formido,74
Brazil,Victorino Magela,74
Brazil,Adrianiscito,74
Brazil,Padilhisco,74
Brazil,Jesus Andradaldo,74
Brazil,Édundo Oliveira,74
Brazil,Enaldo Toxeto,74
Brazil,Duirval Diniz,74
Brazil,Edercinho Sepa,74
Brazil,Pascoal Muscato,74
Brazil,Fábio Melitinho,74
Brazil,José Mirazar,74
Brazil,Marlon Nideiro,74
Brazil,Jacson Zonta,74
Brazil,Leo Caldeirinha,74
Brazil,Alvildo Sousa,74
Brazil,Hélton Celanova,74
Brazil,Erick Gameira,74
Brazil,Jadson Vidigal,74
Brazil,Caio Milaçar,74
Germany,K. Havertz,73
Venezuela,W. Faríñez,73
France,K. Amian Adou,73
England,T. Abraham,73
Argentina,S. Ascacibar,73
Netherlands,J. Kluivert,73
Spain,Adama,73
England,T. Davies,73
Brazil,Richarlison,73
Senegal,I. Sarr,73
Brazil,Douglas Luiz,73
England,A. Mawson,73
Scotland,R. Gauld,73
Germany,H. Mukhtar,73
Spain,Marín,73
France,L. Blas,73
Portugal,Diogo Gonçalves,73
England,A. Tuanzebe,73
Angola,Gelson Dala,73
England,D. Gray,73
Brazil,Gabriel Boschilia,73
Nigeria,I. Success,73
Spain,Diego González,73
Italy,D. Calabria,73
Germany,W. Anton,73
Argentina,A. Barboza,73
Serbia,V. Jovanović,73
Paraguay,O. Alderete,73
England,J. Grealish,73
Sweden,L. Augustinsson,73
Sweden,A. Fransson,73
Argentina,J. Correa,73
United States,M. Miazga,73
Italy,A. Petagna,73
Brazil,Marlon Santos,73
Brazil,Ailton,73
Serbia,M. Veljković,73
Netherlands,J. St. Juste,73
France,F. Guilbert,73
Brazil,Pedro Rocha,73
Brazil,Luiz Araújo,73
Nigeria,P. Etebo,73
Senegal,A. Gomis,73
Belgium,S. Schrijvers,73
Russia,I. Kutepov,73
Italy,F. Di Francesco,73
Colombia,S. Barreiro,73
Argentina,L. Janson,73
Spain,Jason,73
Ivory Coast,M. Cornet,73
Croatia,S. Perica,73
Ghana,E. Ofori,73
Slovakia,O. Duda,73
Spain,David Soria,73
Spain,Alex Berenguer,73
Canada,C. Larin,73
Mali,A. Touré,73
Colombia,O. Estupiñán,73
Brazil,Charles,73
Brazil,Bernardo,73
Portugal,Xeka,73
North Macedonia,E. Bardhi,73
Uruguay,M. Gómez,73
England,B. Gibson,73
Belgium,A. Limbombe,73
Italy,G. Caprari,73
England,J. Lascelles,73
England,C. Taylor,73
Sweden,E. Krafth,73
Scotland,R. Fraser,73
Mexico,A. González,73
Spain,Sergi Samper,73
Portugal,Edgar Ié,73
Denmark,R. Durmisi,73
United States,D. Yedlin,73
Brazil,Samir,73
Italy,L. Mazzitelli,73
Spain,Nano,73
France,Z. Machach,73
Cape Verde,Carlos Ponck,73
Iran,M. Mohammadi,73
Italy,M. Lazzari,73
Serbia,S. Plavšić,73
Ivory Coast,C. Doukouré,73
Austria,M. Gregoritsch,73
Turkey,K. Frei,73
Netherlands,K. Rekik,73
England,A. Pritchard,73
Honduras,A. Lozano,73
Belgium,L. Trossard,73
Sweden,S. Tibbling,73
Brazil,Ademilson,73
Greece,D. Pelkas,73
Belgium,T. Foket,73
France,G. Laborde,73
Saudi Arabia,M. Al Owais,73
Spain,Rubén García,73
France,J. Cabot,73
Chile,E. Pulgar,73
Ukraine,M. Shevchenko,73
Spain,Naranjo,73
DR Congo,M. Tisserand,73
Venezuela,W. Ángel,73
France,S. Gigot,73
Paraguay,J. Alonso,73
Colombia,D. Machado,73
Colombia,A. Roa,73
Zimbabwe,M. Nakamba,73
Iraq,A. Adnan,73
Senegal,M. Sylla,73
Italy,A. Micai,73
Turkey,S. Gümüş,73
South Korea,Kim Seung Joon,73
Brazil,Edmilson Junior,73
Japan,G. Shoji,73
Czech Republic,L. Pokorný,73
Denmark,F. Rønnow,73
Denmark,A. Cornelius,73
England,T. Carroll,73
England,J. Tarkowski,73
Sweden,O. Hiljemark,73
Brazil,Lucas Piazon,73
Ivory Coast,I. Diomandé,73
Portugal,Ilori,73
Czech Republic,M. Krmenčík,73
Morocco,A. Lazaar,73
Sweden,F. Helander,73
England,S. Byram,73
Turkey,B. Başaçıkoğlu,73
France,J. Jeanvier,73
Italy,F. Falco,73
Italy,F. Ceccherini,73
Argentina,G. Fernández,73
Germany,K. Möhwald,73
Germany,J. Haberer,73
Cameroon,C. Njie,73
United States,W. Zimmerman,73
England,B. Pearson,73
Serbia,U. Spajić,73
Jamaica,A. Blake,73
Tanzania,M. Samatta,73
Portugal,Cafú,73
Nigeria,A. Esiti,73
Serbia,U. Đurđević,73
Kosovo,A. Zeneli,73
United States,K. Saief,73
Netherlands,B. Kuwas,73
Portugal,Costinha,73
Cyprus,K. Laifis,73
Serbia,D. Brašanac,73
Czech Republic,J. Zmrhal,73
Norway,O. Nyland,73
England,S. Caulker,73
France,I. Saadi,73
Italy,J. Sala,73
Italy,L. Crisetig,73
Netherlands,L. Castaignos,73
Norway,M. Linnes,73
Portugal,Pedro Mendes,73
Czech Republic,J. Brabec,73
Denmark,J. Okore,73
Austria,R. Holzhauser,73
Germany,N. Füllkrug,73
Georgia,S. Kverkvelia,73
Finland,A. Ring,73
Bosnia and Herzegovina,S. Prcić,73
Sweden,V. Claesson,73
Netherlands,M. van der Hoorn,73
Italy,D. Bessa,73
Angola,Clinton Mata,73
France,A. Thomasson,73
France,M. Michel,73
Netherlands,J. Pelupessy,73
Netherlands,J. Brenet,73
Brazil,André Ramalho,73
Netherlands,J. van Overeem,73
Nigeria,O. Kayode,73
Scotland,C. McGregor,73
South Korea,Koo Ja Ryong,73
Portugal,Ricardo Esgaio,73
Australia,J. Maclaren,73
Spain,Zaldúa,73
Senegal,F. Diedhiou,73
Spain,Bustinza,73
Paraguay,J. Benítez,73
Brazil,Hernani,73
Argentina,G. Rodríguez,73
Ivory Coast,S. Deli,73
Finland,R. Lod,73
Poland,J. Góralski,73
France,P. Lees-Melou,73
Serbia,N. Stojiljković,73
Japan,J. Ito,73
Romania,R. Benzar,73
Turkey,S. Kaya,73
Denmark,M. Hansen,73
Belgium,S. Dewaest,73
England,H. Lansbury,73
Argentina,E. Muñoz,73
Mexico,H. González,73
Iceland,B. Sigurðarson,73
Belgium,L. De Bock,73
Argentina,D. Villalva,73
England,A. Smith,73
Germany,F. Kroos,73
Germany,C. Buchtmann,73
Nigeria,J. Obi,73
Guinea,I. Sylla,73
Spain,Borja García,73
Liechtenstein,M. Büchel,73
Spain,Guitián,73
France,D. Appiah,73
Spain,Joselu,73
Poland,B. Bereszyński,73
Netherlands,M. Bizot,73
Austria,L. Hinterseer,73
Germany,C. Schindler,73
Nigeria,J. Mbakogu,73
Paraguay,F. Santander,73
Spain,Álvaro,73
Germany,F. Klaus,73
Germany,S. Zoller,73
Brazil,Luccas Claro,73
Egypt,A. El-Shenawy,73
Spain,Clerc,73
Italy,M. Bianchetti,73
Italy,M. Pucciarelli,73
Mali,K. Coulibaly,73
Denmark,P. Ankersen,73
Egypt,A. Hegazy,73
Spain,Rubén Peña,73
Spain,Cifuentes,73
Argentina,L. Jara,73
Argentina,N. Domínguez,73
Argentina,M. Meza,73
Mali,H. Traoré,73
Nigeria,F. Adi,73
China,Wu Lei,73
Netherlands,W. Weghorst,73
Ukraine,S. Rybalka,73
England,A. Smithies,73
Norway,T. Rogne,73
England,L. Ayling,73
England,K. Bartley,73
Scotland,R. Jack,73
Russia,R. Kambolov,73
Argentina,L. Chichizola,73
South Korea,Kim Seung Gyu,73
Sweden,K. Nordfeldt,73
Germany,R. Yabo,73
Slovenia,V. Belec,73
Brazil,Dodô,73
England,J. Colback,73
Turkey,N. Uysal,73
Switzerland,P. Kasami,73
Dominican Republic,Tano Bonnin,73
Russia,S. Petrov,73
Spain,Raúl Lizoain,73
Denmark,E. Sviatchenko,73
England,C. Jenkinson,73
France,T. Monconduit,73
Romania,S. Lung Jr.,73
Brazil,Lucas Lima,73
Brazil,Patrick,73
Nigeria,R. Lawal,73
Serbia,S. Mitrović,73
Bulgaria,G. Milanov,73
Argentina,L. Villafañez,73
Argentina,J. Palomino,73
Colombia,A. Mosquera,73
Argentina,J. Lucero,73
Brazil,Assis,73
England,S. Hutchinson,73
Scotland,L. Bridcutt,73
Netherlands,N. Barazite,73
Spain,Fran Mérida,73
England,M. Kelly,73
Belgium,S. Wuytens,73
England,A. Westwood,73
Denmark,M. Albæk,73
Netherlands,M. Vejinović,73
Spain,Quique,73
Netherlands,M. van der Werff,73
Denmark,K. Hansen,73
Iceland,J. Guðmundsson,73
Mali,S. Sow,73
Brazil,Welinton,73
Portugal,David Simão,73
France,V. Le Goff,73
Germany,H. Behrens,73
Senegal,P. Souaré,73
England,T. Lees,73
Republic of Ireland,C. Hourihane,73
Italy,L. Marrone,73
Iran,K. Ansarifard,73
Republic of Ireland,G. Cunningham,73
Sweden,A. Kačaniklić,73
Brazil,Guilherme,73
Bosnia and Herzegovina,T. Šunjić,73
England,A. Flint,73
DR Congo,B. Assombalonga,73
Brazil,Tiago,73
Germany,M. Bakalorz,73
Argentina,S. Vergini,73
Ivory Coast,S. Sanogo,73
Poland,P. Olkowski,73
Czech Republic,F. Novák,73
Sweden,E. Johansson,73
Ecuador,M. Bolaños,73
United States,D. Dwyer,73
Netherlands,T. Letschert,73
Zambia,C. Lungu,73
Nigeria,K. Fatai,73
Argentina,F. Tobio,73
Spain,Fausto Tienza,73
Uruguay,D. Rodríguez,73
Colombia,M. Uribe,73
Colombia,C. Carbonero,73
Argentina,M. Urruti,73
Brazil,Roni,73
Italy,G. Letizia,73
Colombia,M. Barrios,73
Colombia,J. Arango,73
Paraguay,J. Moreira,73
Republic of Ireland,J. O'Shea,73
Portugal,Braga,73
Belgium,T. Simons,73
France,N. Penneteau,73
Sweden,A. Isaksson,73
Sweden,A. Johansson,73
Sweden,N. Johansson,73
Sweden,M. Rosenberg,73
Argentina,F. Coloccini,73
Wales,B. Myhill,73
England,L. Grant,73
England,S. Downing,73
Poland,T. Kuszczak,73
England,R. Green,73
Italy,S. Padoin,73
Italy,C. Terzi,73
France,S. Elana,73
Czech Republic,J. Plašil,73
United States,J. Jones,73
France,N. Douchez,73
Republic of Ireland,P. McShane,73
Denmark,J. Hansen,73
Italy,M. Gobbi,73
Italy,A. Rosina,73
Netherlands,A. Kruiswijk,73
Algeria,H. Yebda,73
Argentina,W. Erviti,73
Argentina,J. Gutiérrez,73
Argentina,J. Gandolfi,73
Turkey,T. Zengin,73
Turkey,Y. Ayhan,73
Turkey,E. Korkmaz,73
Spain,Bruno Saltor,73
Spain,Tito,73
Spain,Momo,73
Spain,Susaeta,73
Spain,Miguel Flaño,73
Russia,V. Bystrov,73
Russia,O. Kuzmin,73
Russia,A. Anyukov,73
Oman,A. Al-Habsi,73
Italy,C. Molinaro,73
Italy,S. Pellissier,73
France,J. Perbet,73
Norway,A. Tettey,73
Argentina,D. Montenegro,73
Argentina,J. Insaurralde,73
DR Congo,A. Mvuemba,73
Paraguay,D. Barreto,73
Spain,Jorge Molina,73
Italy,M. Pasqual,73
Scotland,R. McCormack,73
Sweden,S. Holmén,73
Argentina,G. Fernández,73
Spain,Toché,73
Algeria,D. Mesbah,73
Netherlands,W. Janssen,73
Chile,E. Del Carro,73
Chile,R. Mantores,73
Chile,P. Candiyana,73
Chile,R. Henriques,73
Chile,E. Madrez,73
Chile,J. Dorlans,73
Chile,M. Rancoret,73
Chile,D. Segoviniozo,73
Chile,L. Goterio,73
Chile,J. Ermeño,73
Chile,H. Ejeda,73
Chile,D. Ballega,73
Chile,B. Leitoñez,73
Chile,M. Rocora,73
Chile,H. Donadell,73
Chile,R. Dartés,73
Chile,H. Gombez,73
Chile,M. Rovero,73
Chile,G. Fabianos,73
Chile,D. Senderón,73
Chile,D. Florada,73
Chile,D. Escalonas,73
Chile,M. Coldado,73
Chile,W. Segrado,73
Chile,M. Celtejo,73
Chile,M. Jimañez,73
Chile,A. Marelos,73
Chile,B. Peñena,73
Chile,J. Aterola,73
Chile,M. Guidaros,73
Netherlands,R. Pasveer,73
Switzerland,J. Djourou,73
Republic of Ireland,R. Keogh,73
Belgium,R. Lamah,73
Belgium,S. Pocognoli,73
France,F. Berrier,73
France,J. Clément,73
Brazil,Juninho,73
Brazil,Paulinho,73
United States,B. Guzan,73
Portugal,Paulo Machado,73
Australia,A. Federici,73
Portugal,Edinho,73
France,O. Veigneau,73
Brazil,Evandro,73
Russia,A. Bukharov,73
England,M. Pugh,73
Republic of Ireland,M. Wilson,73
Argentina,O. Ustari,73
Russia,A. Shunin,73
Denmark,N. Bendtner,73
France,M. Amalfitano,73
Spain,Carmona,73
Colombia,A. Ramírez,73
Peru,A. Rodríguez,73
Paraguay,J. Fabbro,73
Netherlands,J. Peters,73
Norway,T. Elyounoussi,73
Mexico,M. Fraga,73
Austria,A. Ulmer,73
Austria,M. Suttner,73
Algeria,M. Lacen,73
Republic of Ireland,D. Gibson,73
Republic of Ireland,D. Randolph,73
Ecuador,M. Oyola,73
Italy,M. Motta,73
Scotland,G. Dorrans,73
Argentina,M. Fritzler,73
Netherlands,D. Tiendalli,73
Belgium,O. Kaya,73
Portugal,Varela,73
Spain,Crespo,73
Spain,Alex López,73
England,G. Murray,73
Italy,F. Dionisi,73
Italy,F. Ceravolo,73
Spain,De las Cuevas,73
Scotland,K. McDonald,73
Angola,Mateus,73
Venezuela,O. Vizcarrondo,73
Iceland,B. Bjarnason,73
Cameroon,S. Siani,73
Colombia,J. Zúñiga,73
Albania,J. Hyka,73
Germany,S. Aigner,73
Sweden,M. Lustig,73
France,R. Gurtner,73
Norway,T. Reginiussen,73
Bosnia and Herzegovina,H. Medunjanin,73
Germany,T. Sippel,73
France,M. Coutadeur,73
France,K. Monnet-Paquet,73
Poland,A. Jędrzejczyk,73
Spain,Bueno,73
Serbia,M. Biševac,73
France,R. Danzé,73
Netherlands,R. Donk,73
Belgium,R. Boffin,73
Canada,S. Arfield,73
Italy,G. Vives,73
Italy,D. Ciofani,73
England,C. Gardner,73
Argentina,J. García,73
Italy,F. Forestieri,73
Ukraine,O. Rybka,73
England,G. Hooper,73
Northern Ireland,C. Cathcart,73
Japan,K. Nakamura,73
Czech Republic,T. Hořava,73
Sweden,A. Gerndt,73
France,D. Marcq,73
Greece,V. Torosidis,73
Russia,F. Kudryashov,73
Turkey,M. Tekdemir,73
Italy,M. Gazzola,73
England,J. Howson,73
Denmark,A. Bjelland,73
Austria,G. Margreitter,73
France,J. Pied,73
France,N. Roux,73
France,V. Nogueira,73
Portugal,Castro,73
Portugal,Orlando Sá,73
Iceland,K. Sigþórsson,73
Czech Republic,L. Vácha,73
Republic of Ireland,A. Judge,73
Portugal,Fábio Pacheco,73
Scotland,J. Rhodes,73
Argentina,N. Sánchez,73
England,D. Gosling,73
Brazil,Muriel,73
Turkey,D. Kadah,73
Norway,V. Forren,73
Slovakia,T. Hubočan,73
Russia,K. Rausch,73
Russia,R. Neustädter,73
Spain,Alberto,73
Portugal,Vítor Gomes,73
Netherlands,A. Büttner,73
Niger,M. Maâzou,73
Mexico,L. Fuentes,73
Mexico,J. Pereira,73
Russia,A. Ionov,73
Netherlands,R. van Eijden,73
Argentina,C. Maidana,73
Russia,D. Yurchenko,73
Belarus,S. Palitsevich,73
Czech Republic,L. Mareček,73
Netherlands,L. Immers,73
England,G. Friend,73
Netherlands,Douglas,73
Argentina,R. Noir,73
Morocco,A. Bouhaddouz,73
France,R. Rodelin,73
Chile,C. Carmona,73
Senegal,M. Diamé,73
Italy,M. Antenucci,73
France,F. Tabanou,73
Poland,I. Lewczuk,73
Spain,Laure,73
Morocco,O. Assaidi,73
Italy,L. Siligardi,73
Ecuador,M. Banguera,73
Jamaica,G. McCleary,73
Argentina,M. Caire,73
Germany,A. Esswein,73
England,J. Stanislas,73
Spain,Guaita,73
Italy,G. Sansone,73
Turkey,I. Köybaşı,73
Netherlands,R. Ruiter,73
Spain,Javi Castellano,73
Paraguay,E. Benítez,73
Paraguay,O. Martínez,73
Colombia,D. Quintero,73
Germany,M. Frantz,73
Georgia,G. Makaridze,73
Argentina,J. Mercier,73
Japan,A. Uchida,73
South Korea,Park Joo Ho,73
South Korea,Lee Jae Sung,73
Brazil,Johnathan,73
Latvia,A. Rudņevs,73
Argentina,F. Rinaudo,73
Bosnia and Herzegovina,M. Jajalo,73
Russia,E. Prib,73
Belgium,I. Mboyo,73
Georgia,G. Loria,73
Venezuela,C. Santos,73
Argentina,D. Novaretti,73
Israel,B. Kayal,73
Spain,Osmar,73
Germany,J. Börner,73
Germany,C. Moritz,73
Zimbabwe,K. Musona,73
Japan,Y. Nagatomo,73
Cape Verde,Héldon,73
Portugal,Ivo Pinto,73
Spain,Tomás Pina,73
Argentina,S. Dubarbier,73
South Korea,Kim Bo Kyung,73
France,J. Delaplace,73
Germany,M. Rzatkowski,73
Argentina,P. Chavarría,73
Armenia,A. Özbiliz,73
Argentina,S. García,73
Brazil,Rafael Martins,73
Germany,O. Sorg,73
Italy,C. Ciano,73
Nigeria,F. Ogude,73
Ecuador,J. Plata,73
Colombia,D. Arias,73
Brazil,Danilo Avelar,73
Germany,C. Löwe,73
South Africa,H. Kekana,73
Italy,L. Blanchard,73
Chile,F. Silva,73
Brazil,Rodrigo Galo,73
Argentina,G. Hauche,73
Italy,F. Lucioni,73
Zimbabwe,W. Katsande,73
Saudi Arabia,M. Al Sahlawi,73
Portugal,Hélder Lopes,73
Saudi Arabia,S. Muwashar,73
France,V. Laurini,73
Argentina,A. Rojas,73
France,R. Philippoteaux,73
Japan,M. Kanazaki,73
Argentina,M. Sperduti,73
Brazil,Somália,73
Colombia,L. Castellanos,73
Colombia,A. Andrade,73
Colombia,A. Rodríguez,73
Colombia,J. Cuero,73
Colombia,F. Hinestroza,73
Colombia,F. Díaz,73
Colombia,J. Duque,73
Paraguay,V. Ayala,73
Argentina,S. Romero,73
Uruguay,B. Alemán,73
Argentina,D. Pérez,73
Argentina,J. Furch,73
Argentina,E. Kalinski,73
Argentina,A. Donatti,73
Argentina,F. Cerro,73
Argentina,L. Lollo,73
Uruguay,M. Cauteruccio,73
Uruguay,G. Alcoba,73
Argentina,D. Musto,73
Italy,L. Pasciuti,73
Italy,A. Di Gaudio,73
Senegal,Idris,73
Uruguay,H. Menosse,73
Uruguay,A. Silva,73
Italy,F. Melchiorri,73
Japan,M. Morishige,73
Argentina,N. Acevedo,73
Spain,Granell,73
Portugal,Luís Aurélio,73
Uruguay,C. Mayada,73
Argentina,F. Sambueza,73
Zimbabwe,T. Ndoro,73
Brazil,Jaim Abra,73
Brazil,Freder Cabral,73
Brazil,Juli Piresinho,73
Brazil,Vinicius Cardenha,73
Brazil,Wellington Sabrão,73
Brazil,Osvaldo Lodeiro,73
Brazil,Fabiano Sonta,73
Brazil,Ailton Valpaços,73
Brazil,Jorge Carvallinho,73
