team,player,overall
Germany,M. Riemann,72
Germany,M. Wunderlich,67
Germany,M. Rzatkowski,72
Spain,Lucas Pérez,79
Switzerland,T. Klose,72
Netherlands,B. Linssen,74
Argentina,P. Chavarría,71
New Zealand,J. Musa,64
Uruguay,M. Aguirregaray,72
France,N. Pallois,78
Netherlands,D. Post,67
Brazil,Sebá,72
Spain,Ibai Gómez,79
Turkey,H. Tekin,74
Netherlands,J. Clasie,74
Serbia,D. Tadić,83
Austria,M. Gregoritsch,74
Austria,M. Gollner,64
France,W. Ben Yedder,84
England,P. Hunt,54
Paraguay,J. Aguilar,66
Austria,M. Meilinger,67
Germany,B. Uaferro,64
Portugal,A. Lopes,83
Spain,Joselu,68
Spain,Fran García,69
Spain,Diego Mariño,74
England,G. Massey,67
Switzerland,G. Xhaka,80
Albania,T. Xhaka,72
Germany,N. Proschwitz,64
New Caledonia,W. Lautoa,71
Hungary,B. Megyeri,69
France,J. Cuffaut B,68
Netherlands,B. Martins Indi,69
Italy,M. Verratti,86
Italy,R. Inglese,74
Spain,Nolito,76
Spain,Ilie Sánchez,74
Albania,B. Balaj,69
Spain,Sergi Roberto,83
Netherlands,M. Nelom,67
Greece,K. Lamprou,69
Mexico,J. Sánchez,72
Romania,C. Deac,72
France,A. Letellier,68
Spain,Jordi Masip,81
Spain,Oriol Romeu,75
Spain,Sergi Gómez,77
England,C. Goldson,72
Netherlands,M. Kieftenbeld,69
Spain,Jony Ñíguez,66
Turkey,M. Çağıran,70
Sweden,J. Guidetti,74
Portugal,André André,75
England,H. Pell,65
England,M. Lowton,75
France,M. Guezoui,63
Belgium,M. Sels,79
Brazil,Fernando Canesín,70
Belgium,D. Praet,76
Belgium,F. Cuvelier,64
Brazil,Renato Neto,67
Argentina,R. Funes Mori,75
Argentina,L. González Pirez,73
Turkey,K. Çörekçi,70
Mexico,A. Sepúlveda,70
Mexico,H. Mier,70
Spain,Aridai,70
Spain,Vitolo,79
France,M. Gorgelin,70
Austria,D. Royer,74
Romania,D. Moldovan,64
Angola,Wilson Eduardo,76
Spain,Fran Vélez,66
Portugal,Josué,76
Germany,C. Quaner,67
Denmark,E. Sviatchenko,76
Denmark,J. Lauridsen,67
Denmark,J. Knudsen,69
Congo,C. Dikamona,64
Poland,M. Kamiński,70
Poland,K. Drygas,69
Poland,B. Bereszyński,72
France,J. Ligali,67
Netherlands,M. van Ginkel,75
Austria,M. Potzmann,69
Turkey,S. Yılmaz,66
Italy,L. Caldirola,71
Germany,A. Hoffmann,72
Madagascar,R. Métanire,73
Turkey,M. Yumlu,68
Denmark,A. Christiansen,75
Morocco,Z. Bergdich,73
Germany,F. Burmeister,62
Germany,D. Batz,65
England,R. Allsop,66
Austria,G. Trauner,74
Spain,Campaña,80
Chile,P. Hernández,75
Spain,Timor,72
Bolivia,S. Galindo,65
Germany,L. Unnerstall,77
Nigeria,E. Emenike,74
Italy,M. Costantino,63
Italy,F. Acerbi,83
Denmark,N. Jørgensen,74
Spain,Ramiro Mayor,63
Poland,W. Sobota,68
Switzerland,N. Lavanchy,70
France,C. Routis,63
Switzerland,L. Lacroix,70
Germany,N. Höfler,72
Finland,J. Joronen,75
Costa Rica,F. Brown Forbes,65
Austria,P. Pervan,74
Germany,S. Kittel,73
Brazil,Allan,83
England,L. Dunk,78
England,T. Eastman,64
England,J. Forster-Caskey,66
Brazil,Rômulo,76
Turkey,E. Çolak,72
England,J. Paterson,71
Gabon,M. Tandjigora,65
Spain,Vicente Gómez,69
Belgium,J. Van Damme,71
Spain,Arbilla,75
Netherlands,J. Cillessen,81
Equatorial Guinea,Pedro Obiang,76
Belgium,C. Coosemans,69
England,A. Tutte,59
Turkey,A. Nukan,68
France,Z. Diallo,67
Russia,M. Ozdoev,77
South Korea,H. Son,87
Netherlands,J. Kappelhof,67
Armenia,A. Özbiliz,73
Curaçao,R. Bonevacia,69
Denmark,N. Boilesen,71
Netherlands,M. Bizot,79
Netherlands,R. van Rhijn,69
Netherlands,F. Jozefzoon,68
DR Congo,R. Mulumba,66
Republic of Ireland,R. Benson,62
Jamaica,M. Hector,72
Brazil,Casemiro,89
Belgium,H. Vanaken,78
Germany,S. Ortega,75
Paraguay,O. Gaona Lugo,63
Argentina,N. Blandi,73
Brazil,Alan Patrick,73
Colombia,C. Martínez Borja,64
Denmark,N. Larsen,68
England,A. Sarcevic,65
Germany,M. Esser,74
Germany,S. Rode,77
Netherlands,A. Maher,75
Spain,Bruno,74
Netherlands,M. te Vrede,67
Switzerland,T. Çiçek,66
Austria,M. Schimpelsberger B,64
Netherlands,S. Berghuis,81
Republic of Ireland,D. Cawley,59
Tunisia,B. Mohsni,64
Portugal,Diogo Salomão,69
Morocco,Y. Mokhtar,72
Argentina,S. García,70
Austria,M. Sutter,64
England,K. Mellor,63
England,J. Lowe,65
Scotland,G. Shinnie,72
Sierra Leone,M. Bangura,69
Zimbabwe,T. Darikwa,71
Spain,Cristian Tello,78
Germany,T. Horn,77
Germany,M. Uth,76
England,B. Coker,61
Czech Republic,T. Koubek,72
Poland,M. Żyro,65
France,A. Soumaoro,76
Slovenia,J. Oblak,91
Germany,S. Schmik,60
Uruguay,M. Silva,68
Republic of Ireland,S. Walsh,57
England,B. Gibson,71
Netherlands,M. te Wierik,68
Belgium,B. Raman,74
Austria,L. Hinterseer,72
Belgium,L. Cavanda,69
Brazil,Guilherme,74
Wales,B. Bodin,69
Scotland,B. Douglas,72
Brazil,Camilo,72
Scotland,D. McGregor,65
Spain,Paco Alcácer,81
France,L. Digne,84
Poland,M. Makuszewski,67
United States,T. Melia,73
Germany,L. Rupp,73
Germany,S. Skrzybski,71
Republic of Ireland,J. Hendrick,75
Sweden,M. Mitrović,57
Spain,Marc Martínez,67
Spain,Carles Planas,72
Spain,Pulido,75
England,T. Ince,70
England,S. Walker,65
Belgium,N. Chadli,78
Belgium,K. D'Haene,72
Germany,N. Schulz,80
Spain,Gaztañaga,65
South Korea,Kim Won Il,68
South Korea,Hong Jeong Ho,72
South Korea,Yoon Bit Garam,71
Germany,C. Schindler,73
Germany,K. Volland,81
Scotland,J. Forrest  B,76
England,R. McDonald,63
Slovenia,J. Iličić,84
Argentina,G. Burdisso,70
England,D. Jennings,63
England,M. Power,66
Mexico,V. Ulloa,69
China,Zhang Linpeng,71
Portugal,Pedro Mendes,77
Iraq,O. Rashid,71
England,R. Leonard,69
Netherlands,H. Verhulst,65
England,R. Tafazolli,66
Kazakhstan,A. Merkel,68
Barbados,H. Hope,61
Wales,A. Davies,70
Spain,Nacho Fernández,80
France,B. Lecomte,80
Spain,Delgado,65
England,C. Piergianni,63
Spain,Mejías,63
Spain,Isaac Cuenca,69
China,Jiang Guangtai,68
England,J. Lundstram,76
Brazil,Juan Jesus,74
Turkey,T. Ciğerci,69
England,L. Moore,70
Ghana,J. Schlupp,74
Bosnia and Herzegovina,M. Bešić,70
Norway,F. Haugen,67
Ghana,A. Wakaso,73
Republic of Ireland,C. Christie B,71
England,J. Clarke-Harris,68
England,G. Bigirimana,65
England,C. Thomas,63
Scotland,C. Robertson,67
France,L. Néry,64
Portugal,Marafona,73
England,R. Smallwood,66
Wales,K. Freeman,67
Brazil,Bruno Uvini,71
Argentina,M. Quiroga,75
England,C. Nelson,68
England,C. Jenkinson,71
Republic of Ireland,P. Hoban,67
England,G. Baldock,77
Germany,M. Leitner,72
Argentina,E. Gigliotti,72
France,G. Gigliotti,62
Portugal,Danilo Pereira,82
England,J. Morris,66
Scotland,A. Crawford,65
Republic of Ireland,S. Murray,62
Romania,B. Stancu,73
Italy,A. Salvi,69
Austria,C. Knasmüllner,70
Germany,S. Schipplock,66
England,O. Banks,63
Spain,Fran Cruz,66
Brazil,Lucas Moura,83
Germany,M. Könnecke,63
Germany,C. Hemlein,64
Greece,C. Mavrias,66
Portugal,André Martins,70
Scotland,S. Lawless,65
Italy,N. Dumitru,67
Brazil,Rafael Martins,74
Germany,M. Schulze Niehues,65
Poland,L. Teodorczyk,72
Germany,O. Sorg,71
Senegal,K. Koulibaly,88
France,G. Bussmann,70
France,L. Carole,72
France,D. Sidibé,78
Belgium,B. Dejaegere,71
Italy,R. Saponara,75
Italy,L. Tonelli,74
France,T. Guerabis,53
Netherlands,E. Manu,67
Germany,D. Kaiser,72
Germany,T. Kern,65
France,N. De Préville,75
France,J. Massengo,58
Poland,B. Kopacz,67
Poland,J. Szumski,66
Poland,M. Kucharczyk,67
Scotland,R. Dow,64
Scotland,S. Allan,69
England,N. Powell,71
Argentina,A. Marchesín,82
Wales,J. Cassidy,60
Poland,J. Słowik,67
Poland,B. Pawłowski,70
Portugal,Cédric B,76
Brazil,Ismaily,81
Czech Republic,T. Kalas,71
Czech Republic,T. Přikryl,70
Poland,R. Janicki,64
France,M. Colin,73
Croatia,I. Strinić,73
Algeria,A. Mandi,79
Croatia,M. Badelj,76
France,M. Le Bihan,70
Spain,Morata,82
England,R. Morrison,72
Czech Republic,M. Frydrych,71
Russia,S. Bryzgalov,70
Italy,A. Donnarumma,66
Canada,D. Henry,70
Czech Republic,L. Krejčí,72
Albania,L. Memushaj,72
Ghana,A. Acquah,72
England,T. Barkhuizen,72
France,T. Moulin,71
Slovakia,M. Ďuriš,70
Czech Republic,V. Darida,77
Denmark,N. Helenius,66
Denmark,K. Kusk,71
Denmark,F. Rønnow,76
Denmark,J. Ankersen,69
Denmark,M. Nielsen,64
Ecuador,E. Montaño,65
Denmark,C. Gytkjær,73
Austria,R. Žulj,71
Italy,N. Leali,70
Denmark,D. Høegh,67
Suriname,N. Hasselbaink,68
Denmark,R. Falk,76
Denmark,B. Kadrii,71
Brazil,Gabriel Paulista,82
Italy,C. Ciano,73
Brazil,Pablo,78
Romania,C. Tătărușanu,78
Romania,G. Torje,72
Paraguay,F. Santander,72
Denmark,F. Sørensen,71
Northern Ireland,L. Boyce,66
Italy,A. Iacobucci,67
Ghana,M. Abu,66
Brazil,Ryder Matos,70
Scotland,K. McLean,72
Spain,Fernández B,68
Colombia,J. Murillo,77
Spain,Samu García,71
Italy,C. Biraghi,75
Italy,A. Romanò,57
Argentina,M. Icardi,85
Brazil,Rafinha,79
Spain,Álvaro Vázquez,68
Republic of Ireland,M. Doherty,81
Belgium,H. Van Der Bruggen,72
England,G. Moncur,66
United States,S. Lletget,70
France,V. Roberge,69
Russia,D. Poloz,76
Algeria,F. Ghoulam,79
Central African Republic,G. Kondogbia,79
Republic of Ireland,P. McEleney,66
Northern Ireland,D. Lafferty,64
Spain,David López,76
Uruguay,G. Ramírez,77
Spain,Juankar,71
France,L. Kurzawa,77
Senegal,P. Sagna,68
DR Congo,E. Kachunga,70
France,J. Veretout,79
Germany,S. Zellner,64
France,M. Deplagne,69
Denmark,U. Bech,69
Denmark,R. Laursen,66
South Korea,Kim Young Gwon,71
Italy,M. Capuano,72
Italy,B. Martella,71
Cameroon,P. Ntep,71
France,R. Varane,86
Germany,M. Mendler,63
Hungary,N. Nikolić,71
Hungary,B. Baráth,69
Colombia,C. Quintero,68
Hungary,M. Pátkai,70
Hungary,K. Simon,66
Germany,J. Riedel,65
Nigeria,A. Musa,73
Italy,N. Sansone,76
Bosnia and Herzegovina,E. Bičakčić,76
Argentina,M. Rojo,75
Canada,E. Gage,59
Canada,R. Teibert,66
United States,J. Bendik,65
United States,J. Attinella,67
Norway,O. Omoijuanfo,70
Norway,M. Dæhli,72
France,V. Eysseric,73
Republic of Ireland,R. Brady,75
Jamaica,D. Johnson,74
Norway,V. Berisha,69
Brazil,Negueba,71
Spain,Recio,74
Uruguay,D. Fagundez,69
Northern Ireland,C. Winchester,65
England,A. Wisdom,71
England,W. Keane,66
Italy,M. Camporese,71
Brazil,Victor Hugo,66
England,N. Ajose,62
Austria,M. Hinteregger,80
Morocco,Y. Qasmi,65
Germany,K. Kraus,65
Guyana,C. Harriott,64
Brazil,Gabriel,76
South Korea,Kim Jin Hyeon,73
Belgium,A. Limbombe,73
Italy,C. Piccini,76
Brazil,Roberto Firmino,87
Denmark,A. Cornelius,75
Argentina,J. Sánchez Miño,75
Mali,M. Haïdara,70
Senegal,S. Sané,79
England,E. Ebanks-Landell,65
Sweden,S. Thern,69
Norway,A. Søderlund,70
Norway,G. Wikheim,70
Japan,A. Ienaga,73
Senegal,A. Gomis,76
Poland,P. Parzyszek,68
France,J. Schmid  B,77
Spain,Regalón,64
Argentina,F. Fernández,77
Spain,Saborit,73
Brazil,Felipe Anderson,81
England,J. Flanagan,66
France,L. Landre,71
Germany,O. Hernández,73
Switzerland,R. Freuler,78
Republic of Ireland,S. McLaughlin,64
France,N. Benezet,72
Sweden,K. Holmberg,68
England,C. Coady,79
Netherlands,T. Bruns,66
DR Congo,B. Afobe,70
Japan,R. Miyaichi,69
Brazil,Naldo,74
Slovenia,S. Anđelković,74
Sweden,E. Bergström,68
Slovenia,J. Kurtić,74
United States,E. Zavaleta,65
Puerto Rico,Z. Valentin,71
United States,D. Nagbe,75
Germany,J. Geis,73
Germany,F. Klaus,74
Panama,L. Mejía,76
Belgium,V. Klonaridis,69
Netherlands,O. John,71
Israel,D. Biton,67
Germany,M. Knoll,70
United States,A. Morales,72
England,M. Odubajo,69
Germany,M. Ostrzolek,69
Norway,M. Haakenstad,63
England,C. Aneke,67
England,H. Kane,88
England,N. Ralph,63
England,J. Cousins,66
Italy,S. Sturaro,72
Ecuador,W. Chalá,66
Albania,E. Kaçe,70
Greece,K. Stafylidis,74
Australia,A. Behich,72
United States,J. Anibaba,67
United States,P. Kitchen,65
Germany,J. Draxler,80
United States,J. Gatt,62
New Zealand,M. Boxall,68
United States,J. Williams,66
Republic of Ireland,L. McAlinden,60
Finland,R. Riski,66
Ecuador,J. Plata,71
England,J. Slew,58
England,G. Long,68
Netherlands,J. Gouweleeuw,76
Bulgaria,G. Ivanov,65
United States,C. Sapong,70
Iraq,J. Meram,69
Venezuela,B. Añor,59
United States,H. Jimenez,68
United States,S. Carrasco,64
United States,B. Meredith,61
Norway,M. Ødegaard,65
Germany,A. Gogia,69
Germany,S. Zoller,69
Scotland,S. Armstrong,76
South Korea,Kim Soo Beom B,64
South Korea,Im Seon Yeong,66
South Korea,Lee Seung Gi,70
United States,T. Chandler,74
Germany,D. Demme,78
Mali,A. Diaby,75
Argentina,F. Quignon,73
England,E. Dier,78
Belgium,T. Meunier,81
Austria,D. Offenbacher,63
Burkina Faso,J. Zongo,68
England,A. Flint,71
England,A. Woodyard,65
United States,B. Wood,67
Germany,D. da Costa,78
Brazil,Rildo,71
Brazil,Rodrigo Ely,75
Netherlands,J. Verhoek,64
Netherlands,L. Koopmans,67
Netherlands,N. Foor,70
Netherlands,J. Drost,65
England,J. Clark,67
Republic of Ireland,R. Towell,65
United States,D. Bingham,70
Spain,Javier Espinosa,70
Spain,Deulofeu,80
Italy,D. Bisoli,71
England,T. Carroll,69
Sweden,J. Lindner,63
Spain,Aleix Vidal,77
Spain,David Juncà,72
Germany,F. Hartherz,70
Spain,Jesé,72
Greece,A. Vellios,66
Spain,Borja Granero,67
Scotland,S. May,65
England,J. Ruffels,68
Austria,T. Röcher,68
Scotland,L. Griffiths,72
Netherlands,E. Reijnen,68
Spain,Jota,72
France,J. Bahebeck,70
Norway,P. Ulvestad,63
Netherlands,M. Depay,85
Guinea-Bissau,Isma,67
Uruguay,P. Ceppelini,71
France,J. Roussillon,80
United States,J. Maurer,65
Israel,H. Abd Elhamed,71
Sweden,A. Milošević,68
Czech Republic,V. Hladký,67
England,P. McCallum,62
Ghana,R. Boateng,70
Brazil,Fernando,79
Spain,Álex Martínez,74
Spain,Sergi Darder,77
Spain,Suso,81
England,R. Sterling,88
Germany,B. Gommert,56
Germany,S. Lewerenz,65
Republic of Ireland,D. Horgan,69
Brazil,Danilo Avelar,73
Australia,A. Taggart,70
Australia,J. Risdon,72
Italy,S. Zaza,77
Bermuda,N. Wells,72
England,M. Crooks,67
England,J. Tarkowski,80
England,J. Stephens,75
Spain,Abdón Prats,68
DR Congo,J. Lukoki,67
South Africa,T. Serero,72
South Korea,Go Moo Yol,66
France,W. Boly,80
Romania,C. Râpă,69
Norway,B. Stokke,61
England,C. Ripley,66
England,J. Newell,65
Iceland,G. Kristjánsson,62
Germany,A. Schwolow,79
South Africa,K. Ntlhe,64
England,J. Graham,65
Portugal,Elton Monteiro,63
Switzerland,M. Angha,63
China,Li Ke,67
Argentina,E. Martínez,78
England,N. Byrne B,70
Republic of Ireland,C. Forrester,60
England,B. Knott,62
Italy,C. Battocchio,70
Italy,F. Viviani,70
Italy,G. Caprari,74
Denmark,J. Vestergaard,77
France,G. Defrel,76
China,Tan Long,66
Germany,K. Bellarabi,82
Colombia,F. Castillo,75
Chile,N. Peñailillo,66
Germany,K. Müller,73
Congo,T. Bifouma,74
Italy,L. Spinazzola,78
Switzerland,B. Siegrist,65
Turkey,A. Öztürk,68
Costa Rica,M. Ureña,66
Sweden,C. Nyman,70
Sweden,C. Kouakou,60
Sweden,J. Ericsson,64
Nigeria,O. Onazi,75
Spain,Álvaro,79
DR Congo,N. Kebano,70
Sweden,O. Hiljemark,74
South Korea,Yun Il Lok,70
South Korea,Sin Se Gye,67
South Korea,Kim Kee Hee,69
South Korea,Jeong Seong Min,59
Germany,R. Knoche,76
England,J. Day,65
Brazil,Lucas Piazón,71
England,J. Butland,73
Scotland,M. O'Halloran,66
England,J. Riley,64
Mexico,D. Castellanos,50
England,J. Vela,64
Colombia,D. Chará,75
England,R. Tunnicliffe,65
England,R. Charles-Cook,60
Republic of Ireland,S. Gannon,68
Germany,L. Bittencourt,77
France,T. Monconduit,72
Sweden,R. Jansson,65
England,J. Scowen,68
England,A. Stewart,67
England,G. Taft,61
Germany,T. Kister,66
Germany,M. Franke,70
England,L. Burge,63
Ghana,K. Issah,67
France,D. Foulquier,75
Ghana,A. Salifu,68
Cameroon,Y. Songo'o,62
England,A. Cairns,66
Spain,Héctor,68
Australia,C. Good,64
Australia,J. Jeggo,67
Brazil,Juninho,65
Brazil,Caio Secco,70
Ecuador,J. Valencia,70
England,H. Maguire,82
England,S. Wootton,65
England,T. Blackett,69
Netherlands,G. van Velzen,62
Brazil,Héber,71
Brazil,Wellington Nem,71
France,V. Germain,74
Wales,E. Harrison,65
England,M. Clayton,62
Brazil,Cortez,72
Peru,A. Carrillo,79
DR Congo,B. Assombalonga,70
Austria,G. Teigl B,68
Brazil,Gilberto Souza,66
Brazil,Rodrigo Caio,75
Bulgaria,A. Galabinov,66
England,S. Hoskins,65
Belgium,T. Pietermaat,66
Wales,L. Isgrove,65
Canada,A. Morgan,64
Brazil,Thiago Galhardo,70
Republic of Ireland,S. Carruthers,63
England,R. Hall,65
England,D. Potts,66
Norway,M. Elyounoussi,75
Norway,G. Valsvik,67
Norway,E. Andersen,67
Netherlands,V. van Dijk,90
Brazil,Tiago Alves,68
France,E. Gnahoré,73
Republic of Ireland,D. Williams,68
Netherlands,O. Bouy,61
England,J. Reeves,63
England,L. Norris,63
England,E. Whitehouse,62
Norway,K. Løkberg,66
Wales,E. Hewitt,64
Wales,G. Ray,58
Brazil,Leandro,70
Ivory Coast,I. Diomandé,72
England,M. Storey,62
Germany,B. Kessel,68
Netherlands,A. Schalk,65
Germany,O. Kragl,73
Albania,A. Ajeti,62
Kosovo,H. Kryeziu,67
Brazil,Santos,68
Netherlands,D. Klaassen,77
Netherlands,T. Kongolo,71
Belgium,T. Hazard,83
England,J. Lascelles,77
Republic of Ireland,A. O'Brien,68
England,D. Rose,63
Jamaica,B. Decordova-Reid,72
England,J. Bryan,74
Guinea,L. Bangoura,65
Netherlands,T. Vilhena,78
England,S. Ameobi,72
Germany,J. Wießmeier,64
Germany,C. Löwe,71
Italy,A. Florenzi,81
Poland,P. Wszołek,70
Northern Ireland,S. Dallas,73
England,J. Stones,80
Poland,D. Abramowicz,62
Albania,I. Balliu,73
Curaçao,Q. Martinus,66
Germany,F. Hübner,72
Czech Republic,P. Kadeřábek,80
Czech Republic,J. Skalák,67
Brazil,Gilberto,72
Austria,T. Kainz,67
Cyprus,V. Sielis,70
Bosnia and Herzegovina,O. Vranješ,71
Belarus,A. Martynovich,75
Brazil,Joãozinho,78
Belgium,M. Bruno,73
Peru,J. Arroé,68
Italy,A. Donnarumma,73
Italy,C. Galano,70
France,G. Courtet,70
Netherlands,V. Misidjan,72
Spain,José Ángel,66
Cameroon,S. Bahoken,73
France,T. Delaine,73
Spain,Jon Toral,67
Spain,Héctor Bellerín B,80
England,C. Townsend,71
Germany,M. Zeitz,65
England,M. Smith,69
Cape Verde,Zé Luís,77
Egypt,A. El Shenawy,72
Brazil,Welthon,69
Germany,L. Karius,78
Libya,A. Benali,71
England,T. Smith,72
United States,A. Jóhannsson,69
Chile,B. Romo,68
Chile,F. Gutiérrez,74
Chile,F. Seymour,68
Chile,F. Silva,72
Grenada,A. Pierre,66
France,P. Delecroix,65
England,R. Matthews,67
Germany,G. Korte,66
England,N. Pope,82
Uruguay,D. Suárez,80
Brazil,Kelvin,73
Austria,D. Drescher,63
Austria,M. Sax,67
Argentina,L. Aveldaño,69
Argentina,L. Fariña,68
Argentina,B. Zuculini,73
Argentina,G. Hauche,75
Netherlands,D. Maatsen,65
Ivory Coast,K. Djidji,72
Comoros,C. Alhadhur,68
France,A. Trebel,73
Brazil,Eric Botteghin,73
Croatia,S. Vrsaljko,80
Spain,Pozuelo,79
Uruguay,A. Luna,65
Denmark,L. Andersen,76
France,A. Knockaert,74
Peru,R. Fernández,71
Iceland,J. Fjóluson,70
Mali,O. Cissé,64
Denmark,V. Fischer,74
Germany,D. Kempe,67
France,E. Seidou,61
Germany,M. Bakalorz,70
Greece,K. Fortounis,77
Germany,C. Kramer,78
Scotland,N. Devlin,66
Austria,E. Dilaver,72
Poland,M. Kobylański,68
Argentina,S. Vergini,68
Netherlands,T. Chery,72
South Africa,D. Keet,68
Spain,Gerard Badía,68
Senegal,M. Niang,78
Poland,R. Wolski,66
United States,J. Brooks,76
Spain,Mikel Iribas,68
Germany,J. Blaswich,73
England,R. Jackson,65
Guinea-Bissau,Amido Baldé,65
Morocco,Y. Ayoub,71
Serbia,U. Đerić,71
France,K. Lala,79
Czech Republic,T. Vaclík,82
Czech Republic,J. Brabec,74
Czech Republic,J. Bořil,78
Mexico,K. Escamilla,65
Netherlands,M. de Leeuw,70
Netherlands,R. Ligeon,66
Denmark,J. Jønsson,70
Germany,Y. Stark,70
Denmark,J. Okore,70
Denmark,A. Ludwig,67
Bulgaria,A. Tonev,66
Guinea,S. Diallo,68
Germany,T. Trybull,72
Romania,F. Gardoș,65
Romania,P. Papp,65
England,A. Reach,72
England,C. Wyke,64
England,A. Jackson,65
England,C. Edwards,66
England,M. Dolan,58
Paraguay,D. Lezcano,74
Belgium,C. Musonda,73
Spain,Edgar Badía,73
France,B. Reynet,75
France,M. Barreto,68
England,M. Bettinelli,71
Turkey,K. Frei,72
Italy,M. Trotta,71
Colombia,S. Arias,81
Scotland,L. Polworth,66
Israel,T. Hemed,68
Spain,Roque Mesa,77
Spain,David Simón,70
Spain,Cristian Herrera,67
Burundi,S. Berahino,71
Republic of Ireland,A. O'Connor,64
Germany,J. Korb,72
Belgium,H. Van Crombrugge,77
France,K. Zouma,80
North Korea,Pak Kwang Ryong,66
Scotland,R. McKenzie,67
Northern Ireland,M. Kennedy,67
Portugal,Luís Neto,75
Spain,Fede Vico,74
Spain,Bernardo,67
North Macedonia,A. Trajkovski,69
Belgium,D. Arslanagic,72
Scotland,C. Forsyth,70
England,J. Alnwick,66
Wales,P. Dummett,75
England,C. Newton,63
France,S. Kehli,64
Netherlands,J. Locadia,75
Netherlands,B. van Leer,69
Netherlands,S. van de Streek,70
Turkey,E. Başsan,71
Germany,J. Brinkies,68
Uruguay,S. García,76
Netherlands,D. Koppers,66
Spain,Juan Carlos,73
Germany,A. Wiegel,68
Ghana,E. Gyasi,70
Israel,E. Zahavi,81
Portugal,Diogo Figueiras,74
Ecuador,F. Erazo,73
Northern Ireland,G. Saville,69
Germany,J. Sternberg,64
Senegal,C. Diop,65
Northern Ireland,M. Smith,69
Senegal,P. Diamanka,68
Germany,K. Günter,71
England,A. Oshilaja,66
England,B. Nugent,61
England,J. Ralls,72
France,B. Sarr,77
Spain,Dani Nieto,71
Netherlands,T. Beugelsdijk,66
Algeria,R. Mahrez,85
Netherlands,S. Elbers,65
Germany,P. Breier,65
Austria,R. Holzhauser,71
Germany,P. Bauer,73
Austria,K. Stöger,77
England,R. Inniss,64
England,D. Leadbitter,60
England,M. Ingram,65
Netherlands,F. Lewis,69
Netherlands,M. van Buren,69
France,M. Dupé,71
Germany,S. Sama,61
Curaçao,C. Martina,68
Spain,Rubén Pardo,72
Spain,Iñigo Martínez,80
Spain,Hervías,73
Belgium,M. Batshuayi,78
Peru,R. Ruidíaz,77
Peru,L. Advíncula,74
Peru,G. Carmona,65
Peru,Y. Yotún,72
Belgium,D. Roef,72
Colombia,V. Ibarbo,67
England,R. Bennett,64
Argentina,R. Álvarez,71
Norway,O. Selnæs,74
Portugal,Mário Rui,79
Italy,A. Almici,70
Norway,T. Grøgaard,66
Portugal,S. Jombati,63
Germany,J. Derstroff,64
Hungary,W. Orban,79
Montenegro,S. Savić,81
Sweden,S. Kroon,65
Mexico,A. Escoboza,69
Mexico,D. Andrade,64
Venezuela,J. Meza,62
Norway,G. Zahid,73
Portugal,Gus Ledes,68
Spain,Oriol Rosell,69
Portugal,Rafael Lopes,69
Netherlands,M. Seuntjens,70
Poland,P. Olkowski B,68
Austria,S. Schwab,71
Austria,P. Hosiner,67
Uruguay,M. Pereyra,76
Paraguay,L. Melgarejo,73
Tunisia,S. Khelifi,67
Chile,D. Rubio,66
Costa Rica,J. Campbell,74
Denmark,J. Schoop,64
Portugal,Salvador Agra,66
Ecuador,R. Ibarra,75
Spain,Toño García,76
England,C. Taylor,77
England,G. Hall,69
Germany,P. Steinhart,68
Mexico,R. Baca,71
Algeria,M. Jeannin,64
Germany,T. Leistner,73
Germany,S. Yesil,63
France,M. Mandron,63
Netherlands,M. Koch,63
Argentina,E. Sala,79
Scotland,G. Mackay-Steven,69
England,B. Wilson,61
Senegal,A. Ba,66
Spain,Vadillo,74
Mexico,R. Jiménez,84
Colombia,D. Riascos,70
Mali,I. Tandia,71
England,J. Blackman,69
England,T. Kane B,69
Mexico,M. Bueno,65
Norway,T. Nguen,68
Scotland,J. White,64
Spain,Iván Sánchez,73
Serbia,A. Katai,73
Spain,Clerc,76
Senegal,P. Camara,64
Australia,R. Williams,65
Congo,B. Samba,75
France,B. Mendy,81
France,P. Gouano,71
Austria,D. Schütz,65
France,B. Omrani,71
Austria,M. Bauer B,72
England,K. Guthrie,61
Poland,D. Zbozień,65
Austria,M. Sabitzer,83
Netherlands,J. Smits,66
England,J. Pickford,81
Republic of Ireland,J. Egan,78
Czech Republic,O. Petrák,70
China,Luo Guofu,75
Spain,Carvajal,86
Spain,Adrián Ortolá,71
France,F. Thauvin,82
Paraguay,I. Piris,74
Gambia,I. Touray,66
Ivory Coast,M. Koné,69
Brazil,Adryan,71
Scotland,J. Grimmer,67
Germany,S. Maier,65
Germany,K. Vollmann,64
Spain,Juan Bernat,83
Spain,Portu,83
Denmark,D. Pedersen,65
Mexico,D. Salazar,62
Brazil,Diego Oliveira,73
Morocco,F. Fajr,75
DR Congo,W. Kamavuaka,66
Germany,P. Klement,70
Italy,M. Valoti,68
Japan,T. Inui,78
Uruguay,S. Rodríguez,63
Brazil,Edigar Junio,71
North Macedonia,F. Hasani,67
Scotland,S. Fraser,65
Spain,Ruiz de Galarreta,70
England,C. Raglan,65
England,H. Bunn,63
Wales,E. Huws,65
Poland,A. Milik,81
Portugal,Tiago Ilori,70
Argentina,P. Gazzaniga,77
Morocco,R. Alioui,72
Spain,Denis Suárez,78
