team,player,overall
Peru,J. Deza,70
Norway,M. Eikrem,70
Israel,I. Shechter,70
Scotland,I. Anya,70
Brazil,Bruno Mezenga,70
Italy,A. Frison,70
DR Congo,K. LuaLua,70
Netherlands,N. Barazite,70
England,R. Bennett,70
Spain,Aarón,70
Hungary,P. Gulácsi,70
Norway,E. Hovland,70
Mali,A. Traoré,70
France,A. Coeff,70
Sweden,J. Ekstrand,70
Sweden,S. Eriksson,70
France,F. Coquelin,70
Uruguay,J. Urretaviscaya,70
Denmark,M. Albæk,70
Norway,H. Nielsen,70
Bosnia and Herzegovina,E. Zukanović,70
Iceland,J. Gudmundsson,70
Romania,A. Stoian,70
Russia,E. Makeev,70
Cyprus,D. Christofi,70
Spain,Escudero,70
Netherlands,G. Hupperts,70
Italy,R. Soriano,70
Portugal,Fredy,70
Turkey,T. Çamdal,70
Zimbabwe,K. Musona,70
Spain,Trujillo,70
United States,B. Hamid,70
Spain,Joel Robles,70
England,J. McEachran,70
Spain,Pablo Sarabia,70
Italy,S. Benedetti,70
Netherlands,F. Jozefzoon,70
Colombia,M. Ortega,70
Portugal,Pedro Mendes,70
Spain,Errasti,70
Germany,F. Klaus,70
Scotland,L. Griffiths,70
France,B. Reynet,70
Germany,I. Höhn,70
Italy,L. Pavoletti,70
Argentina,F. Barrientos,70
Greece,P. Mantalos,70
Chile,G. Acevedo,70
Brazil,Bruno Peres,70
Colombia,C. Lizarazo,70
Colombia,F. Meza,70
Argentina,H. Villalba,70
Argentina,M. Tonso,70
Argentina,G. Peruzzi,70
Spain,Capa,70
Colombia,D. Hernández,70
Argentina,A. Chávez,70
Argentina,J. Lucero,70
Ivory Coast,I. Sissoko,70
Equatorial Guinea,Nsue,70
Spain,Dani Estrada,70
Italy,M. Ardemagni,70
Spain,Fabricio,70
Israel,B. Sahar,70
Turkey,C. Gülselam,70
Sweden,P. Bengtsson,70
France,R. Genevois,70
France,J. Carrasso,70
Brazil,Everton Santos,70
Portugal,Orlando Sá,70
Brazil,Maurício,70
England,D. Drinkwater,70
Sweden,G. Molins,70
Russia,S. Pesyakov,70
Spain,Rochina,70
Tunisia,A. Chermiti,70
Germany,M. Boland,70
Portugal,Jorge Monteiro,70
Zambia,S. Sunzu,70
France,B. André,70
Ivory Coast,G. Cyriac,70
France,F. N'Sakala,70
France,M. Barthelmé,70
Spain,Herrerín,70
Portugal,André Santos,70
Senegal,D. Sakho,70
Australia,M. Leckie,70
Chile,H. Martínez,70
Hungary,J. Varga,70
Mali,S. Diakité,70
Slovakia,R. Mak,70
Cameroon,R. Loé,70
Hungary,B. Megyeri,70
Spain,Bruno,70
Netherlands,R. Alberg,70
Turkey,S. Kaya,70
Uruguay,D. Ifrán,70
Denmark,R. Falk Jensen,70
Bosnia and Herzegovina,T. Šunjić,70
Senegal,S. Sané,70
Brazil,Alex,70
Spain,Álvaro,70
Brazil,Mauro,70
Germany,Y. Stark,70
Greece,G. Skondras,70
Germany,T. Strobl,70
Brazil,André Ramalho,70
Chile,S. Ubilla,70
Argentina,L. Faravelli,70
Argentina,F. Monetti,70
Ivory Coast,J. Seri,70
Russia,A. Kozlov,70
England,L. Jutkiewicz,70
Morocco,I. Assanti,70
Mexico,C. Rodríguez,70
Sweden,E. Bajrami,70
DR Congo,L. Mabiala,70
England,J. Spearing,70
Germany,R. Tesche,70
Germany,S. Celozzi,70
Belgium,N. De Pauw,70
Turkey,J. Karacan,70
Hungary,A. Bogdán,70
Scotland,C. Martin,70
Russia,V. Granat,70
Italy,F. Caputo,70
Sweden,J. Durmaz,70
Mali,M. Samassa,70
Spain,Míchel,70
Argentina,M. Formica,70
Portugal,André Pinto,70
Senegal,M. Gueye,70
Germany,M. Grün,70
Brazil,Willian José,70
Mozambique,Hélder Pelembe,70
Argentina,F. Jara,70
Israel,A. Cohen,70
Germany,S. Yilmaz,70
Brazil,Diego,70
Slovakia,J. Sylvestr,70
South Korea,Lee Seung Gi,70
Japan,M. Havenaar,70
Mexico,M. Herrera,70
Colombia,J. Palomino,70
Sierra Leone,M. Kamara,70
Colombia,A. Rentería,70
Colombia,J. Cuero,70
Chile,L. Valencia,70
Colombia,Y. Mena,70
Argentina,F. Mancuello,70
Argentina,N. Aguirre,70
France,T. Bakayoko,70
Portugal,Vítor Bruno,70
Slovakia,D. Depetris,70
England,R. Stearman,70
Germany,M. Stoppelkamp,70
Czech Republic,J. Šimůnek,70
Germany,D. Adlung,70
Finland,J. Toivio,70
Denmark,M. Jensen,70
Netherlands,R. Leeuwin,70
England,D. McGoldrick,70
France,C. Beauvue,70
France,D. Pollet,70
Australia,C. Herd,70
Colombia,R. Laborde,70
Turkey,K. Çelikay,70
Trinidad and Tobago,K. Hyland,70
Germany,L. Schmitz,70
Russia,S. Tkachev,70
Spain,Deivid,70
Spain,Arbilla,70
Norway,A. Søderlund,70
Brazil,Naldo,70
Belarus,Renan Bressan,70
Spain,Albentosa,70
Russia,K. Panchenko,70
Argentina,M. Dos Santos,70
Uruguay,M. Goicoechea,70
Chile,C. Suárez,70
Chile,D. Sánchez,70
Argentina,J. Furch,70
Uruguay,A. González,70
England,B. Jones,70
Austria,E. Hoffer,70
Belgium,J. Remacle,70
England,J. Vaughan,70
Portugal,Rui Pedro,70
Belgium,S. De Ridder,70
Mexico,H. Ayala,70
Denmark,N. Pedersen,70
Jamaica,A. Mariappa,70
Portugal,Mano,70
Mexico,M. Ponce,70
Italy,F. Cacciatore,70
Portugal,João Aurélio,70
Senegal,M. Cissokho,70
Brazil,Crivellaro,70
Spain,Jordi Masip,70
Ukraine,D. Oliynyk,70
Argentina,J. Fernández,70
Argentina,G. Hauche,70
Paraguay,O. Martenosa,70
Colombia,D. Burbano,70
Serbia,M. Vilotić,70
Argentina,C. Riaño,70
Algeria,E. Belkalem,70
Brazil,Felipe,70
Portugal,Diogo Valente,70
England,S. Wright-Phillips,70
Brazil,Yuri,70
France,J. Leroy,70
Netherlands,D. Boer,70
Sweden,S. Ishizaki,70
Barbados,E. Boyce,70
Portugal,Bruno Amaro,70
England,P. Robinson,70
England,D. Whitehead,70
Sweden,A. Svensson,70
Portugal,César Peixoto,70
Netherlands,J. ten Rouwelaar,70
Scotland,G. Caldwell,70
Italy,D. Cacia,70
Italy,M. Brighi,70
Germany,T. Marx,70
Germany,H. Balitsch,70
Belgium,O. Deschacht,70
Norway,O. Storflor,70
Italy,F. Tavano,70
Australia,M. Bresciano,70
Switzerland,M. Marić,70
Germany,S. Hofmann,70
Scotland,C. Gordon,70
Republic of Ireland,A. Reid,70
England,A. Ferdinand,70
England,M. Taylor,70
Germany,P. Niemeyer,70
England,K. Henry,70
Italy,C. Terzi,70
Norway,R. Jarstein,70
Spain,Jandro,70
Senegal,R. Gomis,70
Germany,C. Wetklo,70
Morocco,Y. Hadji,70
France,F. Abriel,70
Mali,C. Kanté,70
England,A. Lonergan,70
Ivory Coast,B. Copa,70
Scotland,S. Whittaker,70
Belgium,B. De Ceulaer,70
Italy,G. Mesto,70
Argentina,M. Santana,70
Turkey,H. Kabze,70
Turkey,Y. İncedemir,70
Denmark,R. Würtz,70
Austria,M. Liendl,70
Brazil,Cicinho,70
South Korea,Kim Jin Kyu,70
Romania,B. Lobonţ,70
Italy,L. Antonini,70
Italy,M. Pazienza,70
Senegal,P. Diakhaté,70
Denmark,J. Jørgensen,70
Republic of Ireland,J. Walters,70
Brazil,Lino,70
Uruguay,S. Abreu,70
Argentina,L. Ponzio,70
Netherlands,J. Hooiveld,70
Algeria,C. Medjani,70
Paraguay,D. Verón,70
Argentina,R. Nanni,70
Colombia,G. Hernández,70
Peru,J. Mariño,70
Turkey,S. Şahin,70
Turkey,S. Çetin,70
Turkey,S. Kırıntılı,70
Argentina,L. Franco,70
Spain,Jonathan Valle,70
Spain,Codina,70
Romania,C. Moţi,70
Russia,S. Gogniev,70
Armenia,R. Berezovskiy,70
Poland,P. Kieszek,70
Italy,M. Biagianti,70
Italy,F. Magnanelli,70
Bulgaria,V. Bojinov,70
Italy,D. Corvia,70
Republic of Ireland,K. Doyle,70
Greece,T. Gekas,70
France,R. Salin,70
DR Congo,D. Kumbela,70
Wales,S. Ricketts,70
Belgium,K. Persoons,70
England,K. Davis,70
United States,C. Marshall,70
United States,C. Goodson,70
Argentina,H. Encina,70
Argentina,M. Óbolo,70
Greece,N. Spyropoulos,70
England,N. Bailey,70
Nigeria,C. Ikeme,70
England,L. Buxton,70
Spain,Zubikarai,70
Colombia,L. Rey,70
Portugal,Carlitos,70
Colombia,M. Molina,70
Sweden,S. Holmén,70
Ecuador,E. Méndez,70
Argentina,G. Fernández,70
Algeria,D. Mesbah,70
Germany,M. Steinhöfer,70
England,M. Fryatt,70
Italy,S. Bentivoglio,70
Argentina,P. Ledesma,70
Spain,Juanma,70
Slovenia,M. Brečko,70
Germany,P. Tschauner,70
Netherlands,W. Janssen,70
Chile,J. Beausejour,70
Brazil,Élton,70
Paraguay,N. Ortigoza,70
Argentina,E. Culio,70
Italy,N. Pozzi,70
Italy,T. Guarente,70
Belgium,S. Colpaert,70
England,D. Jones,70
Ghana,Q. Owusu-Abeyie,70
Argentina,M. Caranta,70
England,J. Perch,70
Brazil,Danielson,70
England,K. Wilson,70
France,D. Congré,70
Spain,Tébar,70
Germany,T. Hoogland,70
Republic of Ireland,S. Ward,70
Germany,O. Fink,70
Russia,K. Nababkin,70
Argentina,J. Méndez,70
Republic of Ireland,J. O'Brien,70
France,J. Sorbon,70
Sweden,H. Goitom,70
Colombia,S. Herrera,70
Germany,M. Karl,70
Saudi Arabia,M. Noor,70
Italy,E. Cascione,70
Argentina,C. Luna,70
Brazil,Wilson Tiago,70
Republic of Ireland,D. Forde,70
Argentina,G. Bergessio,70
Argentina,G. Peñalba,70
Netherlands,D. Tiendalli,70
England,G. Murray,70
Argentina,R. Fernández,70
Mali,A. Tamboura,70
Equatorial Guinea,Balboa,70
Slovakia,S. Šesták,70
Brazil,Alanzinho,70
Spain,Nano,70
Slovenia,Z. Ljubijankič,70
Colombia,D. Ferreira,70
Chile,H. Droguett,70
Senegal,M. Leye,70
Germany,P. Klandt,70
Argentina,N. Bertolo,70
Sweden,P. Hansson,70
Mexico,I. González,70
Italy,F. Peluso,70
Spain,Arana,70
Uruguay,J. Castillo,70
Australia,M. McKay,70
Sweden,A. Gerndt,70
England,M. Beevers,70
Cameroon,G. Ndy Assembe,70
Argentina,N. Sánchez,70
France,A. Collin,70
Chile,N. Peric,70
Argentina,M. Alustiza,70
South Africa,T. Masilela,70
Brazil,Ricardo Jesús,70
Egypt,E. El-Hadary,70
Greece,G. Galitsios,70
Ecuador,M. Banguera,70
Cameroon,W. Overtoom,70
Brazil,Da Costa,70
Senegal,M. Thioune,70
Brazil,Marcinho,70
Argentina,H. Bernardello,70
Italy,A. Morleo,70
Spain,Javi Lara,70
Argentina,S. Prediger,70
Chile,R. Millar,70
Congo,L. Douniama,70
Cape Verde,Babanco,70
United States,S. Clark,70
Uruguay,D. Scotti,70
Poland,A. Piech,70
Argentina,J. Gomez,70
Egypt,Gedo,70
Albania,A. Meha,70
France,Y. Touzghar,70
Colombia,G. Bolívar,70
Colombia,D. Riascos,70
Argentina,S. Gentiletti,70
Saudi Arabia,O. Hawsawi,70
Paraguay,D. Soberón,70
Venezuela,G. Cicerio,70
South Africa,K. Masuku,70
Argentina,L. Wílchez,70
Argentina,H. Grana,70
Colombia,L. Castellanos,70
Uruguay,M. Riquero,70
Chile,C. Vilches,70
Colombia,W. Medina,70
Colombia,A. Correa,70
Argentina,F. Castillón,70
South Africa,L. Bacela,70
Paraguay,R. Cardozo,70
Uruguay,R. Muñoz,70
Brazil,Eric Pereira,70
Netherlands,R. Živković,69
Portugal,Rúben Neves,69
Uruguay,S. Cristóforo,69
Brazil,Wallyson Mallmann,69
Poland,A. Milik,69
France,A. Martial,69
Scotland,A. Robertson,69
Japan,Y. Kubo,69
Portugal,Bernardo Silva,69
Ghana,B. Mensah,69
Spain,Campaña,69
Chile,D. Rubio,69
France,Y. Sanogo,69
Greece,C. Mavrias,69
England,N. Powell,69
Italy,C. Biraghi,69
Poland,R. Wolski,69
Germany,S. Parker,69
Spain,Lolo Plá,69
Ghana,F. Acheampong,69
Spain,Borja Bastón,69
Italy,M. Faraoni,69
Nigeria,J. Mbakogu,69
Greece,K. Stafylidis,69
England,T. Carroll,69
Spain,Vadillo,69
Nigeria,K. Omeruo,69
England,S. Hutchinson,69
South Korea,Hong Chul,69
Spain,Sergi Gómez,69
England,L. Moore,69
England,A. Wisdom,69
France,N. Benezet,69
Albania,E. Kace,69
Cape Verde,Zé Luís,69
France,M. Dupé,69
Argentina,E. Sala,69
Poland,D. Furman,69
Brazil,Ederson,69
Colombia,J. Córdoba,69
Ghana,D. Accam,69
France,O. Nguette,69
Chile,S. Martínez,69
Greece,M. Oikonomou,69
Uruguay,M. Vecino,69
Turkey,U. Kurt,69
Albania,S. Gashi,69
Spain,Sergio Tejera,69
Poland,T. Kupisz,69
Poland,A. Borysiuk,69
Poland,L. Skorupski,69
Italy,M. D'Alessandro,69
Brazil,Renato Neto,69
Brazil,Vítor Golas,69
Netherlands,E. Manu,69
Germany,E. Kachunga,69
Sweden,A. Milošević,69
Argentina,V. Viola,69
Portugal,Luís Martins,69
Guinea,M. Yattara,69
Ecuador,J. Cazares,69
Saudi Arabia,N. Al Abed,69
Netherlands,M. Saymak,69
United States,D. Powers,69
Argentina,G. Ortiz,69
Colombia,Y. Mejía,69
Spain,Robert,69
Portugal,André Geraldes,69
Japan,Y. Kakitani,69
Albania,S. Ujkani,69
Belgium,R. Boffin,69
Cameroon,B. Moukandjo,69
Ghana,M. Rabiu,69
England,J. Steele,69
Turkey,S. Sararer,69
Argentina,F. Zuculini,69
Italy,M. Silvestri,69
France,P. Cros,69
Denmark,T. Delaney,69
Brazil,Douglas,69
Scotland,T. Cairney,69
DR Congo,Cedrick,69
Costa Rica,B. Oviedo,69
Belgium,M. Sels,69
Netherlands,J. Drost,69
Italy,F. Viviani,69
Czech Republic,P. Kadeřábek,69
France,A. Trebel,69
Italy,L. Antei,69
Ukraine,S. Kryvtsov,69
Russia,V. Dyakov,69
Denmark,P. Ankersen,69
Zambia,C. Lungu,69
Argentina,J. Velázquez,69
Colombia,L. Calderón,69
Colombia,S. Pérez,69
Argentina,E. Rescaldani,69
Argentina,C. Auzqui,69
Argentina,G. Graciani,69
Colombia,M. Borja,69
South Africa,K. Dolly,69
England,R. Shotton,69
Argentina,M. Martínez,69
Portugal,Pereirinha,69
Sweden,D. Larsson,69
Czech Republic,T. Hořava,69
Italy,E. Pisano,69
France,R. Thomas,69
Italy,V. Fiorillo,69
Norway,T. Rogne,69
Italy,F. Macheda,69
England,A. Clayton,69
England,M. Ritchie,69
Portugal,Vitor Gomes,69
Austria,A. Barnes,69
Niger,M. Maâzou,69
Brazil,Kanu,69
Croatia,A. Budimir,69
France,V. Sasso,69
Italy,G. Marilungo,69
Switzerland,J. Rossini,69
Norway,F. Semb Berge,69
Netherlands,D. Hoesen,69
Brazil,Kléber,69
New Zealand,C. Wood,69
Mexico,J. Corona,69
Austria,H. Lindner,69
Spain,Isma López,69
Spain,Rubén Miño,69
Russia,N. Zabolotnyy,69
Argentina,R. Funes Mori,69
France,M. Autret,69
Netherlands,J. Bakela,69
Argentina,R. Funes Mori,69
Denmark,E. Larsen,69
Belgium,J. Naessens,69
Portugal,Diogo Amado,69
Netherlands,N. Marsman,69
Germany,A. Merkel,69
France,B. Lecomte,69
Spain,Javi Espinosa,69
Algeria,F. Raspentino,69
Algeria,R. Mahrez,69
Austria,R. Holzhauser,69
Mexico,A. Escoboza,69
Netherlands,M. van Duinen,69
Spain,Chuli,69
Kosovo,I. Azemi,69
Greece,D. Diamantakos,69
Chile,L. Valenzuela,69
Colombia,L. Quiñónes,69
Colombia,J. Villota,69
Colombia,J. Valoy,69
Chile,A. Ramos,69
Argentina,G. Verón,69
Argentina,R. Delgado,69
Georgia,T. Okriashvili,69
Colombia,J. Arango,69
Uruguay,D. Alaniz,69
Greece,A. Avlonitis,69
Republic of Ireland,S. Henderson,69
England,J. Hobbs,69
Israel,E. Atar,69
England,L. McGugan,69
Denmark,N. Nielsen,69
Italy,F. Dionisi,69
Scotland,K. McDonald,69
Bosnia and Herzegovina,M. Vrancic,69
Wales,S. Vokes,69
South Africa,H. Jele,69
Portugal,Rúben Ribeiro,69
Portugal,Rui Fonte,69
Argentina,M. Larrondo,69
Morocco,M. Amsif,69
Sweden,S. Armenteros,69
Scotland,P. Coutts,69
Argentina,D. Villalva,69
Germany,P. Groß,69
Mali,S. Sow,69
Spain,Bóveda,69
Germany,S. Polter,69
Germany,J. Koch,69
Netherlands,K. Leerdam,69
Austria,G. Burgstaller,69
Guinea,A. Camara,69
France,J. Delle,69
Spain,Borja García,69
Ivory Coast,B. Angoua,69
Venezuela,Y. Del Valle,69
Germany,M. Riemann,69
Bolivia,R. Pedriel,69
Spain,Timor,69
Portugal,Pedro Moreira,69
Denmark,C. Gytkjær,69
Spain,Erik Morán,69
Finland,R. Riski,69
Spain,Víctor Álvarez,69
Netherlands,P. van Anholt,69
Poland,J. Kosecki,69
Spain,Dani Nieto,69
Curaçao,C. Martina,69
South Africa,E. Mathoho,69
Gabon,A. Biyogo Poko,69
Bulgaria,V. Gadzhev,69
Serbia,L. Milivojević,69
Saudi Arabia,Y. Al Shahrani,69
Uruguay,F. Píriz,69
South Africa,R. Williams,69
Colombia,A. del Valle,69
Argentina,D. González,69
Argentina,E. Mas,69
Uruguay,B. Alemán,69
Spain,Morales,69
Spain,Edgar,69
Venezuela,J. Falcón,69
Turkey,S. Kurtuluş,69
Norway,V. Demidov,69
Togo,R. Boukari,69
England,B. Turner,69
Denmark,R. Schwartz,69
England,L. Grabban,69
Wales,C. Gunter,69
Belgium,R. De Laet,69
Netherlands,M. Emnes,69
Portugal,Nuno Coelho,69
Germany,S. Fürstner,69
Argentina,B. Sarmiento,69
Nigeria,C. Akabueze,69
Denmark,M. Jørgensen,69
Germany,J. Grahl,69
Germany,S. Terodde,69
Germany,S. Wagner,69
Switzerland,C. Schneuwly,69
Belgium,D. Odoi,69
Brazil,Marcos Paulo,69
Argentina,C. Maidana,69
Switzerland,V. Rüfli,69
Spain,Pau Cendrós,69
Paraguay,E. Benítez,69
Saudi Arabia,A. Al Dosari,69
Uruguay,G. Kagelmacher,69
Germany,K. Kratz,69
Spain,Matilla,69
Turkey,B. Başdaş,69
France,K. Gomis,69
Israel,R. Gershon,69
Paraguay,R. Rojas,69
Netherlands,B. Linssen,69
Netherlands,B. Rienstra,69
Italy,L. Tonelli,69
Netherlands,J. Antonia,69
Hungary,N. Nikolics,69
Germany,M. Bakalorz,69
Spain,Javi Hervás,69
Paraguay,I. Piris,69
Denmark,R. Olsen,69
South Africa,T. Matlaba,69
Croatia,I. Santini,69
Mali,B. Touré,69
Bolivia,R. Cardozo,69
Chile,D. Currimilla,69
Argentina,H. Orzan,69
Paraguay,R. Ortiz,69
Mozambique,Zainadine Júnior,69
Portugal,Aldaír,69
Finland,T. Sparv,69
England,M. Connolly,69
Nigeria,I. Promise,69
Iceland,R. Gíslason,69
DR Congo,H. Kage,69
Brazil,Welliton,69
United States,J. Torres,69
Germany,N. Theuerkauf,69
Germany,S. Gonther,69
Germany,O. Şişmanoğlu,69
Brazil,Claudemir,69
Argentina,R. Noir,69
Algeria,A. Kashi,69
Guatemala,M. Pappa,69
England,B. Mee,69
England,J. Brayford,69
Morocco,I. El Adoua,69
Portugal,Zequinha,69
France,R. Métanire,69
Colombia,F. Uribe,69
Russia,A. Filtsov,69
United States,M. Hedges,69
Croatia,I. Kelava,69
England,J. Vardy,69
Colombia,Alcatraz,69
Colombia,C. Alzáte,69
Chile,J. Muñoz,69
Portugal,Roberto,69
Brazil,Marcelo Goiano,69
Argentina,F. Sánchez,69
Portugal,R. Vaz Tê,69
England,C. Cohen,69
Turkey,U. Uçar,69
Canada,M. de Jong,69
England,D. Wheater,69
Spain,Jonathan Pereira,69
Haiti,R. Goreux,69
Argentina,M. Cahais,69
Scotland,M. Reynolds,69
Mexico,J. Zavala,69
Central African Republic,H. Habibou,69
Denmark,S. Rieks,69
France,D. Da Silva,69
Benin,R. Johnson,69
Belarus,A. Putsila,69
Russia,K. Kombarov,69
Venezuela,R. Vargas,69
Brazil,William Matheus,69
Mexico,A. Ríos,69
Germany,A. Luthe,69
Italy,A. Bernardini,69
Argentina,N. Bianchi Arce,69
Spain,Dani Quintana,69
Colombia,D. Silva,69
Colombia,J. Duque,69
Argentina,D. Braghieri,69
Colombia,J. Domínguez,69
Serbia,M. Mitrović,69
France,B. Nivet,69
Portugal,Manú,69
France,T. Maoulida,69
DR Congo,L. LuaLua,69
Portugal,Pintassilgo,69
Poland,A. Głowacki,69
England,G. Holt,69
Italy,A. Agostini,69
Republic of Ireland,S. Reid,69
Sweden,J. Wiland,69
France,L. Mathis,69
Turkey,U. İnceman,69
France,L. Butelle,69
France,L. Bonnart,69
France,A. Le Tallec,69
France,B. Grougi,69
United States,J. Mapp,69
Tunisia,A. Yahia,69
Jamaica,J. McAnuff,69
Northern Ireland,L. Camp,69
England,M. Hudson,69
Germany,D. Haas,69
Slovenia,G. Šukalo,69
Italy,L. Belingheri,69
South Korea,Seol Ki Hyeon,69
Argentina,L. Cufré,69
France,G. Pujol,69
Spain,Rubén,69
Spain,Antonio Hidalgo,69
France,F. Audard,69
Chile,R. Olarra,69
Spain,David López,69
Spain,Nino,69
Switzerland,M. Eggimann,69
France,S. Roudet,69
Cameroon,C. Itandje,69
Switzerland,F. Coltorti,69
Syria,S. Malki,69
Turkey,U. Ceylan,69
Scotland,S. Dobbie,69
Spain,Ángel,69
Spain,David García,69
Brazil,Marcelo Nicácio,69
South Korea,Kim Byung Ji,69
South Korea,Kim Yong Dae,69
South Korea,Kim Young Kwang,69
Italy,A. Budel,69
United States,M. Magee,69
Senegal,P. Waigo,69
Greece,G. Samaras,69
Netherlands,B. Waterman,69
Italy,V. Di Cesare,69
France,F. Signorino,69
France,B. Bergougnoux,69
Argentina,W. Erviti,69
Mexico,C. Salcido,69
Scotland,C. Conway,69
France,J. Marveaux,69
Egypt,H. Ghaly,69
Mexico,O. Pérez,69
Mexico,J. Rodríguez,69
Mexico,A. De Nigris,69
Chile,W. Ponce,69
Israel,T. Ben Haim,69
Argentina,O. Ferreyra,69
Argentina,C. Tula,69
Argentina,F. Erpen,69
Argentina,P. Ferrari,69
Argentina,D. Villar,69
Hungary,D. Tőzsér,69
Paraguay,S. Salcedo,69
Spain,Dorca,69
Spain,Acorán,69
Spain,Seoane,69
Spain,Momo,69
Spain,Iago Bouzón,69
Spain,Guillermo Vallori,69
Spain,Iván Cuéllar,69
Spain,Peña,69
Spain,Felipe Sanchón,69
Russia,S. Davydov,69
Russia,I. Lebedenko,69
Poland,S. Mila,69
Netherlands,D. Mendes da Silva,69
Norway,T. Høgli,69
Poland,D. Dudka,69
Italy,S. Pellissier,69
Greece,D. Papadopoulos,69
Germany,M. Caligiuri,69
Denmark,K. Stadsgaard,69
Greece,D. Konstantopoulos,69
Argentina,H. Losada,69
Bolivia,R. Raldes,69
Argentina,P. Vitti,69
Romania,M. Roman,69
Spain,Lolo,69
Spain,Andrea Orlandi,69
Mexico,F. Arce,69
England,J. Thomas,69
Romania,O. Herea,69
Mexico,R. Márquez Lugo,69
Mexico,J. Medina,69
Netherlands,E. Braafheid,69
Brazil,Ailton,69
Italy,G. Sardo,69
Mexico,J. Huiqui,69
Colombia,G. Bedoya,69
Argentina,N. Cardozo,69
Mexico,C. Valdez,69
Mexico,E. Velarde,69
France,M. Fortuné,69
Ghana,N. Asare,69
Belgium,J. Wuytens,69
Germany,T. Kessler,69
Spain,Juanlu Hens,69
Switzerland,M. Schneuwly,69
Sweden,P. Andersson,69
Brazil,C. Santin,69
Argentina,O. Barsottini,69
Italy,C. Puggioni,69
Colombia,A. Pérez,69
England,B. Watson,69
Russia,S. Narubin,69
Russia,A. Filimonov,69
Argentina,L. Becchio,69
England,M. Bunn,69
Italy,D. Biondini,69
England,L. Ridgewell,69
England,R. Turnbull,69
England,B. Sharp,69
Argentina,N. Champagne,69
England,D. Graham,69
Republic of Ireland,S. Cox,69
Algeria,D. Abdoun,69
Mexico,J. Magallón,69
England,L. Barnett,69
Brazil,Caio,69
Denmark,T. Kristensen,69
Guinea-Bissau,Ivanildo,69
France,E. Duplan,69
Ivory Coast,S. Cissé,69
Italy,E. Pesoli,69
Argentina,F. Niell,69
Germany,A. Bellinghausen,69
Russia,A. Budakov,69
Argentina,N. Domingo,69
Brazil,Marcelo Oliveira,69
Brazil,Ricardinho,69
Switzerland,D. Milicevic,69
France,R. Contout,69
Austria,A. Ulmer,69
Colombia,A. Mosquera,69
France,M. Baca,69
Spain,Jordi Gómez,69
Mexico,C. Esquivel,69
Spain,Nagore,69
Argentina,R. Ramírez,69
Spain,Aythami Artiles,69
Spain,Pablo Sánchez,69
Chile,C. Álvarez,69
Spain,Chus Herrero,69
Denmark,J. Larsen,69
Turkey,B. Kısa,69
Hungary,G. Rudolf,69
Argentina,J. Basanta,69
Mali,M. Fofana,69
Italy,P. De Ceglie,69
Argentina,S. Leto,69
Saudi Arabia,O. Al Muwallad,69
Honduras,V. Bernárdez,69
Poland,C. Wilk,69
Serbia,D. Tošić,69
France,J. Quercia,69
Morocco,A. El Jadeyaoui,69
Sweden,P. Karlsson,69
Chile,L. Figueroa,69
Argentina,R. Lima,69
Mexico,S. Meza,69
Bulgaria,D. Rangelov,69
Portugal,Yannick Djaló,69
Argentina,S. Rusculleda,69
Netherlands,R. Schilder,69
Senegal,B. Djiby Fall,69
Portugal,Dani,69
France,T. Mangani,69
Italy,D. Bassi,69
France,N. Frey,69
Italy,A. Luci,69
Portugal,Nuno André Coelho,69
Jamaica,J. Beckford,69
Saudi Arabia,A. Ateef,69
Saudi Arabia,M. Al Marshadi,69
Czech Republic,P. Krmaš,69
North Korea,Chong Te Se,69
France,A. Angoula,69
Kazakhstan,H. Schmidtgal,69
France,A. Coulibaly,69
Brazil,Diego Ângelo,69
Uruguay,E. Conde,69
Serbia,D. Veškovac,69
Portugal,Marinho,69
Argentina,O. Merlo,69
Mexico,E. Hernández,69
France,F. Sammaritano,69
Brazil,Edimar,69
Ghana,M. Narry,69
Spain,Alex Bergantiños,69
Cameroon,D. Kouemaha,69
Portugal,João Real,69
Spain,Oier,69
Argentina,S. Escudero,69
Germany,S. Brandy,69
Germany,J. Wemmer,69
Portugal,João Pedro,69
Cameroon,D. Nounkeu,69
Argentina,D. Novaretti,69
Bulgaria,S. Manolev,69
Austria,S. Ilsanker,69
Peru,J. Fano,69
Argentina,M. Giménez,69
Ghana,B. Kumordzi,69
Chile,L. Marín,69
France,J. Delaplace,69
Brazil,Claiton,69
Nigeria,O. Ebagua,69
Colombia,E. Cortés,69
Chile,F. Meneses,69
Germany,D. Orlishausen,69
Argentina,L. Aveldaño,69
Peru,R. Fernández,69
Colombia,A. Henríquez,69
Argentina,F. Pereyra,69
Paraguay,C. Bonilla,69
Paraguay,J. Mancerino,69
Japan,T. Akahoshi,69
Saudi Arabia,H. Al Hamdan,69
Morocco,H. Taïr,69
Argentina,C. Pérez,69
Colombia,D. Peralta,69
Uruguay,N. Vikonis,69
Argentina,S. Gonzalez,69
Chile,A. Acevedo,69
Colombia,C. Pérez,69
Colombia,L. Martínez,69
Colombia,F. Nájera,69
Argentina,G. Farré,69
Chile,G. Vargas,69
Spain,Tete,69
Brazil,Diego Galo,69
Uruguay,B. Frontán,69
Brazil,Rafael Defendi,69
England,N. Chalobah,68
France,P. Nardi,68
Mexico,A. González,68
Brazil,Victor Andrade,68
Germany,J. Tah,68
Spain,Grimaldo,68
