team,player,overall
Italy,L. Rizzo,72
Brazil,Gabriel Xavier,72
Mexico,D. Villalpando,72
Iceland,V. Kjartansson,72
Hungary,D. Dibusz,72
China,Zhang Xizhe,72
Serbia,F. Mladenović,72
China,Cao Yunding,72
Germany,S. Griesbeck,72
Argentina,V. Aguilera,72
Argentina,N. Acevedo,72
Argentina,J. Lucero,72
Brazil,Jonathan Cafú,72
Argentina,C. Chimino,72
Argentina,L. Ramos,72
Argentina,D. Martínez,72
Argentina,G. Lanaro,72
Italy,A. Schenetti,72
Peru,P. Gallese,72
Paraguay,J. Moreira,72
Greece,M. Bakakis,72
Trinidad and Tobago,J. Jones,72
Argentina,D. Lemos,72
Brazil,Amilton,72
Brazil,Jorge Carvallinho,72
Brazil,Clayton Fildeiras,72
Brazil,Carleto Costinha,72
Brazil,Mauro Riboas,72
Brazil,Santi da Bruma,72
Brazil,Thiago Alminxa,72
Brazil,Cristian Lodeira,72
Brazil,Walter Silvieiro,72
Brazil,Josué da Feira,72
Brazil,Jonas Damasto,72
Brazil,Joshuando Sá,72
Brazil,Jeff Meirson,72
Brazil,Alexandre Frandeira,72
Brazil,Otávinho Vila,72
Brazil,Sandelas Júnior,72
Brazil,Timo Triano,72
Brazil,Pimentiscinho,72
Brazil,Vieiraldo Junior,72
Brazil,Porphirinho,72
Brazil,Alessinito,72
Brazil,Leordinho Paes,72
Brazil,Jairinhazo,72
Brazil,Jessé Ledeiro,72
Brazil,Adrián Burnabão,72
Brazil,Paulao Junqueiras,72
Brazil,Nilsito Vilela,72
Brazil,Hugo Rubiães,72
Brazil,Gustavo Sauer,72
Czech Republic,M. Frýdek,72
Argentina,G. Carabajal,72
Spain,Garrido,72
Brazil,Vágner Corraldo,72
Brazil,Rômulo Calsede,72
Argentina,C. Quintana,72
Brazil,Perdigão,72
Colombia,S. Hernández,72
Argentina,C. Bernardi,72
Brazil,Enzo Merques,72
Brazil,Marlion Simões,72
Ukraine,O. Karavaev,72
Brazil,Bebeto,72
Ukraine,S. Rybalka,72
Colombia,O. Fernández,72
Ecuador,J. Veria,72
Ecuador,B. Vendaza,72
France,W. Saliba,71
Spain,Riqui Puig,71
Argentina,G. Maroni,71
Brazil,Paulinho,71
France,J. Todibo,71
Brazil,Fernando,71
Croatia,A. Palaversa,71
France,I. Sissoko,71
North Macedonia,E. Elmas,71
Turkey,O. Kökçü,71
Portugal,Francisco Trincão,71
England,M. Clarke,71
Colombia,K. Balanta,71
England,D. Fry,71
Italy,G. Pezzella,71
Brazil,Evander,71
Austria,D. Maresic,71
France,B. Mbeumo,71
Brazil,Emerson,71
Scotland,J. Souttar,71
England,K. Grant,71
England,B. Godfrey,71
Scotland,G. Taylor,71
Spain,Lluis López,71
Brazil,Dodô,71
Denmark,V. Nelsson,71
England,E. Eze,71
Senegal,M. Wagué,71
Italy,R. Petretta,71
Netherlands,T. Malacia,71
Zambia,P. Daka,71
Colombia,A. Tello,71
Italy,F. Romagna,71
Netherlands,J. Bacuna,71
Russia,D. Barinov,71
Spain,Rafa Mir,71
Argentina,M. Valenzuela,71
Italy,C. Adjapong,71
Mexico,J. González,71
Cameroon,I. Ganago,71
Belgium,A. Saelemaekers,71
Croatia,N. Katić,71
Czech Republic,M. Sadílek,71
Scotland,C. Halkett,71
Spain,Manu García,71
Italy,M. Somma,71
Ivory Coast,V. Angban,71
Nigeria,T. Awoniyi,71
Russia,Z. Bakaev,71
Austria,K. Danso,71
Switzerland,M. Spielmann,71
Brazil,Bremer,71
Burkina Faso,H. Bandé,71
Greece,G. Bouzoukis,71
Ghana,J. Paintsil,71
Argentina,L. Vera,71
Spain,Álex Díez,71
Croatia,N. Moro,71
Portugal,Kikas,71
Brazil,Douglas Augusto,71
Poland,B. Kapustka,71
Argentina,L. Suárez,71
Argentina,E. Amor,71
Nigeria,S. Abdullahi,71
Germany,P. Köpke,71
Brazil,Matheus Pereira,71
Germany,N. Dorsch,71
England,J. Harrison,71
Netherlands,C. Eiting,71
Finland,F. Jensen,71
Italy,K. Bonifazi,71
Brazil,Guilherme Schettine,71
Colombia,D. Muñoz,71
Germany,J. Chabot,71
Argentina,J. Álvarez,71
France,S. Moutoussamy,71
Greece,M. Vrousai,71
England,H. Reed,71
Denmark,C. Nørgaard,71
United States,K. Acosta,71
England,J. Marriott,71
Slovakia,M. Valjent,71
Spain,David Raya,71
Senegal,R. Coly,71
Romania,F. Tănase,71
Argentina,J. Rodríguez,71
Belgium,O. Oularé,71
Romania,G. Pușcaș,71
France,O. Boscagli,71
Colombia,O. Estupiñán,71
Argentina,E. Remedi,71
Spain,Lazo,71
Argentina,J. Elías,71
Portugal,Diogo Gonçalves,71
Gambia,B. Trawally,71
Brazil,Lourency,71
Brazil,Murilo,71
Turkey,B. Özcan,71
Greece,A. Chatzigiovanis,71
Slovenia,L. Štulac,71
Croatia,K. Letica,71
Brazil,Luquinhas,71
Turkey,B. Alıcı,71
Ecuador,J. Valencia,71
Portugal,Rui Silva,71
England,L. Baker,71
Republic of Ireland,C. O'Dowda,71
Belgium,B. Guillaume,71
Cameroon,J. Castelletto,71
Spain,Gumbau,71
Austria,A. Schlager,71
Italy,M. Zaccagni,71
Colombia,M. Manotas,71
Portugal,Rúben Lameiras,71
South Korea,Hwang Hee Chan,71
France,J. Siebatcheu,71
Scotland,S. Findlay,71
Argentina,A. Castro,71
Belgium,D. Cools,71
Belgium,S. Amallah,71
Spain,Jordi Calavera,71
France,F. Centonze,71
Belgium,C. De Norre,71
Colombia,J. Lucumi,71
Spain,Miguelón,71
Denmark,R. Kristensen,71
France,I. Sacko,71
Ghana,L. Agbenyenu,71
Georgia,S. Lobjanidze,71
Georgia,O. Kiteishvili,71
Germany,H. Weydandt,71
Ecuador,B. Angulo,71
Mexico,A. Briseño,71
Germany,P. Bauer,71
England,R. Woods,71
Norway,A. Trondsen,71
Mexico,M. Pérez,71
Serbia,N. Ninković,71
Poland,P. Frankowski,71
Republic of Ireland,S. Maguire,71
Nigeria,P. Onuachu,71
Germany,D. Kinsombi,71
Germany,T. Kleindienst,71
Colombia,R. Loaiza,71
Austria,P. Mwene,71
Germany,J. Zimmer,71
Turkey,S. Uçan,71
Mexico,G. Lajud,71
Argentina,J. Ledesma,71
Argentina,J. Gómez,71
Argentina,G. Piovi,71
Finland,J. Pohjanpalo,71
Bosnia and Herzegovina,D. Milošević,71
France,L. Mousset,71
Mali,A. Traoré,71
Slovenia,P. Stojanović,71
United States,J. Morris,71
Canada,C. Larin,71
Spain,Brian Oliván,71
Germany,G. Prömel,71
Germany,G. Holtmann,71
Italy,F. Bandinelli,71
Spain,Jon Bautista,71
Argentina,M. Barbieri,71
Argentina,N. Leguizamón,71
Belgium,A. D'Alberto,71
Brazil,Artur,71
France,J. Lefort,71
Slovakia,M. Bero,71
DR Congo,M. Bokadi,71
Canada,M. Kaye,71
Japan,M. Okugawa,71
Uruguay,F. Gorriarán,71
Portugal,André Pereira,71
Austria,A. Vallci,71
Spain,Diego Caballo,71
Serbia,U. Ćosić,71
Finland,J. Joronen,71
Norway,O. Omoijuanfo,71
Italy,D. Bisoli,71
England,J. Murphy,71
England,K. Stewart,71
Sweden,M. Tanković,71
Brazil,Jonatan Lucca,71
Republic of Ireland,D. Lenihan,71
Norway,E. Hestad,71
Portugal,Tobias Figueiredo,71
Mexico,A. Zaldívar,71
Argentina,L. Villalba,71
Argentina,E. Godoy,71
England,J. Cooper,71
Mexico,J. Abella,71
Argentina,J. Arzura,71
South Korea,Kang Hyeon Mu,71
Argentina,L. Di Plácido,71
Germany,G. Jung,71
Algeria,H. Belkebla,71
France,A. Kamara,71
Netherlands,K. Ehizibue,71
Sweden,K. Mrabti,71
Germany,P. Stenzel,71
Guinea-Bissau,Nadjack,71
Thailand,C. Songkrasin,71
France,P. Burner,71
Japan,Y. Toyokawa,71
Austria,P. Haring,71
Kosovo,A. Rrahmani,71
Brazil,Vítor Tormena,71
Czech Republic,M. Hašek,71
France,E. Zelazny,71
Scotland,S. Bain,71
Australia,B. Wright,71
Turkey,T. Ciğerci,71
Republic of Ireland,C. Christie,71
Sweden,A. Milošević,71
Australia,A. Taggart,71
Sweden,C. Nyman,71
Germany,J. Blaswich,71
Mali,I. Tandia,71
Czech Republic,O. Petrák,71
Brazil,Adryan,71
Spain,Ruiz de Galarreta,71
Honduras,A. Lozano,71
Italy,L. Antei,71
England,J. Price,71
England,J. Wallace,71
Brazil,Marcos Júnior,71
Germany,M. Schuhen,71
Serbia,F. Malbašić,71
Germany,T. Pledl,71
Chile,A. Henríquez,71
Netherlands,R. Kishna,71
Peru,A. Callens,71
Germany,S. Kerk,71
France,J. Cabot,71
Libya,I. Tajouri-Shradi,71
Brazil,Bressan,71
Colombia,R. Carrascal,71
Colombia,J. Rodríguez,71
Chile,M. Rodríguez,71
Chile,A. Sagal,71
Argentina,F. Pizzini,71
Germany,P. Mainka,71
Serbia,A. Pantic,71
Colombia,H. Palacios,71
France,J. Gradit,71
Ivory Coast,W. Kanon,71
Argentina,J. Cabral,71
Germany,L. Zingerle,71
Germany,B. Schmitz,71
Netherlands,W. Hahn,71
Argentina,G. Bettini,71
Portugal,Afonso Figueiredo,71
Portugal,Carraça,71
Denmark,E. Berggreen,71
Netherlands,J. de Wijs,71
France,Y. Barbet,71
Argentina,E. Burgos,71
United States,S. Davis,71
Argentina,J. Galván,71
Germany,H. Wahl,71
Bosnia and Herzegovina,J. Šimunović,71
Japan,W. Endo,71
Japan,R. Oshima,71
France,G. Fofana,71
France,Y. Salmier,71
Portugal,Artur Jorge,71
Romania,B. Țîru,71
Greece,P. Tsintotas,71
Uruguay,J. Arias,71
Greece,D. Kolovetsios,71
Ecuador,A. Preciado,71
Croatia,B. Barišić,71
Brazil,Felipe Curcio,71
Brazil,Fernando Andrade,71
Portugal,João Lucas,71
Croatia,F. Mrzljak,71
Argentina,P. Cucchi,71
Georgia,G. Makaridze,71
England,H. Dean,71
England,D. Batth,71
Denmark,K. Zohore,71
Spain,Raúl Lizoain,71
United States,S. Lletget,71
DR Congo,B. Afobe,71
United States,B. Wood,71
Spain,Javier Espinosa,71
Netherlands,S. van de Streek,71
Nigeria,S. Ajayi,71
Italy,F. Ceccherini,71
Italy,P. Faragò,71
South Korea,Koo Ja Ryong,71
Argentina,L. Galeano,71
Mali,A. Niane,71
Switzerland,S. Decarli,71
Mexico,R. López,71
Brazil,Helton Leite,71
Argentina,M. Herrera,71
Chile,S. Silva,71
Turkey,A. Çalık,71
Argentina,N. Oroz,71
Turkey,A. Oğuz,71
Central African Republic,C. Yambéré,71
South Korea,Kim Seung Joon,71
Bosnia and Herzegovina,R. Bajić,71
Brazil,Jadson,71
Iran,M. Mohammadi,71
England,J. Bostock,71
Mexico,H. González,71
Czech Republic,V. Kadlec,71
Germany,J. Kirchhoff,71
Germany,L. Thy,71
Austria,J. Siebenhandl,71
England,T. Lees,71
Guinea-Bissau,Pelé,71
Spain,Dani Jiménez,71
France,M. Peybernès,71
England,D. Burn,71
Germany,C. Avevor,71
Czech Republic,J. Zelený,71
Greece,K. Lamprou,71
Zimbabwe,T. Darikwa,71
Netherlands,M. te Wierik,71
Poland,B. Pawłowski,71
England,T. Barkhuizen,71
Norway,G. Wikheim,71
Spain,Erik Morán,71
Sweden,A. Khalili,71
Brazil,William,71
Australia,J. Risdon,71
Bosnia and Herzegovina,O. Vranješ,71
Serbia,U. Đerić,71
Italy,M. Bianchetti,71
Slovenia,L. Krajnc,71
Brazil,Dener,71
Italy,P. Terracciano,71
Sweden,I. Kiese Thelin,71
Germany,S. Dursun,71
Argentina,F. Fragapane,71
DR Congo,J. Botaka,71
Italy,S. Longo,71
Germany,L. Kübler,71
Sweden,S. Hedlund,71
Sweden,S. Holmén,71
Chile,S. Magnasco,71
Germany,D. Linsmayer,71
Mexico,L. Quintana,71
Egypt,M. Alaa,71
Costa Rica,F. Calvo,71
South Korea,Kim Jin Su,71
Finland,R. Schüller,71
Colombia,M. Cuero,71
Argentina,L. Díaz,71
Argentina,J. Garro,71
Argentina,E. Rescaldani,71
Argentina,M. Meli,71
Argentina,F. Mussis,71
England,J. Hugill,71
Argentina,J. Correa,71
South Korea,Son Jun Ho,71
Russia,R. Mirzov,71
Argentina,L. Hoyos,71
Argentina,W. Montoya,71
Brazil,Eber Bessa,71
Austria,K. Kerschbaumer,71
Chile,J. Meneses,71
Japan,S. Doi,71
Brazil,Neris,71
Spain,Alberto Benito,71
Brazil,Ângelo Neto,71
Norway,B. Johnsen,71
Romania,C. Ganea,71
Ukraine,Y. Makarenko,71
Romania,N. Bancu,71
United Arab Emirates,K. Eissa,71
Uruguay,A. Espino,71
United States,N. Rimando,71
United States,T. Howard,71
Sweden,J. Wiland,71
Belgium,O. Deschacht,71
Belgium,I. de Camargo,71
Denmark,J. Poulsen,71
Turkey,A. Turan,71
Iceland,E. Hallfreðsson,71
Austria,M. Liendl,71
Argentina,G. Lux,71
Slovenia,B. Cesar,71
Belgium,F. Boeckx,71
Uruguay,S. Silva,71
Scotland,D. Marshall,71
Argentina,C. Araujo,71
Argentina,J. Gutiérrez,71
Turkey,M. Demir,71
Turkey,E. Albayrak,71
Spain,Tito,71
Spain,Seoane,71
Spain,Susaeta,71
Italy,M. Stefani,71
Germany,M. Caligiuri,71
France,J. Perbet,71
Norway,A. Tettey,71
Romania,A. Mureșan,71
Romania,C. Săpunaru,71
Germany,P. Pentke,71
Scotland,C. Berra,71
Cameroon,A. Song,71
Germany,U. Hünemeier,71
Argentina,C. Campestrini,71
Germany,T. Kessler,71
France,J. Ménez,71
Paraguay,N. Ortigoza,71
Argentina,E. Culio,71
Netherlands,R. Pasveer,71
Scotland,P. Gallagher,71
Republic of Ireland,R. Keogh,71
Belgium,G. Gillet,71
England,D. Graham,71
Nigeria,C. Obasi,71
Australia,A. Federici,71
Republic of Ireland,G. Dicker,71
Argentina,F. Gago,71
Mexico,J. Torres Nilo,71
Denmark,N. Bendtner,71
Eritrea,H. Goitom,71
Spain,Carmona,71
Austria,M. Madl,71
Netherlands,U. Emanuelson,71
Italy,M. Ardemagni,71
Italy,M. Mancosu,71
Italy,D. Dessena,71
Italy,A. Barillà,71
China,Feng Xiaoting,71
Belgium,K. Steppe,71
United States,S. Kljestan,71
South Korea,Jung Sung Ryong,71
Mexico,J. Domínguez,71
France,L. Baal,71
Italy,A. Matri,71
Belgium,T. Derijck,71
Mexico,F. Rodríguez,71
Italy,A. Costa,71
Senegal,R. Faty,71
Belgium,R. Boffin,71
Scotland,C. Mulgrew,71
Argentina,J. García,71
Belgium,B. Capon,71
Brazil,William,71
England,T. Elphick,71
Czech Republic,A. Hloušek,71
Sweden,A. Gerndt,71
Brazil,Léo Silva,71
Republic of Ireland,S. Williams,71
China,Zeng Cheng,71
Brazil,Denis,71
New Zealand,K. Barbarouses,71
Switzerland,G. Berardi,71
Australia,R. Kruse,71
Albania,M. Mavraj,71
Tunisia,Y. Benalouane,71
Colombia,D. González,71
Congo,P. Oniangué,71
Portugal,Rui Fonte,71
Italy,E. Terranova,71
England,M. Waghorn,71
Argentina,C. Yacob,71
France,J. Faussurier,71
Colombia,B. Angulo,71
Belgium,N. De Pauw,71
South Korea,Go Yo Han,71
Germany,O. Şişmanoğlu,71
Scotland,J. Rhodes,71
Spain,Antoñito,71
Slovakia,D. Kuciak,71
Uruguay,E. Conde,71
Netherlands,S. de Jong,71
Serbia,F. Đorđević,71
United States,G. Cameron,71
Spain,Raúl Fernández,71
Netherlands,A. Jansen,71
Mexico,O. Alanís,71
Mexico,L. Fuentes,71
Czech Republic,O. Čelůstka,71
Ukraine,A. Kravets,71
Scotland,J. McLaughlin,71
Norway,A. Diomande,71
England,G. Friend,71
Brazil,Felipe,71
Netherlands,R. van La Parra,71
England,M. Morrison,71
Argentina,A. Costa,71
France,G. Belaud,71
Germany,S. Burchert,71
Scotland,J. Murphy,71
Argentina,M. Caire,71
Turkey,T. Torun,71
Italy,G. Angella,71
Chile,C. Toselli,71
Italy,G. Litteri,71
England,N. Baker,71
Argentina,A. Nahuelpan,71
Ghana,H. Afful,71
Poland,B. Salamon,71
Guinea,B. Koita,71
Italy,G. Scognamiglio,71
Netherlands,M. van der Werff,71
Serbia,D. Sorgić,71
Ghana,A. Tetteh,71
Mali,M. Samassa,71
Tunisia,K. Laribi,71
Poland,J. Gol,71
Austria,S. Hierländer,71
Argentina,D. Villalva,71
Denmark,H. Dalsgaard,71
Portugal,Camora,71
South Korea,Park Joo Ho,71
Spain,Botía,71
South Korea,Kim Shin Wook,71
Brazil,Júnior Dutra,71
Brazil,Welinton,71
Spain,Bóveda,71
Nigeria,N. Obiora,71
Argentina,M. Formica,71
Spain,Fontàs,71
France,M. Barthelmé,71
Portugal,David Simão,71
Russia,E. Prib,71
Algeria,W. Mesloub,71
Mexico,O. Jiménez,71
France,A. Gonçalves,71
Venezuela,C. Santos,71
England,S. Malone,71
Madagascar,L. Nomenjanahary,71
Angola,Fredy,71
England,S. Hutchinson,71
Argentina,M. Coronel,71
Portugal,M. Correia,71
Spain,Osmar,71
England,J. Colback,71
Austria,A. Weimann,71
Germany,C. Moritz,71
Italy,L. Marrone,71
Chile,G. Jara,71
Hungary,R. Varga,71
Portugal,Edgar Costa,71
Italy,M. Faraoni,71
Colombia,S. Motta,71
Senegal,I. Baldé,71
Egypt,A. El Said,71
Italy,J. Sala,71
Portugal,Ivo Pinto,71
Senegal,P. Djilobodji,71
Morocco,M. Bourabia,71
Republic of Ireland,J. McClean,71
Serbia,N. Đurđić,71
Spain,Rodri,71
Germany,J. Hochscheidt,71
Sweden,A. Tinnerholm,71
Serbia,D. Lekić,71
South Africa,K. Mokotjo,71
South Korea,Hong Chul,71
South Korea,Yun Young Sun,71
Albania,A. Abrashi,71
South Korea,Hwang Il Soo,71
Spain,Joselu,71
Albania,B. Balaj,71
Mexico,J. Sánchez,71
Portugal,Jorge Teixeira,71
Argentina,M. Torsiglieri,71
Turkey,M. Yumlu,71
Morocco,Z. Bergdich,71
Spain,Timor,71
Austria,P. Pervan,71
England,J. Paterson,71
China,Zhang Linpeng,71
Turkey,S. Aydoğdu,71
France,M. Colin,71
Denmark,K. Kusk,71
Spain,Kike Márquez,71
Colombia,C. Quintero,71
Hungary,M. Pátkai,71
Spain,Alejandro Rodríguez,71
Norway,A. Søderlund,71
Japan,A. Ienaga,71
Argentina,J. Fernández,71
Germany,S. Zoller,71
South Korea,Lee Seung Gi,71
Turkey,Z. Erdal,71
England,T. Carroll,71
Germany,K. Müller,71
South Africa,H. Kekana,71
Paraguay,D. Lezcano,71
Spain,Cristian Herrera,71
Portugal,Diogo Figueiras,71
Ecuador,G. Achilier,71
Senegal,P. Diamanka,71
Germany,T. Weilandt,71
Portugal,Rafael Lopes,71
Austria,S. Schwab,71
Mexico,R. Baca,71
Spain,David Ferreiro,71
Brazil,Marcelo,71
Chile,G. Espinoza,71
Portugal,André Sousa,71
Uruguay,D. Texeira,71
Croatia,D. Đoković,71
North Macedonia,E. Alioski,71
Italy,J. Dezi,71
Sweden,M. Antonsson,71
Romania,C. Bălgrădean,71
Australia,A. Giannou,71
Tunisia,S. Ben Youssef,71
United States,D. Dwyer,71
South Korea,Kim In Seong,71
Croatia,I. Runje,71
Germany,R. Himmelmann,71
Germany,E. Valentini,71
Comoros,Y. M'Changama,71
Italy,L. Lollo,71
Slovakia,E. Pačinda,71
Australia,C. Goodwin,71
Portugal,Hélder Lopes,71
Japan,H. Kiyotake,71
Hungary,G. Lovrencsics,71
Uruguay,M. Abero,71
Norway,H. Aleesami,71
Brazil,Elsinho,71
Argentina,A. Rojas,71
Uruguay,M. Goicoechea,71
Kosovo,B. Kololli,71
Romania,A. Chipciu,71
Romania,D. Nistor,71
France,R. Philippoteaux,71
France,W. Dutoit,71
Iceland,R. Sigurjónsson,71
Uruguay,M. Cabrera,71
Costa Rica,B. Acosta,71
Colombia,Y. Candelo,71
Colombia,E. Perlaza,71
Colombia,J. Pérez,71
Colombia,A. Rodríguez,71
Colombia,M. Piedrahita,71
Colombia,F. Díaz,71
Argentina,L. Barrera,71
Chile,P. Rubio,71
Argentina,C. Riaño,71
Argentina,G. Verón,71
Argentina,L. Albertengo,71
Mexico,E. García,71
Paraguay,P. Velázquez,71
Argentina,S. Torrico,71
Chile,C. Pinares,71
Spain,Cristian López,71
Portugal,Alex Soares,71
Japan,M. Morishige,71
Argentina,G. Toledo,71
Turkey,Y. Erdoğan,71
Brazil,Rafael Costa,71
Argentina,A. Farías,71
Spain,Jesús Imaz,71
Uruguay,J. Cabrera,71
Poland,T. Romanczuk,71
Argentina,N. Leyes,71
South Africa,R. Mphahlele,71
Argentina,F. Sambueza,71
France,F. Sotoca,71
Netherlands,H. Veerman,71
Portugal,Edu Machado,71
Argentina,J. Benítez,71
South Korea,Moon Seon Min,71
Brazil,Heitor Gesse,71
Brazil,Alam Araújo,71
Brazil,Alex das Freitas,71
Brazil,Adeilson Gesser,71
Brazil,Heltinho Melo,71
Brazil,Emerson Avintes,71
Brazil,Eltildo Bessa,71
Brazil,André Milazisco,71
Brazil,Wiliam Santinho,71
Brazil,Wagner Orsinho,71
Brazil,Luisinho Conradi,71
Brazil,Tramontinaldo,71
Brazil,Silvosinho,71
Brazil,Tony Muttinho,71
Brazil,Pombaxinho,71
Brazil,Heitinho Zanon,71
Brazil,Allison Sireo,71
Brazil,Miltisco Paulino,71
Brazil,Tiago Pombeira,71
Brazil,Paulolettinho,71
Brazil,Nascimentardo,71
Brazil,Saberto Botelho,71
Japan,Y. Kashiwa,71
Japan,H. Abe,71
Argentina,G. Acosta,71
Argentina,F. Sbuttoni,71
Japan,K. Higashi,71
Brazil,Júnior Morais,71
Brazil,Nathael Silbeira,71
Brazil,Eduardo Fonseira,71
Denmark,M. Rygaard,71
Morocco,O. El Hajjam,71
Brazil,Jorge Fellipe,71
Argentina,N. Gorosito,71
Croatia,M. Pajač,71
Ukraine,Y. Shakhov,71
Colombia,J. Mosquera,71
Brazil,Luisinho,71
France,K. Fortuné,71
Brazil,João Bardinho,71
Brazil,Martin Cordeia,71
Brazil,Marlion Rolim,71
Brazil,Túlio Sandoiro,71
Costa Rica,D. Guzman,71
Slovakia,R. Procházka,71
Romania,L. Filip,71
Argentina,P. De la Vega,70
Japan,T. Kubo,70
Italy,A. Pinamonti,70
England,M. Gibbs-White,70
Netherlands,M. Boadu,70
Ivory Coast,H. Traorè,70
Argentina,C. Ferreira,70
Venezuela,J. Hurtado,70
Czech Republic,A. Hložek,70
Israel,M. Solomon,70
Switzerland,R. Vargas,70
Ecuador,G. Plata,70
Sweden,M. Svanberg,70
Poland,R. Gumny,70
Portugal,Rúben Vinagre,70
Italy,E. Brignola,70
Germany,A. Barkok,70
France,A. Tchouaméni,70
Belgium,F. Amuzu,70
Belgium,I. Openda,70
Portugal,Miguel Luís,70
Portugal,Romário Baró,70
England,K. Dowell,70
Portugal,Diogo Costa,70
Japan,H. Abe,70
Netherlands,L. Reis,70
Brazil,Rogério,70
Germany,L. Maina,70
Slovenia,J. Bijol,70
DR Congo,S. Wamangituka,70
Wales,T. Roberts,70
Paraguay,B. Riveros,70
Germany,D. Geiger,70
Italy,M. Varnier,70
United States,R. Cannon,70
Iceland,A. Sigurðsson,70
North Korea,Han Kwang Song,70
Greece,K. Mavropanos,70
Croatia,K. Bistrović,70
Germany,A. Fein,70
Portugal,Luís Maximiano,70
Ukraine,V. Mykolenko,70
Mexico,E. Aguirre,70
Spain,Rodri Tarín,70
Albania,R. Manaj,70
Netherlands,M. van Bergen,70
Argentina,C. Bravo,70
Argentina,K. Mac Allister,70
Russia,A. Maksimenko,70
Germany,M. Schubert,70
France,A. Bernede,70
Spain,Nolaskoain,70
Argentina,T. Belmonte,70
United States,K. Parks,70
Colombia,J. Campuzano,70
Belgium,S. Bornauw,70
Brazil,Jean Lucas,70
England,R. Henry,70
England,D. Solanke,70
Italy,A. Cistana,70
England,E. Konsa,70
Spain,Fran Villalba,70
France,J. Makengo,70
France,R. Pierre-Gabriel,70
Gambia,B. Jatta,70
Slovakia,L. Bénes,70
Mali,M. Fofana,70
Russia,I. Zlobin,70
France,A. Nordin,70
Ivory Coast,H. Maïga,70
Nigeria,O. Okwonkwo,70
Ukraine,V. Kravets,70
Austria,M. Friedl,70
Argentina,N. Barrios,70
Argentina,G. Carrasco,70
Spain,Jordi Mboula,70
Turkey,Y. Çetin,70
Italy,G. Magnani,70
Spain,Alex López,70
Turkey,G. Yalçın,70
Serbia,L. Randjelovic,70
Mexico,G. Sandoval,70
Chile,J. Fuentes,70
Chile,P. Galdames,70
France,O. Kemen,70
France,F. Honorat,70
England,J. Stacey,70
Cameroon,W. Kaptoum,70
Colombia,G. Banguera,70
Ukraine,M. Matvienko,70
England,J. Worrall,70
England,J. Clarke-Salter,70
Hungary,D. Sallói,70
Mexico,C. Acevedo,70
Germany,S. Özcan,70
Italy,F. Depaoli,70
Russia,A. Guliev,70
France,E. Owusu,70
Venezuela,S. Córdova,70
Slovakia,N. Špalek,70
Romania,A. Cicâldău,70
Zambia,E. Mwepu,70
Argentina,N. Pérez,70
Croatia,T. Borevković,70
Serbia,I. Zlatanović,70
England,I. Brown,70
Finland,G. Kamara,70
Northern Ireland,P. McNair,70
Italy,G. Moncini,70
Iceland,R. Rúnarsson,70
England,J. Williams,70
Germany,M. Wittek,70
Serbia,V. Milinković-Savić,70
England,K. Palmer,70
Denmark,M. Duelund,70
England,M. Cash,70
Argentina,A. Batalla,70
Sweden,J. Andersson,70
Argentina,B. Mansilla,70
Zimbabwe,T. Kadewere,70
Spain,Joan Sastre,70
Belgium,E. Cobbaut,70
Argentina,D. Batallini,70
Argentina,J. Andrada,70
Russia,R. Zhemaletdinov,70
Nigeria,N. Sarenren Bazee,70
Netherlands,P. Sandler,70
Portugal,Benny,70
Belgium,W. Faes,70
Spain,Koke Vegas,70
Argentina,T. Guidara,70
United States,J. Ebobisse,70
United States,J. Yueill,70
Argentina,C. Spinelli,70
Spain,Olabe,70
Ivory Coast,K. Dabila,70
Serbia,F. Manojlović,70
Brazil,Gabrielzinho,70
Serbia,N. Maraš,70
Cape Verde,Vagner,70
Bosnia and Herzegovina,A. Gojak,70
France,B. Dia,70
Uruguay,C. Oliva,70
Spain,Villalibre,70
Portugal,Joel Pereira,70
Argentina,T. Martínez,70
Colombia,C. Higuita,70
Chile,M. Bolados,70
Argentina,A. Werner,70
Scotland,L. Henderson,70
Spain,Iván Rodríguez,70
England,R. Aarons,70
Slovakia,M. Rodák,70
Netherlands,K. Diks,70
Wales,C. Roberts,70
Chile,I. Jeraldino,70
Germany,F. Platte,70
Argentina,N. Tripichio,70
France,K. N'Doram,70
Germany,L. Klünter,70
Switzerland,F. Kamberi,70
Netherlands,M. Verrips,70
France,R. Del Castillo,70
Belgium,A. Castro-Montes,70
Switzerland,S. Campo,70
Mexico,C. Rodríguez,70
Argentina,P. Cuadra,70
Iceland,A. Guðmundsson,70
Spain,Gorosabel,70
Tunisia,M. Dräger,70
Nigeria,J. Igbekeme,70
Greece,C. Donis,70
Australia,A. Mabil,70
England,A. Mowatt,70
Denmark,M. Ingvartsen,70
Portugal,Tomás Podstawski,70
Poland,M. Helik,70
Ghana,C. Aboagye,70
Gambia,B. Sanneh,70
Romania,M. Bălașa,70
Chile,R. Echeverría,70
England,R. Burke,70
Kosovo,D. Avdijaj,70
Norway,M. Thorsby,70
Turkey,O. Çağlayan,70
Spain,Sergi Canós,70
France,A. Lusamba,70
England,S. Cosgrove,70
France,Z. Machach,70
Sweden,O. Linnér,70
Uruguay,J. Báez,70
Argentina,E. Rolón,70
Mexico,B. Garnica,70
Spain,José Arnáiz,70
Colombia,S. Mosquera,70
Germany,R. Bormuth,70
Spain,Luis Pérez,70
