season,team,cluster
2020,Purdue,2
2020,Rice,9
2020,Rutgers,2
2020,San Diego State,3
2020,San Jose State,3
2020,South Alabama,5
2020,South Carolina,1
2020,South Florida,4
2020,Southern California,12
2020,Southern Methodist,4
2020,Southern Mississippi,9
2020,Stanford,8
2020,Syracuse,0
2020,Temple,4
2020,Tennessee,1
2020,Texas,6
2020,Texas A&M,1
2020,Texas Christian,6
2020,Texas State,5
2020,Texas Tech,6
2020,Texas-El Paso,9
2020,Texas-San Antonio,9
2020,Toledo,10
2020,Troy,5
2020,Tulane,4
2020,Tulsa,4
2020,UCLA,12
2020,Utah,8
2020,Utah State,3
2020,Vanderbilt,1
2020,Virginia,0
2020,Virginia Tech,0
2020,Wake Forest,0
2020,Washington,8
2020,Washington State,8
2020,West Virginia,6
2020,Western Kentucky,7
2020,Western Michigan,10
2020,Wisconsin,2
2020,Wyoming,3
2021,Air Force,2
2021,Akron,3
2021,Alabama,9
2021,Alabama-Birmingham,0
2021,Appalachian State,5
2021,Arizona,1
2021,Arizona State,1
2021,Arkansas,9
2021,Arkansas State,5
2021,Army,7
2021,Auburn,9
2021,Ball State,3
2021,Baylor,6
2021,Boise State,2
2021,Boston College,7
2021,Bowling Green,3
2021,Brigham Young,1
2021,Buffalo,3
2021,California,1
2021,Central Florida,4
2021,Central Michigan,3
2021,Charlotte,0
2021,Cincinnati,4
2021,Clemson,7
2021,Coastal Carolina,5
2021,Colorado,1
2021,Colorado State,2
2021,Connecticut,7
2021,Duke,8
2021,East Carolina,4
2021,Eastern Michigan,3
2021,Florida,10
2021,Florida Atlantic,0
2021,Florida International,0
2021,Florida State,7
2021,Fresno State,2
2021,Georgia,10
2021,Georgia Southern,5
2021,Georgia State,5
2021,Georgia Tech,8
2021,Hawaii,2
2021,Houston,4
2021,Illinois,11
2021,Indiana,12
2021,Iowa,11
2021,Iowa State,6
2021,Kansas,6
2021,Kansas State,6
2021,Kent State,3
2021,Kentucky,10
2021,Liberty,0
2021,Louisiana,5
2021,Louisiana State,9
2021,Louisiana Tech,0
2021,Louisiana-Monroe,5
2021,Louisville,7
2021,Marshall,0
2021,Maryland,12
2021,Massachusetts,7
2021,Memphis,4
2021,Miami (FL),8
2021,Miami (OH),3
2021,Michigan,12
2021,Michigan State,12
2021,Middle Tennessee State,0
2021,Minnesota,11
2021,Mississippi,9
2021,Mississippi State,9
2021,Missouri,10
2021,Navy,4
2021,Nebraska,11
2021,Nevada,2
2021,Nevada-Las Vegas,2
2021,New Mexico,2
2021,New Mexico State,2
2021,North Carolina,8
2021,North Carolina State,7
2021,North Texas,0
2021,Northern Illinois,3
2021,Northwestern,11
2021,Notre Dame,8
2021,Ohio,3
2021,Ohio State,12
2021,Oklahoma,6
2021,Oklahoma State,6
2021,Old Dominion,0
2021,Oregon,1
2021,Oregon State,1
2021,Penn State,12
2021,Pittsburgh,8
2021,Purdue,11
2021,Rice,0
2021,Rutgers,12
2021,San Diego State,2
2021,San Jose State,2
2021,South Alabama,5
2021,South Carolina,10
2021,South Florida,4
2021,Southern California,1
2021,Southern Methodist,4
2021,Southern Mississippi,0
2021,Stanford,1
2021,Syracuse,7
2021,Temple,4
2021,Tennessee,10
2021,Texas,6
2021,Texas A&M,9
2021,Texas Christian,6
2021,Texas State,5
2021,Texas Tech,6
2021,Texas-El Paso,0
2021,Texas-San Antonio,0
2021,Toledo,3
2021,Troy,5
2021,Tulane,4
2021,Tulsa,4
2021,UCLA,1
2021,Utah,1
2021,Utah State,2
2021,Vanderbilt,10
2021,Virginia,8
2021,Virginia Tech,8
2021,Wake Forest,7
2021,Washington,1
2021,Washington State,1
2021,West Virginia,6
2021,Western Kentucky,0
2021,Western Michigan,3
2021,Wisconsin,11
2021,Wyoming,2
2022,Air Force,2
2022,Akron,3
2022,Alabama,9
2022,Alabama-Birmingham,5
2022,Appalachian State,8
2022,Arizona,4
2022,Arizona State,4
2022,Arkansas,9
2022,Arkansas State,11
2022,Army,8
2022,Auburn,9
2022,Ball State,3
2022,Baylor,7
2022,Boise State,2
2022,Boston College,0
2022,Bowling Green,3
2022,Brigham Young,2
2022,Buffalo,3
2022,California,4
2022,Central Florida,6
2022,Central Michigan,3
2022,Charlotte,5
2022,Cincinnati,6
2022,Clemson,0
2022,Coastal Carolina,8
2022,Colorado,4
2022,Colorado State,2
2022,Connecticut,0
2022,Duke,0
2022,East Carolina,6
2022,Eastern Michigan,3
2022,Florida,10
2022,Florida Atlantic,5
2022,Florida International,5
2022,Florida State,0
2022,Fresno State,2
2022,Georgia,10
2022,Georgia Southern,8
2022,Georgia State,8
2022,Georgia Tech,0
2022,Hawaii,2
2022,Houston,6
2022,Illinois,1
2022,Indiana,1
2022,Iowa,1
2022,Iowa State,7
2022,James Madison,8
2022,Kansas,7
2022,Kansas State,7
2022,Kent State,3
2022,Kentucky,10
2022,Liberty,0
2022,Louisiana,11
2022,Louisiana State,9
2022,Louisiana Tech,5
2022,Louisiana-Monroe,11
2022,Louisville,0
2022,Marshall,8
2022,Maryland,1
2022,Massachusetts,3
2022,Memphis,6
2022,Miami (FL),0
2022,Miami (OH),3
2022,Michigan,1
2022,Michigan State,1
2022,Middle Tennessee State,5
2022,Minnesota,1
2022,Mississippi,9
2022,Mississippi State,9
2022,Missouri,10
2022,Navy,6
2022,Nebraska,1
2022,Nevada,2
2022,Nevada-Las Vegas,2
2022,New Mexico,2
2022,New Mexico State,2
2022,North Carolina,0
2022,North Carolina State,0
2022,North Texas,5
2022,Northern Illinois,3
2022,Northwestern,1
2022,Notre Dame,0
2022,Ohio,3
2022,Ohio State,1
2022,Oklahoma,7
2022,Oklahoma State,7
2022,Old Dominion,8
2022,Oregon,4
2022,Oregon State,4
2022,Penn State,1
2022,Pittsburgh,0
2022,Purdue,1
2022,Rice,5
2022,Rutgers,1
2022,San Diego State,2
2022,San Jose State,2
2022,South Alabama,11
2022,South Carolina,10
2022,South Florida,6
2022,Southern California,4
2022,Southern Methodist,6
2022,Southern Mississippi,11
2022,Stanford,4
2022,Syracuse,0
2022,Temple,6
2022,Tennessee,10
2022,Texas,7
2022,Texas A&M,9
2022,Texas Christian,7
2022,Texas State,11
2022,Texas Tech,7
2022,Texas-El Paso,5
2022,Texas-San Antonio,5
2022,Toledo,3
2022,Troy,11
2022,Tulane,6
2022,Tulsa,6
2022,UCLA,4
2022,Utah,4
2022,Utah State,2
2022,Vanderbilt,10
2022,Virginia,0
2022,Virginia Tech,0
2022,Wake Forest,0
2022,Washington,4
2022,Washington State,4
2022,West Virginia,7
2022,Western Kentucky,5
2022,Western Michigan,3
2022,Wisconsin,1
2022,Wyoming,2
2023,Air Force,5
2023,Akron,4
2023,Alabama,8
2023,Alabama-Birmingham,2
2023,Appalachian State,9
2023,Arizona,11
2023,Arizona State,11
2023,Arkansas,8
2023,Arkansas State,7
2023,Army,7
2023,Auburn,8
2023,Ball State,4
2023,Baylor,1
2023,Boise State,5
2023,Boston College,0
2023,Bowling Green,4
2023,Brigham Young,1
2023,Buffalo,4
2023,California,12
2023,Central Florida,1
2023,Central Michigan,4
2023,Charlotte,2
2023,Cincinnati,1
2023,Clemson,0
2023,Coastal Carolina,9
2023,Colorado,11
2023,Colorado State,5
2023,Connecticut,0
2023,Duke,0
2023,East Carolina,2
2023,Eastern Michigan,4
2023,Florida,10
2023,Florida Atlantic,2
2023,Florida International,6
2023,Florida State,0
2023,Fresno State,5
2023,Georgia,10
2023,Georgia Southern,9
2023,Georgia State,9
2023,Georgia Tech,0
2023,Hawaii,5
2023,Houston,1
2023,Illinois,3
2023,Indiana,3
2023,Iowa,3
2023,Iowa State,1
2023,Jacksonville State,6
2023,James Madison,9
2023,Kansas,1
2023,Kansas State,1
2023,Kent State,4
2023,Kentucky,10
2023,Liberty,6
2023,Louisiana,7
2023,Louisiana State,8
2023,Louisiana Tech,6
2023,Louisiana-Monroe,7
2023,Louisville,0
2023,Marshall,9
2023,Maryland,3
2023,Massachusetts,4
2023,Memphis,2
2023,Miami (FL),0
2023,Miami (OH),4
2023,Michigan,3
2023,Michigan State,3
2023,Middle Tennessee State,6
2023,Minnesota,3
2023,Mississippi,8
2023,Mississippi State,8
2023,Missouri,10
2023,Navy,2
2023,Nebraska,3
2023,Nevada,5
2023,Nevada-Las Vegas,5
2023,New Mexico,5
2023,New Mexico State,6
2023,North Carolina,0
2023,North Carolina State,0
2023,North Texas,2
2023,Northern Illinois,4
2023,Northwestern,3
2023,Notre Dame,0
2023,Ohio,4
2023,Ohio State,3
2023,Oklahoma,1
2023,Oklahoma State,1
2023,Old Dominion,9
2023,Oregon,12
2023,Oregon State,12
2023,Penn State,3
2023,Pittsburgh,0
2023,Purdue,3
2023,Rice,2
2023,Rutgers,3
2023,Sam Houston,6
2023,San Diego State,5
2023,San Jose State,5
2023,South Alabama,7
2023,South Carolina,10
2023,South Florida,2
2023,Southern California,11
2023,Southern Methodist,2
2023,Southern Mississippi,7
2023,Stanford,12
2023,Syracuse,0
2023,Temple,2
2023,Tennessee,10
2023,Texas,1
2023,Texas A&M,8
2023,Texas Christian,1
2023,Texas State,7
2023,Texas Tech,1
2023,Texas-El Paso,6
2023,Texas-San Antonio,2
2023,Toledo,4
2023,Troy,7
2023,Tulane,2
2023,Tulsa,2
2023,UCLA,11
2023,Utah,11
2023,Utah State,5
2023,Vanderbilt,10
2023,Virginia,0
2023,Virginia Tech,0
2023,Wake Forest,0
2023,Washington,12
2023,Washington State,12
2023,West Virginia,1
2023,Western Kentucky,6
2023,Western Michigan,4
2023,Wisconsin,3
2023,Wyoming,5
2024,Air Force,4
2024,Akron,5
2024,Alabama,8
2024,Alabama-Birmingham,2
2024,Appalachian State,3
2024,Arizona,1
2024,Arizona State,1
2024,Arkansas,9
2024,Arkansas State,3
2024,Army,2
2024,Auburn,8
2024,Ball State,5
2024,Baylor,1
2024,Boise State,4
2024,Boston College,6
2024,Bowling Green,5
2024,Brigham Young,1
2024,Buffalo,5
2024,California,7
2024,Central Florida,1
2024,Central Michigan,5
2024,Charlotte,2
2024,Cincinnati,1
2024,Clemson,6
2024,Coastal Carolina,3
2024,Colorado,1
2024,Colorado State,4
2024,Connecticut,2
2024,Duke,7
2024,East Carolina,2
2024,Eastern Michigan,5
2024,Florida,9
2024,Florida Atlantic,2
2024,Florida International,10
2024,Florida State,7
2024,Fresno State,4
2024,Georgia,9
2024,Georgia Southern,3
2024,Georgia State,3
2024,Georgia Tech,7
2024,Hawaii,4
2024,Houston,1
2024,Illinois,0
2024,Indiana,0
2024,Iowa,0
2024,Iowa State,1
2024,Jacksonville State,11
2024,James Madison,3
2024,Kansas,1
2024,Kansas State,1
2024,Kennesaw State,10
2024,Kent State,5
2024,Kentucky,9
2024,Liberty,10
2024,Louisiana,3
2024,Louisiana State,8
2024,Louisiana Tech,11
2024,Louisiana-Monroe,3
2024,Louisville,6
2024,Marshall,3
2024,Maryland,0
2024,Massachusetts,5
2024,Memphis,2
2024,Miami (FL),7
2024,Miami (OH),5
2024,Michigan,0
2024,Michigan State,0
2024,Middle Tennessee State,10
2024,Minnesota,0
2024,Mississippi,9
2024,Mississippi State,9
2024,Missouri,8
2024,Navy,2
2024,Nebraska,0
2024,Nevada,4
2024,Nevada-Las Vegas,4
2024,New Mexico,4
2024,New Mexico State,11
2024,North Carolina,7
2024,North Carolina State,7
2024,North Texas,2
2024,Northern Illinois,5
2024,Northwestern,0
2024,Notre Dame,6
2024,Ohio,5
2024,Ohio State,0
2024,Oklahoma,8
2024,Oklahoma State,1
2024,Old Dominion,3
2024,Oregon,0
2024,Oregon State,4
2024,Penn State,0
2024,Pittsburgh,6
2024,Purdue,0
2024,Rice,2
2024,Rutgers,0
2024,Sam Houston,11
2024,San Diego State,4
2024,San Jose State,4
2024,South Alabama,3
2024,South Carolina,8
2024,South Florida,2
2024,Southern California,0
2024,Southern Methodist,6
2024,Southern Mississippi,3
2024,Stanford,6
2024,Syracuse,7
2024,Temple,2
2024,Tennessee,9
2024,Texas,9
2024,Texas A&M,8
2024,Texas Christian,1
2024,Texas State,3
2024,Texas Tech,1
2024,Texas-El Paso,10
2024,Texas-San Antonio,2
2024,Toledo,5
2024,Troy,3
2024,Tulane,2
2024,Tulsa,2
2024,UCLA,0
2024,Utah,1
2024,Utah State,4
2024,Vanderbilt,8
2024,Virginia,6
2024,Virginia Tech,6
2024,Wake Forest,7
2024,Washington,0
2024,Washington State,4
2024,West Virginia,1
2024,Western Kentucky,11
2024,Western Michigan,5
2024,Wisconsin,0
2024,Wyoming,4
2025,Air Force,7
2025,Akron,5
2025,Alabama,2
2025,Alabama-Birmingham,3
2025,Appalachian State,4
2025,Arizona,1
2025,Arizona State,1
2025,Arkansas,2
2025,Arkansas State,4
2025,Army,3
2025,Auburn,2
2025,Ball State,5
2025,Baylor,1
2025,Boise State,7
2025,Boston College,8
2025,Bowling Green,5
2025,Brigham Young,1
2025,Buffalo,5
2025,California,8
2025,Central Florida,1
2025,Central Michigan,5
2025,Charlotte,3
2025,Cincinnati,1
2025,Clemson,9
2025,Coastal Carolina,4
2025,Colorado,1
2025,Colorado State,7
2025,Connecticut,3
2025,Delaware,6
2025,Duke,9
2025,East Carolina,3
2025,Eastern Michigan,5
2025,Florida,2
2025,Florida Atlantic,3
2025,Florida International,6
2025,Florida State,9
2025,Fresno State,7
2025,Georgia,2
2025,Georgia Southern,4
2025,Georgia State,4
2025,Georgia Tech,9
2025,Hawaii,7
2025,Houston,1
2025,Illinois,0
2025,Indiana,0
2025,Iowa,0
2025,Iowa State,1
2025,Jacksonville State,6
2025,James Madison,4
2025,Kansas,1
2025,Kansas State,1
2025,Kennesaw State,6
2025,Kent State,5
2025,Kentucky,2
2025,Liberty,6
2025,Louisiana,4
2025,Louisiana State,2
2025,Louisiana Tech,6
2025,Louisiana-Monroe,4
2025,Louisville,8
2025,Marshall,4
2025,Maryland,0
2025,Massachusetts,5
2025,Memphis,3
2025,Miami (FL),8
2025,Miami (OH),5
2025,Michigan,0
2025,Michigan State,0
2025,Middle Tennessee State,6
2025,Minnesota,0
2025,Mississippi,2
2025,Mississippi State,2
2025,Missouri,2
2025,Missouri State,6
2025,Navy,3
2025,Nebraska,0
2025,Nevada,7
2025,Nevada-Las Vegas,7
2025,New Mexico,7
2025,New Mexico State,6
2025,North Carolina,9
2025,North Carolina State,9
2025,North Texas,3
2025,Northern Illinois,5
2025,Northwestern,0
2025,Notre Dame,8
2025,Ohio,5
2025,Ohio State,0
2025,Oklahoma,2
2025,Oklahoma State,1
2025,Old Dominion,4
2025,Oregon,0
2025,Oregon State,10
2025,Penn State,0
2025,Pittsburgh,8
2025,Purdue,0
2025,Rice,3
2025,Rutgers,0
2025,Sam Houston,6
2025,San Diego State,7
2025,San Jose State,7
2025,South Alabama,4
2025,South Carolina,2
2025,South Florida,3
2025,Southern California,0
2025,Southern Methodist,8
2025,Southern Mississippi,4
2025,Stanford,8
2025,Syracuse,8
2025,Temple,3
2025,Tennessee,2
2025,Texas,2
2025,Texas A&M,2
2025,Texas Christian,1
2025,Texas State,4
2025,Texas Tech,1
2025,Texas-El Paso,6
2025,Texas-San Antonio,3
2025,Toledo,5
2025,Troy,4
2025,Tulane,3
2025,Tulsa,3
2025,UCLA,0
2025,Utah,1
2025,Utah State,7
2025,Vanderbilt,2
2025,Virginia,9
2025,Virginia Tech,9
2025,Wake Forest,9
2025,Washington,0
2025,Washington State,10
2025,West Virginia,1
2025,Western Kentucky,6
2025,Western Michigan,5
2025,Wisconsin,0
2025,Wyoming,7
