season,franchise,elo_start,elo_end,elo_delta
2023,PIT,1455.930146568148,1456.8380135484233,0.9078669802752302
2023,HOU,1548.6686425266862,1550.301113619877,1.6324710931908157
2023,CHW,1495.6728680016831,1429.1074678576674,-66.56540014401571
2023,KCR,1467.178879925757,1425.1062767128801,-42.07260321287686
2023,MIN,1493.423327630899,1527.1913325128728,33.768004881973866
2023,LAD,1570.4343226320723,1586.8409720727357,16.406649440663386
2023,ARI,1488.9419985204152,1497.4670114951252,8.52501297471008
2023,MIA,1475.3604144514698,1489.0394799367664,13.679065485296633
2023,NYM,1528.016650605279,1505.1058688233184,-22.910781781960623
2023,NYY,1540.923462998314,1509.6440884440703,-31.27937455424376
2023,SFG,1511.2268971827546,1482.7273450978125,-28.499552084942025
2023,ATH,1467.7640250056672,1402.2516312142943,-65.51239379137292
2023,LAA,1487.0599722475272,1458.244472965783,-28.815499281744223
2023,SDP,1508.0367373206036,1532.7540734005709,24.717336079967254
2023,COL,1469.2493777927004,1422.9340581761746,-46.31531961652581
2023,SEA,1516.162038240473,1534.7086611564923,18.54662291601926
2023,CLE,1516.4900225699146,1487.416651677462,-29.073370892452658
2023,STL,1521.9823259007217,1474.5130296550115,-47.46929624571021
2023,TOR,1527.526719141177,1537.1259151185568,9.59919597737985
2023,TBR,1522.5537820500924,1564.552542262151,41.99876021205864
2023,DET,1468.7065922981762,1474.4555760692613,5.7489837710850225
2023,TEX,1473.067741427541,1523.0704845404075,50.00274311286648
2023,PHI,1508.354517589276,1538.4615076550501,30.1069900657742
2023,WSN,1450.4738605784835,1442.6445686726745,-7.8292919058089865
2023,ATL,1544.4031238591733,1581.1402098591136,36.73708599994029
2024,SDP,1519.6524440403425,1546.4422636797801,26.78981963943761
2024,LAD,1552.1045832436414,1567.8879678625274,15.783384618885975
2024,ARI,1498.480206897075,1531.8377170899726,33.35751019289751
2024,COL,1453.7604349057049,1416.0249403856556,-37.735494520049315
2024,BAL,1528.9776831085867,1529.8257059469822,0.8480228383955364
2024,LAA,1474.9466837794698,1429.984655243228,-44.96202853624186
2024,CHW,1457.4644807146005,1382.1485697587461,-75.3159109558544
2024,DET,1484.6733456415568,1507.4334348178174,22.760089176260635
2024,CIN,1485.9943927046845,1490.8045119528097,4.810119248125147
2024,WSN,1465.5867412036048,1457.1644411375526,-8.42230006605223
2024,HOU,1530.1806681719263,1545.4436570625433,15.262988890616953
2024,NYY,1505.7864530664422,1536.9385238039695,31.15207073752731
2024,KCR,1455.063766027728,1502.928171024842,47.86440499711398
2024,MIN,1516.3147995077236,1493.6075058195768,-22.70729368814682
2024,STL,1484.7078177930068,1493.3342375097093,8.626419716702458
2024,MIA,1493.4236879620598,1445.7094534076325,-47.71423455442732
2024,PIT,1474.102808129054,1469.5404655543869,-4.562342574667127
2024,ATH,1441.3509787285766,1439.501107463057,-1.849871265519596
2024,CLE,1492.4499910064771,1518.6442843743343,26.1942933678572
2024,SFG,1489.6364070586876,1498.687282185627,9.050875126939445
2024,SEA,1520.8251966938954,1530.338073624322,9.512876930426728
2024,BOS,1495.6857554206617,1493.7113852402792,-1.9743701803824933
2024,TBR,1538.7315253572906,1507.8527574467003,-30.87876791059034
2024,TOR,1522.275549071134,1489.9757412618217,-32.29980780931237
2024,TEX,1513.8422907242445,1485.8975284454862,-27.94476227875839
2024,CHC,1506.3106865163634,1521.9070034242743,15.596316907910932
2024,NYM,1503.063521293991,1529.4764434367341,26.412922142743128
2024,MIL,1522.8460707229729,1547.1274674153638,24.2813966923909
2024,PHI,1523.0769045930301,1539.5799383764775,16.503033783447336
2024,ATL,1548.6841259154683,1550.2447652477915,1.5606393323232624
2025,CHC,1513.1442020545646,1538.3196028744783,25.175400819913648
2025,LAD,1540.7327807175163,1556.8464208978173,16.11364018030099
2025,ARI,1519.1026302539835,1506.4008450762562,-12.701785177727288
2025,CHW,1429.2891418552476,1436.4627690093562,7.173627154108544
2025,LAA,1457.9907931459368,1437.5897756223612,-20.401017523575547
2025,CIN,1494.482707171686,1508.8673680851946,14.384660913508696
2025,SFG,1499.2123693113763,1501.5113947121024,2.299025400726123
2025,HOU,1527.266194237526,1510.7875296018965,-16.478664635629457
2025,NYM,1517.6858660620405,1511.2416906950664,-6.44417536697415
2025,KCR,1501.7569026149051,1505.1259203596264,3.3690177447213046
2025,CLE,1511.1865706246006,1515.8757327621836,4.6891621375830255
2025,DET,1504.4600608906906,1499.2333638352043,-5.226697055486284
2025,MIA,1467.4256720445794,1478.39078307235,10.96511102777049
2025,PIT,1481.724279332632,1477.7616917942023,-3.962587538429716
2025,NYY,1522.1631142823817,1554.7797964706554,32.61668218827367
2025,MIL,1528.2764804492183,1562.5283450415823,34.25186459236397
2025,SDP,1527.865358207868,1533.2166051776785,5.351246969810518
2025,ATL,1530.1468591486748,1508.8233381971875,-21.323520951487353
2025,SEA,1518.2028441745933,1533.0201485976775,14.817304423084124
2025,ATH,1463.7006644778342,1479.282420632324,15.581756154489767
2025,STL,1496.0005425058255,1475.2581384637804,-20.74240404204511
2025,MIN,1496.164503491746,1461.6465963679527,-34.51790712379329
2025,TEX,1491.5385170672917,1511.1102852494375,19.571768182145888
2025,BOS,1496.2268311441676,1533.2673693339073,37.040538189739664
2025,TOR,1493.985444757093,1533.2348088981973,39.24936414110425
2025,BAL,1517.8954235681892,1484.3088752485644,-33.58654831962485
2025,WSN,1474.2986646825316,1429.93837587656,-44.36028880597155
2025,PHI,1523.7479630258865,1552.7166985283798,28.968735502493246
2025,TBR,1504.7116544680202,1496.9604834551467,-7.751171012873556
2025,COL,1449.6149642313933,1365.4928260628735,-84.12213816851977
2026,SFG,1500.9068368272615,1481.806985669088,-19.09985115817358
2026,NYY,1532.8678778823933,1535.6974486793772,2.829570796983944
2026,BAL,1490.5853251491387,1495.5739220084408,4.988596859302106
2026,MIN,1476.9879578207717,1479.9501186251641,2.962160804392397
2026,CHC,1522.991761724687,1546.6280763681589,23.636314643471906
2026,WSN,1457.963025525936,1478.4040710734914,20.441045547555404
2026,CIN,1505.3204208511168,1485.5984437576622,-19.721977093454598
2026,BOS,1519.9604216003443,1546.3619317473983,26.40151014705407
2026,HOU,1506.4725177611379,1502.1346329710234,-4.337884790114458
2026,LAA,1462.5538653734168,1444.0919171426049,-18.461948230811913
2026,LAD,1534.1078525386904,1551.7151543403427,17.607301801652284
2026,ARI,1503.8405070457538,1512.3671191155051,8.526612069751309
2026,MIL,1537.5170070249494,1562.3298994790973,24.812892454147914
2026,CHW,1461.8776614056137,1496.010105386228,34.1324439806142
2026,NYM,1506.7450144170398,1483.8980869906159,-22.846927426423917
2026,PIT,1486.6570150765215,1497.1584083955888,10.501393319067347
2026,PHI,1531.6300191170278,1520.9502833939773,-10.679735723050499
2026,TEX,1506.6661711496624,1492.318869990559,-14.347301159103381
2026,SDP,1519.9299631066071,1511.239514145338,-8.690448961269112
2026,DET,1499.5400183011225,1517.6059348213068,18.065916520184373
2026,SEA,1519.8120891586066,1501.8105124694819,-18.001576689124704
2026,CLE,1509.5254396573102,1497.7586351936159,-11.76680446369437
2026,STL,1485.1548830782683,1488.684410721997,3.5295276437286702
2026,TBR,1498.176290073088,1521.8976288967222,23.72133882363414
2026,ATL,1505.2940029183126,1534.8346203696703,29.540617451357775
2026,KCR,1503.0755522157758,1467.3552237353406,-35.72032848043523
2026,MIA,1487.0344698434099,1495.7461791327614,8.711709289351575
2026,COL,1419.295695637724,1420.6812058606608,1.385510222936773
2026,TOR,1519.9408853389184,1492.0804207549488,-27.860464583969588
2026,ATH,1487.5694523793943,1437.3102387638332,-50.259213615561066
