season,team_id,team,through_week,division,conference,adj_off_epa,adj_def_epa,net_adj_epa,EPAplay_off,EPAplay_def,success_off,success_def,early_down_EPA_off,early_down_EPA_def,explosive_off,explosive_def,havoc_off,havoc_def,EPAdrive_off,EPAdrive_def,drivesgame_off,drivesgame_def,playsdrive_off,playsdrive_def,yardsdrive_off,yardsdrive_def,passrate_off,rushrate_off,red_zone_success_off,red_zone_success_def,third_down_success_off,third_down_success_def,third_down_distance_off,third_down_distance_def,plays_off,plays_def,EPAplay_off_pass,EPAplay_off_rush,EPAplay_def_pass,EPAplay_def_rush,success_off_pass,success_off_rush,success_def_pass,success_def_rush,explosive_off_pass,explosive_off_rush,explosive_def_pass,explosive_def_rush
2009,194,Ohio State,13,fbs,Big Ten,0.02627,-0.17113,0.19740,0.00333,-0.21247,0.43311,0.38545,-0.01120,-0.23646,0.07029,0.05818,0.14966,0.16848,0.01792,-1.05593,12.61538,12.76923,5.37805,4.96988,31.23171,23.95783,0.38209,0.61791,0.37500,0.33735,0.43814,0.34225,6.70619,7.68984,882,825,-0.03481,0.02692,-0.23841,-0.18163,0.41246,0.44587,0.38393,0.38727,0.09199,0.05688,0.06696,0.04775
2009,195,Ohio,13,fbs,Mid-American,-0.14093,0.06039,-0.20132,-0.14306,-0.05554,0.37081,0.41283,-0.12849,-0.09771,0.06711,0.07113,0.18960,0.13808,-0.67671,-0.31604,12.60000,12.60000,4.73016,5.69048,25.65873,31.90476,0.50503,0.49497,0.23810,0.40000,0.35556,0.48125,7.88148,7.41250,596,717,-0.06212,-0.22565,0.01145,-0.11871,0.41196,0.32881,0.41092,0.41463,0.08970,0.04407,0.08621,0.05691
2009,197,Oklahoma State,13,fbs,Big 12,-0.00881,-0.05987,0.05106,-0.06953,-0.09244,0.43515,0.41197,-0.04952,-0.08915,0.05576,0.05516,0.13818,0.15141,-0.36538,-0.50811,13.08333,12.91667,5.25478,5.49677,28.36943,28.41935,0.39394,0.60606,0.39130,0.36364,0.39645,0.39888,6.85207,7.26966,825,852,-0.00199,-0.11344,-0.00445,-0.21987,0.42154,0.44400,0.42063,0.39943,0.08308,0.03800,0.06746,0.03736
2009,201,Oklahoma,13,fbs,Big 12,0.00662,-0.22778,0.23440,-0.07816,-0.19461,0.40497,0.35697,-0.10659,-0.19765,0.05940,0.06592,0.11663,0.17413,-0.44133,-0.94258,13.66667,13.83333,5.64634,4.84337,31.92683,23.74699,0.54212,0.45788,0.34932,0.33696,0.42708,0.34375,7.52604,7.84896,926,804,0.01860,-0.19272,-0.23234,-0.14877,0.42629,0.37972,0.34240,0.37466,0.08367,0.03066,0.07256,0.05785
2009,202,Tulsa,13,fbs,Conference USA,-0.07652,0.02142,-0.09794,-0.08458,-0.02470,0.44154,0.40485,-0.03133,-0.00967,0.05970,0.07791,0.15920,0.13538,-0.43315,-0.13066,14.27273,13.45455,5.12102,5.29054,31.00000,32.48649,0.51368,0.48632,0.42537,0.31250,0.42683,0.40588,7.10366,7.04118,804,783,-0.08068,-0.08871,0.08351,-0.13486,0.42857,0.45524,0.43797,0.37113,0.08959,0.02813,0.10127,0.05412
2009,204,Oregon State,13,fbs,Pac-10,0.08301,0.06320,0.01982,0.08503,0.04148,0.47177,0.45272,0.06365,0.03402,0.06274,0.06877,0.13425,0.11318,0.49464,0.22447,12.45455,11.72727,5.81752,5.41085,35.02190,30.10853,0.55709,0.44291,0.50420,0.48913,0.50323,0.40426,7.00000,6.95035,797,698,0.16703,-0.01812,0.15928,-0.11571,0.49099,0.44759,0.45363,0.45151,0.06982,0.05382,0.10025,0.02676
2009,213,Penn State,13,fbs,Big Ten,0.05458,-0.12434,0.17891,0.02144,-0.18059,0.44195,0.39305,0.01514,-0.17481,0.05993,0.05615,0.11361,0.18449,0.11843,-0.91892,12.08333,12.25000,5.52414,5.08844,33.31034,25.97279,0.48065,0.51935,0.34307,0.33333,0.48276,0.38636,5.94828,8.03409,801,748,0.09628,-0.04783,-0.14803,-0.21822,0.46494,0.42067,0.38653,0.40058,0.08052,0.04087,0.06983,0.04035
2009,218,Temple,13,fbs,Mid-American,-0.03273,0.12100,-0.15373,-0.03713,-0.06879,0.41854,0.43243,-0.00963,-0.07812,0.07474,0.05548,0.14499,0.12518,-0.18961,-0.35822,11.90909,12.27273,5.10687,5.20741,28.35878,30.62963,0.34679,0.65321,0.36697,0.37255,0.39416,0.38514,7.99270,6.82432,669,703,-0.18533,0.04155,-0.06766,-0.06998,0.34052,0.45995,0.46537,0.39766,0.08621,0.06865,0.05817,0.05263
2009,221,Pittsburgh,13,fbs,Big East,0.14849,0.00678,0.14171,0.08749,-0.02356,0.44041,0.42759,0.14432,-0.03214,0.07267,0.07310,0.11773,0.16966,0.48544,-0.13451,11.27273,11.54545,5.54839,5.70866,35.55645,31.29134,0.44913,0.55087,0.37391,0.39785,0.41781,0.45161,6.04795,8.41290,688,725,0.16929,0.02080,-0.02285,-0.02439,0.47573,0.41161,0.41282,0.44478,0.08738,0.06069,0.08462,0.05970
2009,228,Clemson,13,fbs,ACC,0.00884,-0.19640,0.20525,-0.08283,-0.18482,0.38946,0.36951,-0.04020,-0.21167,0.07584,0.07073,0.13496,0.17805,-0.41308,-0.94133,13.00000,13.41667,4.98718,5.09317,28.96795,25.88820,0.47301,0.52699,0.37391,0.35294,0.38596,0.40782,6.94737,7.44693,778,820,-0.04067,-0.12067,-0.17059,-0.19591,0.38043,0.39756,0.38440,0.35792,0.09511,0.05854,0.10585,0.04338
2009,235,Memphis,13,fbs,Conference USA,-0.03006,0.12240,-0.15247,-0.08309,0.09941,0.42157,0.48844,0.00227,0.06440,0.06536,0.06009,0.17157,0.12635,-0.43839,0.56102,12.88889,12.77778,5.27586,5.64348,28.58621,38.01739,0.50163,0.49837,0.35211,0.42342,0.36000,0.48031,7.17600,6.78740,612,649,-0.13565,-0.03019,0.23181,-0.01024,0.38436,0.45902,0.51020,0.47042,0.06189,0.06885,0.07483,0.04789
2009,238,Vanderbilt,13,fbs,SEC,-0.11665,0.03131,-0.14796,-0.20905,-0.00537,0.34746,0.43451,-0.18422,0.01753,0.05791,0.05416,0.14124,0.12720,-1.12982,-0.03043,11.90909,12.72727,5.40458,5.67143,25.41221,31.49286,0.49576,0.50424,0.19277,0.48000,0.36571,0.43889,6.85143,6.44444,708,794,-0.29567,-0.12388,-0.04503,0.01808,0.32764,0.36695,0.39322,0.45892,0.05413,0.06162,0.08136,0.03808
2009,239,Baylor,13,fbs,Big 12,-0.00104,0.04551,-0.04655,-0.13804,0.00278,0.40137,0.45018,-0.13556,-0.00548,0.06164,0.05158,0.17397,0.10785,-0.76922,0.01718,11.90909,12.54545,5.57252,6.18116,30.33588,35.90580,0.60822,0.39178,0.28972,0.36424,0.39873,0.49419,7.65190,6.20930,730,853,-0.13029,-0.15007,0.00014,0.00539,0.39189,0.41608,0.45283,0.44755,0.07658,0.03846,0.05896,0.04429
2009,242,Rice,13,fbs,Conference USA,-0.12841,0.17794,-0.30635,-0.12968,0.13082,0.40069,0.49823,-0.06851,0.13094,0.05658,0.07910,0.20554,0.13459,-0.68061,0.71489,13.75000,12.91667,5.24848,5.46452,25.72727,36.86452,0.56120,0.43880,0.41379,0.47436,0.33880,0.46104,7.33880,6.84416,866,847,-0.16250,-0.08770,0.28583,0.00227,0.38272,0.42368,0.51823,0.48164,0.05967,0.05263,0.10156,0.06048
2009,245,Texas A&M,13,fbs,Big 12,0.12835,0.04910,0.07925,0.05466,0.01304,0.44834,0.44528,-0.00917,0.00417,0.07678,0.08155,0.13081,0.15236,0.32955,0.07025,13.46154,13.30769,6.02857,5.38728,36.60000,34.54335,0.50995,0.49005,0.39444,0.41791,0.52657,0.42935,7.18357,7.98370,1055,932,0.10802,-0.00086,0.00192,0.02505,0.44610,0.45068,0.43388,0.45759,0.08364,0.06963,0.09298,0.06920
2009,248,Houston,13,fbs,Conference USA,0.19496,0.20051,-0.00555,0.18546,0.11711,0.54179,0.49555,0.15760,0.14926,0.07351,0.08575,0.09164,0.12249,1.21156,0.67412,12.66667,13.00000,6.53289,5.75641,46.56579,38.08974,0.64854,0.35146,0.43784,0.41935,0.52121,0.45342,6.21212,6.85714,993,898,0.26351,0.04142,0.12259,0.11310,0.54969,0.52722,0.48285,0.50482,0.08230,0.05731,0.08707,0.08478
2009,249,North Texas,13,fbs,Sun Belt,-0.00096,0.20538,-0.20634,0.05250,0.05064,0.45383,0.46466,0.03452,0.03866,0.07916,0.07330,0.14776,0.11911,0.28026,0.27053,12.90909,13.00000,5.33803,5.34266,34.35211,33.47552,0.51451,0.48549,0.45283,0.46207,0.47020,0.44828,6.62914,6.34483,758,764,0.05687,0.04787,0.05753,0.04520,0.45897,0.44837,0.44510,0.48009,0.08718,0.07065,0.07715,0.07026
2009,251,Texas,13,fbs,Big 12,0.13343,-0.20157,0.33500,0.04351,-0.22314,0.48012,0.37529,0.01095,-0.16775,0.06422,0.04965,0.12029,0.18591,0.24392,-1.08561,13.46154,13.69231,5.60571,4.86517,34.26857,23.15169,0.53721,0.46279,0.48684,0.35789,0.49738,0.29508,6.54450,8.30055,981,866,0.10286,-0.02538,-0.22267,-0.22374,0.47818,0.48238,0.38430,0.36387,0.07400,0.05286,0.05579,0.04188
2009,252,BYU,13,fbs,Mountain West,0.17106,-0.01574,0.18680,0.15690,-0.06410,0.51638,0.41237,0.05804,-0.10569,0.06554,0.05842,0.11186,0.11340,0.88445,-0.35417,12.07692,12.15385,5.63694,5.52532,36.96815,29.70253,0.49605,0.50395,0.57047,0.38406,0.59524,0.41799,6.67262,7.52910,885,873,0.29220,0.02373,-0.00424,-0.13621,0.54214,0.49103,0.41300,0.41162,0.09795,0.03363,0.08386,0.02778
2009,254,Utah,13,fbs,Mountain West,-0.02198,-0.10352,0.08154,-0.02945,-0.14961,0.43225,0.38426,-0.02244,-0.09366,0.06383,0.06043,0.13438,0.16078,-0.14856,-0.74130,13.61538,13.61538,5.04520,4.95480,30.09040,25.40678,0.47816,0.52184,0.40288,0.35294,0.40957,0.34021,7.37234,7.25258,893,877,0.04627,-0.09882,-0.18193,-0.11923,0.42623,0.43777,0.35529,0.41150,0.08431,0.04506,0.06588,0.05531
2009,258,Virginia,13,fbs,ACC,-0.09700,-0.06892,-0.02808,-0.20198,-0.07280,0.38395,0.42468,-0.14719,-0.05632,0.03725,0.05325,0.18768,0.15325,-1.00703,-0.39479,12.72727,12.90909,4.98571,5.42254,23.73571,30.33803,0.52292,0.47708,0.39394,0.40000,0.38037,0.42138,7.78528,6.67925,698,770,-0.20676,-0.19675,-0.12417,-0.03387,0.35342,0.41742,0.43072,0.42009,0.03836,0.03604,0.06325,0.04566
2009,259,Virginia Tech,13,fbs,ACC,0.14352,-0.15642,0.29994,0.02618,-0.16817,0.42805,0.34371,0.02730,-0.21621,0.07683,0.06946,0.15122,0.17006,0.13419,-0.86150,12.30769,12.53846,5.12500,5.12270,32.94375,25.77914,0.34024,0.65976,0.37500,0.25688,0.44828,0.36548,7.05747,7.74112,820,835,0.07602,0.00048,-0.20564,-0.13322,0.41935,0.43253,0.33002,0.35648,0.12186,0.05360,0.07692,0.06250
2009,264,Washington,13,fbs,Pac-10,0.04603,0.08953,-0.04349,0.05372,0.03934,0.44429,0.47783,-0.05166,0.10276,0.08116,0.07010,0.12242,0.15308,0.31241,0.22179,11.36364,11.27273,5.81600,5.63710,34.05600,38.07258,0.55296,0.44704,0.32653,0.37097,0.51250,0.47015,7.31250,6.74627,727,699,0.10994,-0.01583,0.13248,-0.05568,0.43035,0.46154,0.50425,0.45087,0.09950,0.05846,0.09065,0.04913
2009,265,Washington State,13,fbs,Pac-10,-0.25310,0.14391,-0.39701,-0.25795,0.15649,0.34770,0.53408,-0.18429,0.16982,0.04458,0.06444,0.17831,0.09665,-1.25796,0.88311,12.54545,13.00000,4.87681,5.64336,22.71739,41.87413,0.56315,0.43685,0.38028,0.43411,0.29032,0.45588,7.54194,6.57353,673,807,-0.32151,-0.17601,0.20346,0.11652,0.34301,0.35374,0.53369,0.53440,0.04749,0.04082,0.07817,0.05275
2009,275,Wisconsin,13,fbs,Big Ten,0.06234,-0.06607,0.12840,0.03094,-0.06491,0.47637,0.39227,0.01421,-0.07992,0.05875,0.07875,0.12261,0.15750,0.17945,-0.31885,12.27273,12.45455,5.80000,4.91241,34.89630,27.37956,0.40741,0.59259,0.45113,0.42353,0.48428,0.39597,6.64151,7.51007,783,673,0.11251,-0.02514,0.07374,-0.23833,0.48903,0.46767,0.43850,0.33445,0.08777,0.03879,0.10695,0.04348
2009,276,Marshall,13,fbs,Conference USA,-0.05988,0.05011,-0.10999,-0.05198,0.00325,0.40824,0.42436,-0.07825,-0.00626,0.06117,0.07436,0.14107,0.15000,-0.29118,0.01737,11.91667,12.16667,5.60140,5.34247,30.83217,32.38356,0.48939,0.51061,0.35514,0.34579,0.45506,0.41566,7.89888,7.46386,801,780,-0.02813,-0.07485,0.02464,-0.02276,0.38010,0.43521,0.41589,0.43466,0.08418,0.03912,0.07944,0.06818
2009,277,West Virginia,13,fbs,Big East,0.05909,-0.05459,0.11368,0.00442,-0.04414,0.43929,0.39811,-0.00089,0.01107,0.06139,0.06883,0.15689,0.12955,0.02316,-0.24051,12.72727,12.36364,5.23571,5.44853,31.55000,30.37500,0.44475,0.55525,0.51485,0.34783,0.44898,0.37278,7.99320,7.64497,733,741,-0.05528,0.05224,-0.03210,-0.05717,0.44172,0.43735,0.39221,0.40449,0.04601,0.07371,0.07792,0.05899
2009,278,Fresno State,13,fbs,Western Athletic,0.13556,0.17424,-0.03868,0.07780,0.11721,0.43978,0.43256,0.04960,0.08963,0.07283,0.10543,0.14006,0.14884,0.47476,0.61968,10.63636,11.09091,6.10256,5.28689,39.19658,35.45082,0.41737,0.58263,0.39450,0.35185,0.45070,0.44444,6.29577,7.53968,714,645,0.15971,0.01912,0.16095,0.08057,0.47651,0.41346,0.43878,0.42735,0.10738,0.04808,0.11565,0.09687
2009,309,Louisiana,13,fbs,Sun Belt,-0.17274,0.15977,-0.33251,-0.11922,0.03187,0.39529,0.45405,-0.13262,-0.04952,0.04585,0.08514,0.13507,0.13919,-0.66814,0.17215,13.09091,12.45455,5.60417,5.40146,29.15278,34.58394,0.49690,0.50310,0.40741,0.39640,0.43182,0.48684,6.07955,6.82237,807,740,-0.06946,-0.16837,0.12868,-0.04108,0.39152,0.39901,0.46855,0.44313,0.05985,0.03202,0.12893,0.05213
2009,328,Utah State,13,fbs,Western Athletic,0.06043,0.20016,-0.13974,-0.00410,0.12050,0.41118,0.46941,0.04487,0.08008,0.09689,0.08739,0.15652,0.12734,-0.02377,0.68456,12.63636,12.81818,5.79137,5.68085,39.00000,37.74468,0.47702,0.52298,0.44086,0.46847,0.30460,0.47436,6.97701,7.50000,805,801,0.02551,-0.03112,0.13958,0.10508,0.38802,0.43230,0.41341,0.51467,0.08854,0.10451,0.12570,0.05643
2009,333,Alabama,13,fbs,SEC,0.09528,-0.23561,0.33088,0.00639,-0.25713,0.44140,0.33690,0.03695,-0.25977,0.06234,0.06016,0.12344,0.18717,0.03308,-1.25706,12.91667,12.75000,5.17419,4.88889,30.94194,23.01307,0.40773,0.59227,0.35000,0.27536,0.37349,0.32370,6.41566,8.24855,802,748,0.03641,-0.01427,-0.34608,-0.14135,0.44648,0.43789,0.32388,0.35385,0.08257,0.04842,0.06383,0.05538
2009,344,Mississippi State,13,fbs,SEC,0.03060,-0.06980,0.10040,-0.08452,-0.02791,0.44341,0.43454,-0.05366,-0.00452,0.06658,0.06685,0.17310,0.14345,-0.44702,-0.14415,12.90909,12.63636,5.28873,5.16547,30.63380,32.98561,0.34754,0.65246,0.39815,0.41739,0.35616,0.38732,6.78082,6.38028,751,718,-0.15247,-0.04833,-0.00107,-0.05035,0.39464,0.46939,0.42202,0.44501,0.06897,0.06531,0.10092,0.03836
2009,349,Army,13,fbs,FBS Independents,-0.20313,0.05569,-0.25882,-0.17123,-0.09654,0.36482,0.38621,-0.16118,-0.12593,0.05212,0.06897,0.14332,0.18103,-0.87615,-0.46661,12.00000,12.00000,5.11667,4.83333,23.65833,27.97500,0.20847,0.79153,0.38667,0.39130,0.30986,0.39024,7.08451,7.81301,614,580,-0.22362,-0.15744,-0.01158,-0.16509,0.35156,0.36831,0.40154,0.37383,0.04688,0.05350,0.09653,0.04673
2009,356,Illinois,13,fbs,Big Ten,0.01753,0.05721,-0.03968,-0.02360,0.07545,0.42280,0.46657,-0.09033,0.04723,0.07504,0.06389,0.15584,0.13076,-0.13627,0.43402,12.00000,11.70000,5.77500,5.75214,32.80833,35.64957,0.46320,0.53680,0.40230,0.42342,0.41830,0.47143,7.35294,6.39286,693,673,-0.03896,-0.01034,0.17510,-0.01327,0.40810,0.43548,0.46688,0.46629,0.08411,0.06720,0.09148,0.03933
2009,2005,Air Force,13,fbs,Mountain West,0.00083,-0.08169,0.08252,-0.00905,-0.12917,0.39553,0.39184,-0.04870,-0.15842,0.07151,0.06531,0.10168,0.15374,-0.05957,-0.67815,11.33333,11.66667,6.58088,5.25000,32.73529,28.28571,0.17318,0.82682,0.30921,0.45588,0.45498,0.38750,5.81991,7.25625,895,735,0.02967,-0.01716,-0.14382,-0.11683,0.36774,0.40135,0.39583,0.38847,0.10968,0.06351,0.06250,0.06767
2009,2006,Akron,13,fbs,Mid-American,-0.22977,0.12526,-0.35503,-0.21910,0.03326,0.39160,0.45352,-0.10160,-0.02449,0.04202,0.07042,0.17479,0.13521,-1.05133,0.19197,12.40000,12.30000,4.79839,5.77236,24.99194,33.43902,0.53277,0.46723,0.36145,0.42105,0.28926,0.54545,6.98347,5.77622,595,710,-0.20608,-0.23394,0.13853,-0.04648,0.38170,0.40288,0.49020,0.42574,0.05047,0.03237,0.09477,0.05198
2009,2032,Arkansas State,13,fbs,Sun Belt,-0.10808,0.12022,-0.22829,-0.09388,0.00523,0.41352,0.43323,-0.07992,-0.02660,0.06918,0.05490,0.16824,0.13353,-0.48942,0.02888,12.20000,12.20000,5.21311,5.52459,29.00820,33.68033,0.50943,0.49057,0.33981,0.37363,0.37600,0.46897,7.78400,6.69655,636,674,-0.07436,-0.11415,0.11730,-0.10818,0.40123,0.42628,0.44543,0.42090,0.08333,0.05449,0.07080,0.03881
2009,2050,Ball State,13,fbs,Mid-American,-0.15987,0.15576,-0.31563,-0.08709,0.01052,0.40764,0.46677,-0.08181,0.05204,0.07166,0.05465,0.17197,0.15214,-0.44109,0.05888,12.40000,12.10000,5.06452,5.59504,27.70968,34.96694,0.41720,0.58280,0.38889,0.43137,0.37956,0.42748,7.00730,6.94656,628,677,-0.28983,0.05803,0.12726,-0.09166,0.33969,0.45628,0.50316,0.43490,0.06107,0.07923,0.06962,0.04155
2009,2084,Buffalo,13,fbs,Mid-American,-0.06923,0.04836,-0.11759,-0.05113,-0.05789,0.43687,0.46003,0.01163,-0.06181,0.06096,0.04827,0.14369,0.14178,-0.27958,-0.32251,12.60000,11.90000,5.46825,5.57143,34.49206,30.98319,0.52540,0.47460,0.37975,0.36066,0.43165,0.46099,6.90647,7.17021,689,663,0.00341,-0.11150,-0.09019,-0.02043,0.46409,0.40673,0.43820,0.48534,0.08564,0.03364,0.05056,0.04560
2009,2116,UCF,13,fbs,Conference USA,-0.05323,-0.00686,-0.04637,-0.04673,-0.04667,0.41748,0.42959,-0.03759,-0.07398,0.05097,0.07219,0.16019,0.18225,-0.25843,-0.27009,12.41667,12.16667,5.53020,5.78767,31.00000,33.82877,0.49150,0.50850,0.37410,0.41758,0.39286,0.46448,7.49405,7.96175,824,845,0.01962,-0.11086,0.05425,-0.17810,0.42222,0.41289,0.46653,0.38147,0.06914,0.03341,0.09205,0.04632
2009,2117,Central Michigan,13,fbs,Mid-American,0.07774,0.08455,-0.00682,0.14416,-0.03098,0.49936,0.43369,0.14559,-0.03629,0.05648,0.06366,0.09628,0.12997,0.87055,-0.18247,11.72727,11.63636,6.03876,5.89062,38.81395,32.53906,0.51091,0.48909,0.53788,0.37405,0.53191,0.45062,6.36879,6.42593,779,754,0.22971,0.05479,0.02151,-0.09420,0.52261,0.47507,0.44175,0.42398,0.06784,0.04462,0.07767,0.04678
2009,2132,Cincinnati,13,fbs,Big East,0.29186,0.09932,0.19254,0.23200,0.06922,0.52533,0.46125,0.19707,0.00357,0.07525,0.06125,0.11433,0.14125,1.22376,0.42929,11.90909,11.72727,5.27481,6.20155,38.38168,36.35659,0.58466,0.41534,0.46078,0.50538,0.44628,0.45930,6.90083,7.80233,691,800,0.33854,0.08202,0.10613,0.03100,0.53713,0.50871,0.47420,0.44784,0.09158,0.05226,0.05897,0.06361
2009,2199,Eastern Michigan,13,fbs,Mid-American,-0.17245,0.26927,-0.44172,-0.15462,0.15505,0.38565,0.48555,-0.15134,0.17285,0.06876,0.09538,0.17040,0.13873,-0.75503,0.85153,12.45455,11.45455,4.88321,5.49206,25.08759,40.66667,0.47235,0.52765,0.33673,0.48819,0.37662,0.46154,6.57143,6.73846,669,692,-0.16757,-0.14303,0.04616,0.20648,0.34810,0.41926,0.43694,0.50851,0.08228,0.05666,0.10360,0.09149
2009,2226,Florida Atlantic,13,fbs,Sun Belt,0.07004,0.29632,-0.22629,0.08256,0.15878,0.45455,0.49379,0.07325,0.15925,0.07030,0.09379,0.10788,0.13103,0.50830,0.86554,12.18182,12.09091,6.15672,5.45113,36.71642,40.50376,0.53939,0.46061,0.41346,0.46957,0.48101,0.50382,6.63924,6.29008,825,725,0.16677,-0.01605,0.15806,0.15941,0.47640,0.42895,0.47774,0.50773,0.08315,0.05526,0.08902,0.09794
2009,2229,Florida Intl,13,fbs,Sun Belt,-0.17244,0.14053,-0.31296,-0.18168,0.05997,0.37008,0.46154,-0.15900,0.02050,0.06955,0.07448,0.16535,0.15995,-0.91080,0.30317,13.81818,14.72727,5.01316,5.05556,24.29605,34.51852,0.55381,0.44619,0.35780,0.42308,0.35593,0.46061,7.19209,7.15152,762,819,-0.18023,-0.18348,0.03333,0.08139,0.36967,0.37059,0.44110,0.47797,0.07820,0.05882,0.07945,0.07048
2009,2294,Iowa,13,fbs,Big Ten,-0.05653,-0.19149,0.13496,-0.08514,-0.21963,0.39386,0.35964,-0.07418,-0.20985,0.06394,0.04657,0.14834,0.15653,-0.43234,-1.13183,12.83333,12.50000,5.07792,5.15333,29.83117,24.05333,0.48977,0.51023,0.37864,0.32857,0.41279,0.37017,7.00000,7.09945,782,773,-0.04759,-0.12119,-0.31687,-0.13035,0.40470,0.38346,0.32973,0.38710,0.09399,0.03509,0.05676,0.03722
2009,2305,Kansas,13,fbs,Big 12,0.10952,0.03834,0.07118,0.00924,0.01100,0.45777,0.43372,-0.01484,-0.00814,0.06977,0.08366,0.13953,0.13514,0.05319,0.06062,12.90909,12.81818,5.75352,5.51064,35.14789,32.63121,0.63525,0.36475,0.47009,0.39640,0.45679,0.42331,7.33333,7.07975,817,777,0.03947,-0.04339,0.04652,-0.02909,0.46435,0.44631,0.43447,0.43288,0.08285,0.04698,0.07767,0.09041
2009,2306,Kansas State,13,fbs,Big 12,0.03444,0.08779,-0.05335,-0.07945,0.01162,0.40335,0.44870,0.00270,-0.02185,0.06849,0.06126,0.14916,0.15926,-0.43500,0.06269,12.00000,12.10000,5.47500,5.39669,29.54167,33.12397,0.42618,0.57382,0.34906,0.44444,0.32609,0.46212,7.00725,6.67424,657,653,-0.13595,-0.03749,0.15560,-0.16312,0.40000,0.40584,0.46089,0.43390,0.08214,0.05836,0.08101,0.03729
2009,2309,Kent State,13,fbs,Mid-American,-0.21142,0.03366,-0.24507,-0.16443,-0.11107,0.37879,0.39326,-0.14928,-0.12246,0.07576,0.06242,0.19835,0.21223,-0.81765,-0.60522,13.27273,13.36364,4.97260,5.44898,27.52055,29.53061,0.52893,0.47107,0.27835,0.27517,0.35220,0.42941,8.08805,7.70000,726,801,-0.11481,-0.22015,-0.05842,-0.16684,0.39062,0.36550,0.40777,0.37789,0.08594,0.06433,0.08010,0.04370
2009,2348,Louisiana Tech,13,fbs,Western Athletic,-0.01377,0.02233,-0.03610,-0.00401,0.03886,0.42878,0.44105,-0.05852,0.04502,0.06825,0.04949,0.14688,0.11208,-0.02254,0.21883,12.00000,12.20000,5.61667,5.63115,30.25000,32.91803,0.43175,0.56825,0.37234,0.35135,0.45714,0.39394,7.10000,6.30303,674,687,-0.01619,0.00524,-0.02978,0.09976,0.40206,0.44909,0.39938,0.47802,0.07904,0.06005,0.06192,0.03846
2009,2390,Miami,13,fbs,ACC,0.17211,-0.06632,0.23843,0.06103,-0.07007,0.45869,0.40000,0.03172,-0.09061,0.07645,0.06623,0.14303,0.13896,0.32997,-0.38813,12.50000,11.58333,5.40667,5.53957,35.46000,30.89209,0.52158,0.47842,0.49541,0.30769,0.47879,0.40476,7.46061,8.04762,811,770,0.12126,-0.00463,0.00368,-0.14008,0.47754,0.43814,0.42400,0.37722,0.11111,0.03866,0.07733,0.05570
2009,2393,Middle Tennessee,13,fbs,Sun Belt,-0.13622,-0.02014,-0.11607,-0.07241,-0.15441,0.39937,0.37539,-0.09505,-0.15319,0.08325,0.07361,0.15701,0.19558,-0.34882,-0.74542,15.15385,15.15385,4.81726,4.82741,29.75127,26.46701,0.47629,0.52371,0.35537,0.39806,0.39320,0.36190,7.85922,7.90000,949,951,-0.05921,-0.08441,-0.12628,-0.18296,0.40265,0.39638,0.37787,0.37288,0.11283,0.05634,0.08351,0.06356
2009,2426,Navy,13,fbs,FBS Independents,0.05710,0.01815,0.03896,0.07263,-0.01104,0.48321,0.46174,-0.00441,0.06189,0.08273,0.05906,0.10552,0.14497,0.44539,-0.06474,11.33333,10.58333,6.13235,5.86614,34.66176,36.02362,0.15228,0.84772,0.50345,0.42975,0.51412,0.35714,5.81921,7.15000,834,745,-0.00670,0.08688,0.04998,-0.08217,0.39370,0.49929,0.47382,0.44767,0.11024,0.07779,0.07731,0.03779
2009,2433,Louisiana Monroe,13,fbs,Sun Belt,-0.10442,0.05646,-0.16088,-0.05976,-0.05707,0.42312,0.41521,-0.11516,-0.05143,0.08939,0.05486,0.19547,0.15960,-0.35559,-0.33410,12.81818,12.45455,5.95035,5.85401,37.31915,32.02920,0.43862,0.56138,0.31452,0.44118,0.42353,0.41212,7.13529,6.92121,839,802,-0.17367,0.02924,-0.02903,-0.08981,0.39946,0.44161,0.41667,0.41351,0.10326,0.07856,0.06481,0.04324
2009,2439,UNLV,13,fbs,Mountain West,0.03469,0.15402,-0.11933,-0.02125,0.13706,0.41961,0.50573,-0.05295,0.10324,0.07451,0.07134,0.14771,0.12484,-0.12318,0.81508,12.00000,12.00000,5.79545,5.94697,30.88636,41.64394,0.55163,0.44837,0.38400,0.45902,0.48148,0.53237,6.53704,5.87050,765,785,0.00721,-0.05627,0.27880,0.02064,0.42654,0.41108,0.51695,0.49652,0.08294,0.06414,0.08475,0.06032
2009,2440,Nevada,13,fbs,Western Athletic,0.19808,0.09368,0.10440,0.23969,0.04250,0.53305,0.42690,0.20992,0.01638,0.08742,0.07953,0.12367,0.18830,1.41400,0.23147,12.23077,12.07692,5.89937,5.44586,44.05660,35.33121,0.33262,0.66738,0.48951,0.40678,0.53988,0.43713,6.22086,7.85629,938,855,0.20978,0.25459,0.15989,-0.10774,0.47436,0.56230,0.44167,0.40800,0.08974,0.08626,0.10208,0.05067
