season,team,week,n_first_rounders,n_top2_rounders,pct_drafted,roster_size,allpro_score,n_probowlers,n_top100
2004,NO,16,8,17,0.6792452830188679,53,4.0,5,
2004,NO,17,8,17,0.6792452830188679,53,4.0,5,
2004,NYG,1,7,13,0.6744186046511628,43,3.0,2,
2004,NYG,2,7,13,0.6590909090909091,44,3.0,2,
2004,NYG,3,7,13,0.6590909090909091,44,3.0,2,
2004,NYG,4,7,13,0.6590909090909091,44,3.0,2,
2004,NYG,5,7,13,0.6666666666666666,45,3.0,2,
2004,NYG,6,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,7,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,8,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,9,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,10,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,11,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,12,7,13,0.6595744680851063,47,3.0,2,
2004,NYG,13,7,13,0.6530612244897959,49,3.0,2,
2004,NYG,14,7,13,0.6530612244897959,49,3.0,2,
2004,NYG,15,7,13,0.6530612244897959,49,3.0,2,
2004,NYG,16,7,13,0.6346153846153846,52,3.0,2,
2004,NYG,17,7,13,0.6346153846153846,52,3.0,2,
2004,NYJ,1,10,17,0.84,50,4.75,6,
2004,NYJ,2,10,17,0.86,50,4.75,6,
2004,NYJ,3,10,17,0.8571428571428571,49,4.75,6,
2004,NYJ,4,10,17,0.86,50,4.75,6,
2004,NYJ,5,10,17,0.86,50,4.75,6,
2004,NYJ,6,10,17,0.8627450980392157,51,4.75,6,
2004,NYJ,7,10,17,0.8627450980392157,51,4.75,6,
2004,NYJ,8,10,17,0.8627450980392157,51,4.75,6,
2004,NYJ,9,10,17,0.8627450980392157,51,4.75,6,
2004,NYJ,10,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,11,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,12,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,13,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,14,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,15,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,16,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,17,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,18,10,17,0.8301886792452831,53,4.75,6,
2004,NYJ,19,10,17,0.8301886792452831,53,4.75,6,
2004,OAK,1,11,18,0.851063829787234,47,5.0,5,
2004,OAK,2,11,18,0.851063829787234,47,5.0,5,
2004,OAK,3,11,18,0.851063829787234,47,5.0,5,
2004,OAK,4,11,18,0.851063829787234,47,5.0,5,
2004,OAK,5,11,18,0.851063829787234,47,5.0,5,
2004,OAK,6,11,18,0.851063829787234,47,5.0,5,
2004,OAK,7,10,17,0.851063829787234,47,4.0,4,
2004,OAK,8,10,17,0.851063829787234,47,4.0,4,
2004,OAK,9,10,17,0.8333333333333334,48,4.0,4,
2004,OAK,10,10,17,0.8333333333333334,48,4.0,4,
2004,OAK,11,10,17,0.8163265306122449,49,4.0,4,
2004,OAK,12,10,17,0.8163265306122449,49,4.0,4,
2004,OAK,13,10,17,0.8,50,4.0,4,
2004,OAK,14,10,17,0.8,50,4.0,4,
2004,OAK,15,10,17,0.8,50,4.0,4,
2004,OAK,16,10,17,0.7924528301886793,53,4.0,4,
2004,OAK,17,10,17,0.7924528301886793,53,4.0,4,
2004,PHI,1,9,14,0.7291666666666666,48,8.0,11,
2004,PHI,2,9,14,0.7346938775510204,49,8.0,11,
2004,PHI,3,9,14,0.7346938775510204,49,8.0,11,
2004,PHI,4,9,14,0.72,50,8.0,11,
2004,PHI,5,9,14,0.72,50,8.0,11,
2004,PHI,6,9,14,0.72,50,8.0,11,
2004,PHI,7,9,14,0.72,50,8.0,11,
2004,PHI,8,9,14,0.72,50,8.0,11,
2004,PHI,9,9,14,0.72,50,8.0,11,
2004,PHI,10,9,14,0.72,50,8.0,11,
2004,PHI,11,9,14,0.72,50,8.0,11,
2004,PHI,12,9,14,0.72,50,8.0,11,
2004,PHI,13,9,14,0.72,50,8.0,11,
2004,PHI,14,9,14,0.72,50,8.0,11,
2004,PHI,15,9,14,0.7058823529411765,51,8.0,11,
2004,PHI,16,9,14,0.7058823529411765,51,8.0,11,
2004,PHI,17,9,14,0.6923076923076923,52,8.0,11,
2004,PHI,18,9,14,0.6923076923076923,52,8.0,11,
2004,PHI,19,9,14,0.6923076923076923,52,8.0,11,
2004,PHI,20,9,14,0.6923076923076923,52,8.0,11,
2004,PHI,21,9,14,0.6792452830188679,53,8.0,11,
2004,PIT,1,9,15,0.7708333333333334,48,5.75,5,
2004,PIT,2,9,15,0.76,50,5.75,5,
2004,PIT,3,9,15,0.76,50,5.75,5,
2004,PIT,4,9,15,0.76,50,5.75,5,
2004,PIT,5,9,15,0.76,50,5.75,5,
2004,PIT,6,9,15,0.76,50,5.75,5,
2004,PIT,7,9,15,0.7692307692307693,52,5.75,5,
2004,PIT,8,9,15,0.7692307692307693,52,5.75,5,
2004,PIT,9,9,15,0.7692307692307693,52,5.75,5,
2004,PIT,10,9,15,0.75,52,5.75,5,
2004,PIT,11,9,15,0.75,52,5.75,5,
2004,PIT,12,9,15,0.7647058823529411,51,5.75,5,
2004,PIT,13,9,15,0.7647058823529411,51,5.75,5,
2004,PIT,14,9,15,0.75,52,5.75,5,
2004,PIT,15,9,15,0.75,52,5.75,5,
2004,PIT,16,9,15,0.75,52,5.75,5,
2004,PIT,17,9,15,0.7547169811320755,53,5.75,5,
2004,PIT,18,9,15,0.7547169811320755,53,5.75,5,
2004,PIT,19,9,15,0.7547169811320755,53,5.75,5,
2004,PIT,20,9,15,0.7547169811320755,53,5.75,5,
2004,SD,1,5,12,0.7083333333333334,48,2.75,3,
2004,SD,2,5,12,0.7083333333333334,48,2.75,3,
2004,SD,3,5,12,0.7083333333333334,48,2.75,3,
2004,SD,4,5,12,0.7083333333333334,48,2.75,3,
2004,SD,5,5,12,0.7083333333333334,48,2.75,3,
2004,SD,6,5,12,0.7083333333333334,48,2.75,3,
2004,SD,7,5,12,0.72,50,2.75,4,
2004,SD,8,5,13,0.7254901960784313,51,2.75,4,
2004,SD,9,5,13,0.7254901960784313,51,2.75,4,
2004,SD,10,5,13,0.7058823529411765,51,2.75,4,
2004,SD,11,5,13,0.7058823529411765,51,2.75,4,
2004,SD,12,5,13,0.7058823529411765,51,2.75,4,
2004,SD,13,5,13,0.7058823529411765,51,2.75,4,
2004,SD,14,5,13,0.7058823529411765,51,2.75,4,
2004,SD,15,5,13,0.6923076923076923,52,2.75,4,
2004,SD,16,5,13,0.7115384615384616,52,2.75,4,
2004,SD,17,5,13,0.6981132075471698,53,2.75,4,
2004,SD,18,5,13,0.6981132075471698,53,2.75,4,
2004,SEA,1,9,17,0.8913043478260869,46,3.0,5,
2004,SEA,2,9,16,0.8913043478260869,46,3.0,5,
2004,SEA,3,9,16,0.8913043478260869,46,3.0,5,
2004,SEA,4,9,16,0.8913043478260869,46,3.0,5,
2004,SEA,5,9,16,0.8913043478260869,46,3.0,5,
2004,SEA,6,9,17,0.8913043478260869,46,3.0,5,
2004,SEA,7,10,17,0.8913043478260869,46,4.0,6,
2004,SEA,8,10,18,0.8936170212765957,47,4.0,6,
2004,SEA,9,10,18,0.8775510204081632,49,4.0,6,
2004,SEA,10,10,18,0.8775510204081632,49,4.0,6,
2004,SEA,11,10,18,0.8775510204081632,49,4.0,6,
2004,SEA,12,9,17,0.84,50,4.0,6,
2004,SEA,13,9,17,0.84,50,4.0,6,
2004,SEA,14,9,17,0.8235294117647058,51,4.0,6,
2004,SEA,15,9,17,0.8235294117647058,51,4.0,6,
2004,SEA,16,10,18,0.8269230769230769,52,4.0,6,
2004,SEA,17,10,18,0.8269230769230769,52,4.0,6,
2004,SEA,18,10,18,0.8113207547169812,53,4.0,6,
2004,SF,1,4,11,0.8292682926829268,41,3.0,2,
2004,SF,2,4,11,0.8292682926829268,41,3.0,2,
2004,SF,3,4,11,0.8292682926829268,41,3.0,2,
2004,SF,4,4,11,0.8333333333333334,42,3.0,2,
2004,SF,5,4,11,0.8333333333333334,42,3.0,2,
2004,SF,6,4,11,0.7954545454545454,44,3.0,2,
2004,SF,7,4,11,0.813953488372093,43,3.0,2,
2004,SF,8,4,11,0.7777777777777778,45,3.0,2,
2004,SF,9,4,11,0.7777777777777778,45,3.0,2,
2004,SF,10,4,11,0.7659574468085106,47,3.0,2,
2004,SF,11,4,11,0.7659574468085106,47,3.0,2,
2004,SF,12,4,11,0.7659574468085106,47,3.0,2,
2004,SF,13,4,11,0.75,48,3.0,2,
2004,SF,14,4,11,0.7346938775510204,49,3.0,2,
2004,SF,15,4,11,0.74,50,3.0,2,
2004,SF,16,4,11,0.7254901960784313,51,3.0,2,
2004,SF,17,4,11,0.6981132075471698,53,3.0,2,
2004,STL,1,10,14,0.6875,48,6.0,8,
2004,STL,2,10,14,0.6808510638297872,47,6.0,8,
2004,STL,3,10,14,0.6956521739130435,46,6.0,8,
2004,STL,4,10,14,0.6956521739130435,46,6.0,8,
2004,STL,5,10,14,0.6956521739130435,46,6.0,8,
2004,STL,6,10,14,0.6956521739130435,46,6.0,8,
2004,STL,7,10,14,0.7021276595744681,47,6.0,8,
2004,STL,8,10,14,0.6956521739130435,46,6.0,8,
2004,STL,9,10,14,0.6956521739130435,46,6.0,8,
2004,STL,10,11,15,0.7021276595744681,47,6.0,8,
2004,STL,11,11,15,0.6875,48,6.0,8,
2004,STL,12,11,15,0.673469387755102,49,6.0,8,
2004,STL,13,11,15,0.66,50,6.0,8,
2004,STL,14,11,15,0.6470588235294118,51,6.0,8,
2004,STL,15,11,15,0.6470588235294118,51,6.0,8,
2004,STL,16,11,15,0.6470588235294118,51,6.0,8,
2004,STL,17,11,15,0.6415094339622641,53,6.0,8,
2004,STL,18,11,15,0.6415094339622641,53,6.0,8,
2004,STL,19,11,15,0.6415094339622641,53,6.0,8,
2004,TB,1,8,14,0.7674418604651163,43,4.75,11,
2004,TB,2,8,14,0.7674418604651163,43,4.75,11,
2004,TB,3,8,14,0.7674418604651163,43,4.75,11,
2004,TB,4,8,14,0.7727272727272727,44,4.75,11,
2004,TB,5,8,14,0.7727272727272727,44,4.75,11,
2004,TB,6,8,14,0.7555555555555555,45,4.75,11,
2004,TB,7,8,15,0.7446808510638298,47,4.75,11,
2004,TB,8,8,15,0.7291666666666666,48,4.75,11,
2004,TB,9,8,15,0.7446808510638298,47,4.75,11,
2004,TB,10,8,15,0.75,48,4.75,11,
2004,TB,11,8,15,0.7708333333333334,48,4.75,11,
2004,TB,12,8,15,0.7551020408163265,49,4.75,11,
2004,TB,13,8,16,0.74,50,4.0,10,
2004,TB,14,8,16,0.74,50,4.0,10,
2004,TB,15,8,16,0.7307692307692307,52,4.0,10,
2004,TB,16,8,16,0.7169811320754716,53,4.0,10,
2004,TB,17,8,16,0.7169811320754716,53,4.0,10,
2004,TEN,1,6,13,0.8260869565217391,46,6.25,7,
2004,TEN,2,6,13,0.8297872340425532,47,6.25,7,
2004,TEN,3,6,13,0.8297872340425532,47,6.25,7,
2004,TEN,4,6,13,0.8297872340425532,47,6.25,7,
2004,TEN,5,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,6,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,7,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,8,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,9,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,10,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,11,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,12,6,13,0.8367346938775511,49,6.25,7,
2004,TEN,13,6,13,0.8431372549019608,51,6.25,7,
2004,TEN,14,6,13,0.8269230769230769,52,6.25,7,
2004,TEN,15,6,13,0.8269230769230769,52,6.25,7,
2004,TEN,16,6,13,0.8269230769230769,52,6.25,7,
2004,TEN,17,6,13,0.8113207547169812,53,6.25,7,
2004,WAS,1,7,15,0.7317073170731707,41,2.0,3,
2004,WAS,2,7,15,0.7142857142857143,42,2.0,3,
2004,WAS,3,7,15,0.7317073170731707,41,2.0,3,
2004,WAS,4,7,15,0.7317073170731707,41,2.0,3,
2004,WAS,5,7,15,0.7142857142857143,42,2.0,3,
2004,WAS,6,7,15,0.7380952380952381,42,2.0,3,
2004,WAS,7,7,15,0.7560975609756098,41,2.0,3,
2004,WAS,8,7,16,0.7441860465116279,43,2.0,3,
2004,WAS,9,7,16,0.7272727272727273,44,2.0,3,
2004,WAS,10,7,16,0.7272727272727273,44,2.0,3,
2004,WAS,11,7,16,0.7111111111111111,45,2.0,3,
2004,WAS,12,7,16,0.6808510638297872,47,2.0,3,
2004,WAS,13,7,16,0.6808510638297872,47,2.0,3,
2004,WAS,14,7,16,0.6666666666666666,48,2.0,3,
2004,WAS,15,7,16,0.673469387755102,49,2.0,3,
2004,WAS,16,7,16,0.673469387755102,49,2.0,3,
2004,WAS,17,7,16,0.6226415094339622,53,2.0,3,
2005,ARI,1,4,8,0.6842105263157895,38,0.75,3,
2005,ARI,2,4,8,0.7105263157894737,38,0.75,3,
2005,ARI,3,4,8,0.7105263157894737,38,0.75,3,
2005,ARI,4,4,8,0.717948717948718,39,0.75,3,
2005,ARI,5,4,8,0.725,40,0.75,3,
2005,ARI,6,4,8,0.6904761904761905,42,0.75,3,
2005,ARI,7,4,8,0.6904761904761905,42,0.75,3,
2005,ARI,8,4,8,0.6904761904761905,42,0.75,3,
2005,ARI,9,4,8,0.6829268292682927,41,0.75,3,
2005,ARI,10,4,8,0.6666666666666666,42,0.75,3,
2005,ARI,11,4,9,0.6521739130434783,46,0.75,3,
2005,ARI,12,4,9,0.6382978723404256,47,0.75,3,
2005,ARI,13,4,8,0.6170212765957447,47,0.75,3,
2005,ARI,14,4,8,0.6041666666666666,48,0.75,3,
2005,ARI,15,4,9,0.6,50,0.75,3,
2005,ARI,16,4,9,0.5961538461538461,52,0.75,3,
2005,ARI,17,4,9,0.5849056603773585,53,0.75,3,
2005,ATL,1,8,13,0.7777777777777778,45,5.0,6,
2005,ATL,2,8,13,0.782608695652174,46,5.0,6,
2005,ATL,3,8,13,0.7777777777777778,45,5.0,6,
2005,ATL,4,8,14,0.8,45,5.0,6,
2005,ATL,5,8,14,0.782608695652174,46,5.0,6,
2005,ATL,6,8,14,0.7659574468085106,47,5.0,6,
2005,ATL,7,8,14,0.7708333333333334,48,5.0,6,
2005,ATL,8,8,14,0.7708333333333334,48,5.0,6,
2005,ATL,9,9,15,0.7959183673469388,49,5.0,6,
2005,ATL,10,9,15,0.7916666666666666,48,5.0,6,
2005,ATL,11,9,15,0.7755102040816326,49,5.0,6,
2005,ATL,12,9,15,0.7959183673469388,49,5.0,6,
2005,ATL,13,9,15,0.7755102040816326,49,5.0,6,
2005,ATL,14,9,15,0.76,50,5.0,6,
2005,ATL,15,9,15,0.76,50,5.0,6,
2005,ATL,16,9,15,0.76,50,5.0,6,
2005,ATL,17,9,15,0.7169811320754716,53,5.0,6,
2005,BAL,1,11,17,0.8043478260869565,46,8.25,11,
2005,BAL,2,11,16,0.8,45,8.25,11,
2005,BAL,3,11,17,0.8,45,8.25,11,
2005,BAL,4,11,17,0.782608695652174,46,8.25,11,
2005,BAL,5,11,17,0.782608695652174,46,8.25,11,
2005,BAL,6,11,17,0.782608695652174,46,8.25,11,
2005,BAL,7,11,17,0.782608695652174,46,8.25,11,
2005,BAL,8,11,17,0.782608695652174,46,8.25,11,
2005,BAL,9,11,17,0.782608695652174,46,8.25,11,
2005,BAL,10,11,17,0.7777777777777778,45,8.25,11,
2005,BAL,11,11,17,0.7777777777777778,45,8.25,11,
2005,BAL,12,11,17,0.7777777777777778,45,8.25,11,
2005,BAL,13,11,17,0.7446808510638298,47,8.25,11,
2005,BAL,14,11,17,0.72,50,8.25,11,
2005,BAL,15,11,17,0.7058823529411765,51,8.25,11,
2005,BAL,16,11,17,0.7058823529411765,51,8.25,11,
2005,BAL,17,11,17,0.6792452830188679,53,8.25,11,
2005,BUF,1,8,14,0.625,48,4.5,6,
2005,BUF,2,8,14,0.625,48,4.5,6,
2005,BUF,3,8,14,0.625,48,4.5,6,
2005,BUF,4,8,14,0.6122448979591837,49,4.5,6,
2005,BUF,5,8,14,0.6122448979591837,49,4.5,6,
2005,BUF,6,8,14,0.62,50,4.5,6,
2005,BUF,7,8,14,0.62,50,4.5,6,
2005,BUF,8,8,14,0.62,50,4.5,6,
2005,BUF,9,8,14,0.62,50,4.5,6,
2005,BUF,10,8,14,0.62,50,4.5,6,
2005,BUF,11,8,14,0.62,50,4.5,6,
2005,BUF,12,8,14,0.62,50,4.5,6,
2005,BUF,13,8,14,0.62,50,4.5,6,
2005,BUF,14,8,14,0.62,50,4.5,6,
2005,BUF,15,8,14,0.6274509803921569,51,4.5,6,
2005,BUF,16,8,14,0.6153846153846154,52,4.5,6,
2005,BUF,17,8,14,0.6037735849056604,53,4.5,6,
2005,CAR,1,6,12,0.7083333333333334,48,2.75,4,
2005,CAR,2,6,12,0.7142857142857143,49,2.75,4,
2005,CAR,3,6,12,0.6938775510204082,49,2.75,4,
2005,CAR,4,6,12,0.6938775510204082,49,2.75,4,
2005,CAR,5,6,12,0.7,50,2.75,4,
2005,CAR,6,6,12,0.7,50,2.75,4,
2005,CAR,7,6,12,0.7,50,2.75,4,
2005,CAR,8,6,12,0.7,50,2.75,4,
2005,CAR,9,6,12,0.72,50,2.75,4,
2005,CAR,10,6,12,0.72,50,2.75,4,
2005,CAR,11,6,12,0.72,50,2.75,4,
2005,CAR,12,6,12,0.72,50,2.75,4,
2005,CAR,13,6,12,0.72,50,2.75,4,
2005,CAR,14,6,12,0.72,50,2.75,4,
2005,CAR,15,5,11,0.72,50,2.75,4,
2005,CAR,16,5,11,0.7058823529411765,51,2.75,4,
2005,CAR,17,5,11,0.7058823529411765,51,2.75,4,
2005,CAR,18,5,11,0.6923076923076923,52,2.75,4,
2005,CAR,19,5,11,0.6923076923076923,52,2.75,4,
2005,CAR,20,5,11,0.6792452830188679,53,2.75,4,
2005,CHI,1,10,14,0.875,48,7.75,6,
2005,CHI,2,9,13,0.875,48,7.75,6,
2005,CHI,3,9,13,0.875,48,7.75,6,
2005,CHI,4,9,13,0.875,48,7.75,6,
2005,CHI,5,9,13,0.8571428571428571,49,7.75,6,
2005,CHI,6,9,13,0.84,50,7.75,6,
2005,CHI,7,9,13,0.84,50,7.75,6,
2005,CHI,8,9,13,0.84,50,7.75,6,
2005,CHI,9,9,13,0.8235294117647058,51,7.75,6,
2005,CHI,10,9,13,0.8076923076923077,52,7.75,6,
2005,CHI,11,9,13,0.8076923076923077,52,7.75,6,
2005,CHI,12,9,13,0.8076923076923077,52,7.75,6,
2005,CHI,13,9,14,0.8113207547169812,53,7.75,6,
2005,CHI,14,9,14,0.8113207547169812,53,7.75,6,
2005,CHI,15,9,14,0.7924528301886793,53,7.75,6,
2005,CHI,16,9,14,0.7924528301886793,53,7.75,6,
2005,CHI,17,9,14,0.7924528301886793,53,7.75,6,
2005,CHI,18,9,14,0.7924528301886793,53,7.75,6,
2005,CHI,19,9,14,0.7962962962962963,54,7.75,6,
2005,CIN,1,8,16,0.8125,48,2.75,5,
2005,CIN,2,8,16,0.8163265306122449,49,2.75,5,
2005,CIN,3,8,16,0.8163265306122449,49,2.75,5,
2005,CIN,4,8,16,0.8163265306122449,49,2.75,5,
2005,CIN,5,8,16,0.82,50,2.75,5,
2005,CIN,6,9,17,0.82,50,2.75,5,
2005,CIN,7,9,17,0.82,50,2.75,5,
2005,CIN,8,9,17,0.82,50,2.75,5,
2005,CIN,9,9,17,0.82,50,2.75,5,
2005,CIN,10,9,17,0.8235294117647058,51,2.75,5,
2005,CIN,11,9,17,0.8235294117647058,51,2.75,5,
2005,CIN,12,9,17,0.8076923076923077,52,2.75,5,
2005,CIN,13,9,17,0.8113207547169812,53,2.75,5,
2005,CIN,14,9,17,0.8113207547169812,53,2.75,5,
2005,CIN,15,9,17,0.8113207547169812,53,2.75,5,
2005,CIN,16,9,17,0.8113207547169812,53,2.75,5,
2005,CIN,17,9,17,0.8113207547169812,53,2.75,5,
2005,CIN,18,9,17,0.8113207547169812,53,2.75,5,
2005,CLE,1,4,10,0.7555555555555555,45,0.0,0,
2005,CLE,2,4,10,0.7555555555555555,45,0.0,0,
2005,CLE,3,4,10,0.7608695652173914,46,0.0,0,
2005,CLE,4,4,10,0.7608695652173914,46,0.0,0,
2005,CLE,5,4,10,0.7608695652173914,46,0.0,0,
2005,CLE,6,4,10,0.7608695652173914,46,0.0,0,
2005,CLE,7,4,10,0.7608695652173914,46,0.0,0,
2005,CLE,8,4,10,0.7446808510638298,47,0.0,0,
2005,CLE,9,4,10,0.7446808510638298,47,0.0,0,
2005,CLE,10,4,10,0.7446808510638298,47,0.0,0,
2005,CLE,11,4,10,0.7446808510638298,47,0.0,0,
2005,CLE,12,4,10,0.7446808510638298,47,0.0,0,
2005,CLE,13,4,10,0.7291666666666666,48,0.0,0,
2005,CLE,14,4,10,0.72,50,0.0,0,
2005,CLE,15,4,10,0.7058823529411765,51,0.0,0,
2005,CLE,16,4,10,0.6923076923076923,52,0.0,0,
2005,CLE,17,4,10,0.6981132075471698,53,0.0,0,
2005,DAL,1,9,13,0.7333333333333333,45,5.75,8,
2005,DAL,2,9,13,0.7333333333333333,45,5.75,8,
2005,DAL,3,9,13,0.7333333333333333,45,5.75,8,
2005,DAL,4,9,13,0.717391304347826,46,5.75,8,
2005,DAL,5,9,13,0.717391304347826,46,5.75,8,
2005,DAL,6,9,13,0.717391304347826,46,5.75,8,
2005,DAL,7,9,13,0.717391304347826,46,5.75,8,
2005,DAL,8,9,13,0.717391304347826,46,5.75,8,
2005,DAL,9,10,14,0.7083333333333334,48,5.75,8,
2005,DAL,10,10,14,0.7083333333333334,48,5.75,8,
2005,DAL,11,10,14,0.723404255319149,47,5.75,8,
2005,DAL,12,10,14,0.7291666666666666,48,5.75,8,
2005,DAL,13,10,14,0.7346938775510204,49,5.75,8,
2005,DAL,14,10,14,0.7346938775510204,49,5.75,8,
2005,DAL,15,10,14,0.72,50,5.75,8,
2005,DAL,16,10,14,0.72,50,5.75,8,
2005,DAL,17,10,15,0.6981132075471698,53,5.75,8,
2005,DEN,1,11,19,0.7551020408163265,49,7.0,11,
2005,DEN,2,12,20,0.76,50,7.0,11,
2005,DEN,3,12,20,0.76,50,7.0,11,
2005,DEN,4,12,20,0.7450980392156863,51,7.0,11,
2005,DEN,5,12,20,0.7647058823529411,51,7.0,11,
2005,DEN,6,12,20,0.7647058823529411,51,7.0,11,
2005,DEN,7,12,20,0.7647058823529411,51,7.0,11,
2005,DEN,8,12,20,0.7647058823529411,51,7.0,11,
2005,DEN,9,12,20,0.7735849056603774,53,7.0,11,
2005,DEN,10,12,20,0.7735849056603774,53,7.0,11,
2005,DEN,11,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,12,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,13,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,14,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,15,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,16,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,17,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,18,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,19,12,20,0.7547169811320755,53,7.0,11,
2005,DEN,20,12,20,0.7547169811320755,53,7.0,11,
2005,DET,1,9,17,0.8,45,3.0,5,
2005,DET,2,9,17,0.8,45,3.0,5,
2005,DET,3,9,17,0.8,45,3.0,5,
2005,DET,4,9,17,0.782608695652174,46,3.0,5,
2005,DET,5,8,16,0.7777777777777778,45,3.0,5,
2005,DET,6,8,16,0.7777777777777778,45,3.0,5,
2005,DET,7,8,16,0.7777777777777778,45,3.0,5,
2005,DET,8,9,17,0.7659574468085106,47,3.0,5,
2005,DET,9,9,17,0.7872340425531915,47,3.0,5,
2005,DET,10,10,18,0.7916666666666666,48,3.0,5,
2005,DET,11,10,18,0.7755102040816326,49,3.0,5,
2005,DET,12,10,18,0.7755102040816326,49,3.0,5,
2005,DET,13,10,18,0.78,50,3.0,5,
2005,DET,14,10,18,0.7843137254901961,51,3.0,5,
2005,DET,15,10,18,0.7692307692307693,52,3.0,5,
2005,DET,16,10,18,0.7735849056603774,53,3.0,5,
2005,DET,17,10,18,0.7735849056603774,53,3.0,5,
2005,GB,1,3,8,0.7142857142857143,42,2.0,5,
2005,GB,2,3,8,0.7142857142857143,42,2.0,5,
2005,GB,3,3,8,0.7142857142857143,42,2.0,5,
2005,GB,4,3,8,0.7142857142857143,42,2.0,5,
2005,GB,5,3,8,0.7142857142857143,42,2.0,5,
2005,GB,6,3,8,0.7142857142857143,42,2.0,5,
2005,GB,7,3,8,0.7142857142857143,42,2.0,5,
2005,GB,8,3,8,0.6818181818181818,44,2.0,5,
2005,GB,9,3,8,0.6744186046511628,43,2.0,5,
2005,GB,10,3,8,0.6590909090909091,44,2.0,5,
2005,GB,11,3,8,0.6590909090909091,44,2.0,5,
2005,GB,12,3,8,0.6444444444444445,45,2.0,5,
2005,GB,13,3,8,0.6595744680851063,47,2.0,5,
2005,GB,14,3,8,0.6595744680851063,47,2.0,5,
2005,GB,15,3,8,0.6458333333333334,48,2.0,5,
2005,GB,16,4,9,0.6274509803921569,51,2.0,5,
2005,GB,17,4,9,0.6037735849056604,53,2.0,5,
2005,HOU,1,6,11,0.8181818181818182,44,0.0,1,
2005,HOU,2,6,11,0.8181818181818182,44,0.0,1,
2005,HOU,3,6,11,0.8181818181818182,44,0.0,1,
2005,HOU,4,6,11,0.8181818181818182,44,0.0,1,
2005,HOU,5,6,11,0.8181818181818182,44,0.0,1,
2005,HOU,6,6,11,0.8181818181818182,44,0.0,1,
2005,HOU,7,6,11,0.8222222222222222,45,0.0,1,
2005,HOU,8,6,11,0.8222222222222222,45,0.0,1,
2005,HOU,9,6,11,0.8222222222222222,45,0.0,1,
2005,HOU,10,6,11,0.8043478260869565,46,0.0,1,
2005,HOU,11,6,11,0.8085106382978723,47,0.0,1,
2005,HOU,12,6,11,0.7916666666666666,48,0.0,1,
2005,HOU,13,6,11,0.7916666666666666,48,0.0,1,
2005,HOU,14,6,11,0.7959183673469388,49,0.0,1,
2005,HOU,15,6,11,0.7959183673469388,49,0.0,1,
2005,HOU,16,6,11,0.78,50,0.0,1,
2005,HOU,17,6,11,0.7547169811320755,53,0.0,1,
2005,IND,1,10,14,0.7021276595744681,47,5.0,7,
2005,IND,2,10,15,0.717391304347826,46,5.0,7,
2005,IND,3,10,15,0.7021276595744681,47,5.0,7,
2005,IND,4,10,15,0.7021276595744681,47,5.0,7,
2005,IND,5,10,15,0.7021276595744681,47,5.0,7,
2005,IND,6,10,15,0.7021276595744681,47,5.0,7,
2005,IND,7,10,15,0.7021276595744681,47,5.0,7,
2005,IND,8,10,15,0.7021276595744681,47,5.0,7,
2005,IND,9,10,15,0.7021276595744681,47,5.0,7,
2005,IND,10,10,15,0.6875,48,5.0,7,
2005,IND,11,10,15,0.68,50,5.0,7,
2005,IND,12,10,15,0.68,50,5.0,7,
2005,IND,13,10,15,0.6862745098039216,51,5.0,7,
2005,IND,14,10,15,0.6730769230769231,52,5.0,7,
2005,IND,15,10,15,0.6730769230769231,52,5.0,7,
2005,IND,16,10,15,0.660377358490566,53,5.0,7,
2005,IND,17,10,15,0.660377358490566,53,5.0,7,
2005,IND,18,10,15,0.660377358490566,53,5.0,7,
2005,IND,19,10,15,0.660377358490566,53,5.0,7,
2005,JAX,1,9,19,0.7708333333333334,48,2.75,5,
